role_id,task_rank,masco_task_id,masco_code,task,task_source_level,source,source_page_pdf,source_url,source_retrieved_at
M311307,1,EMASCO_311307_01,311307,Conduct functional tests on printed circuit board assemblies using equipment such as oscilloscopes and multimeters.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3113-07,2026-08-29T10:41:52+00:00
M311307,2,EMASCO_311307_02,311307,Diagnose and repair faults at the component level.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3113-07,2026-08-29T10:41:52+00:00
M311307,3,EMASCO_311307_03,311307,Perform soldering and rework on defective boards.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3113-07,2026-08-29T10:41:52+00:00
M311307,4,EMASCO_311307_04,311307,Read and interpret schematic diagrams for troubleshooting.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3113-07,2026-08-29T10:41:52+00:00
M311307,5,EMASCO_311307_05,311307,Analyse and resolve faults on analogue and digital printed wiring boards.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3113-07,2026-08-29T10:41:52+00:00
M311307,6,EMASCO_311307_06,311307,Perform system testing and debugging to identify root causes of faults.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3113-07,2026-08-29T10:41:52+00:00
M311307,7,EMASCO_311307_07,311307,Maintain detailed debug reports and documentation.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3113-07,2026-08-29T10:41:52+00:00
M311307,8,EMASCO_311307_08,311307,Collaborate with engineering teams to support testing activities and issue resolution.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3113-07,2026-08-29T10:41:52+00:00
M311307,9,EMASCO_311307_09,311307,Ensure test equipment is calibrated and properly maintained.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3113-07,2026-08-29T10:41:52+00:00
M311308,1,EMASCO_311308_01,311308,"Assist in the design and development of electrical circuits, control systems, and equipment.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3113-08,2026-08-29T10:41:52+00:00
M311308,2,EMASCO_311308_02,311308,"Prepare electrical drawings, blueprints, and technical specifications under supervision.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3113-08,2026-08-29T10:41:52+00:00
M311308,3,EMASCO_311308_03,311308,Conduct site visits to inspect installations and support compliance with engineering standards.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3113-08,2026-08-29T10:41:52+00:00
M311308,4,EMASCO_311308_04,311308,"Perform routine testing, troubleshooting, and maintenance of electrical systems.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3113-08,2026-08-29T10:41:52+00:00
M311308,5,EMASCO_311308_05,311308,"Collaborate with contractors, suppliers, and cross-functional teams to support project milestones.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3113-08,2026-08-29T10:41:52+00:00
M311308,6,EMASCO_311308_06,311308,"Prepare technical documentation, including reports, manuals, and maintenance schedules.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3113-08,2026-08-29T10:41:52+00:00
M311308,7,EMASCO_311308_07,311308,Support procurement activities and tracking of electrical components.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3113-08,2026-08-29T10:41:52+00:00
M311308,8,EMASCO_311308_08,311308,Assist in conducting risk assessments and support adherence to safety protocols on site.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3113-08,2026-08-29T10:41:52+00:00
M311308,9,EMASCO_311308_09,311308,Participate in meetings to provide updates and technical input on electrical works.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3113-08,2026-08-29T10:41:52+00:00
M311308,10,EMASCO_311308_10,311308,"Support the Electrical Engineer in planning, coordinating, and implementing electrical projects.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3113-08,2026-08-29T10:41:52+00:00
M311401,1,EMASCO_311401_01,311401,"Assemble and install electronic components, circuits, and systems according to specifications.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-01,2026-08-29T10:41:52+00:00
M311401,2,EMASCO_311401_02,311401,"Test, troubleshoot, and repair faults in electronic equipment and devices.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-01,2026-08-29T10:41:52+00:00
M311401,3,EMASCO_311401_03,311401,"Perform preventive maintenance, calibration, and basic diagnostics on electronic instruments.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-01,2026-08-29T10:41:52+00:00
M311401,4,EMASCO_311401_04,311401,"Read and interpret technical diagrams, blueprints, and specifications.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-01,2026-08-29T10:41:52+00:00
M311401,5,EMASCO_311401_05,311401,Conduct functional testing and quality control inspections on electronic systems and components.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-01,2026-08-29T10:41:52+00:00
M311401,6,EMASCO_311401_06,311401,"Document procedures, test results, repairs, and maintenance activities accurately.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-01,2026-08-29T10:41:52+00:00
M311401,7,EMASCO_311401_07,311401,Collaborate with engineers and technical teams to support product development and improvements.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-01,2026-08-29T10:41:52+00:00
M311401,8,EMASCO_311401_08,311401,Ensure compliance with safety protocols and industry standards during all operations.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-01,2026-08-29T10:41:52+00:00
M311402,1,EMASCO_311402_01,311402,"Analyse and interpret engineering drawings, specifications, and project documentation for cost estimation purposes.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-02,2026-08-29T10:41:52+00:00
M311402,2,EMASCO_311402_02,311402,"Calculate material, component, and labour requirements for electronics projects.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-02,2026-08-29T10:41:52+00:00
M311402,3,EMASCO_311402_03,311402,Research and obtain pricing information from suppliers and subcontractors for cost estimation.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-02,2026-08-29T10:41:52+00:00
M311402,4,EMASCO_311402_04,311402,"Prepare detailed cost estimates, budgets, and bid submissions for electronics projects.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-02,2026-08-29T10:41:52+00:00
M311402,5,EMASCO_311402_05,311402,Collaborate with engineers and project managers to clarify project scope and requirements.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-02,2026-08-29T10:41:52+00:00
M311402,6,EMASCO_311402_06,311402,"Update and maintain cost databases to reflect changes in materials, labour, and pricing.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-02,2026-08-29T10:41:52+00:00
M311402,7,EMASCO_311402_07,311402,Identify potential cost risks and opportunities for cost savings during estimation.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-02,2026-08-29T10:41:52+00:00
M311402,8,EMASCO_311402_08,311402,Prepare reports and present cost estimates and findings to stakeholders.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-02,2026-08-29T10:41:52+00:00
M311403,1,EMASCO_311403_01,311403,Assist in the design and layout of electronic circuits using computer-aided design (CAD) software.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-03,2026-08-29T10:41:52+00:00
M311403,2,EMASCO_311403_02,311403,"Support the construction, testing, and troubleshooting of electronic equipment and prototypes.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-03,2026-08-29T10:41:52+00:00
M311403,3,EMASCO_311403_03,311403,"Prepare, assemble, and install electronic components and printed circuit boards (PCB).",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-03,2026-08-29T10:41:52+00:00
M311403,4,EMASCO_311403_04,311403,"Adjust, calibrate, and modify electronic instruments and devices as required.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-03,2026-08-29T10:41:52+00:00
M311403,5,EMASCO_311403_05,311403,Perform preventive maintenance and repair of electronic equipment.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-03,2026-08-29T10:41:52+00:00
M311403,6,EMASCO_311403_06,311403,"Document technical specifications, test results, and design modifications accurately.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-03,2026-08-29T10:41:52+00:00
M311403,7,EMASCO_311403_07,311403,Collaborate with engineers to support optimisation of electronic designs.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-03,2026-08-29T10:41:52+00:00
M311403,8,EMASCO_311403_08,311403,Maintain inventory of electronic components and manage ordering of supplies.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-03,2026-08-29T10:41:52+00:00
M311404,1,EMASCO_311404_01,311404,"Operate and maintain semiconductor fabrication equipment, including photolithography, etching, deposition, and chemical mechanical planarisation (CMP) tools.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-04,2026-08-29T10:41:52+00:00
M311404,2,EMASCO_311404_02,311404,"Diagnose, troubleshoot, and calibrate semiconductor equipment to meet operational specifications.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-04,2026-08-29T10:41:52+00:00
M311404,3,EMASCO_311404_03,311404,Perform routine and preventive maintenance on semiconductor fabrication equipment.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-04,2026-08-29T10:41:52+00:00
M311404,4,EMASCO_311404_04,311404,Conduct tests and inspections to ensure product quality and equipment performance.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-04,2026-08-29T10:41:52+00:00
M311404,5,EMASCO_311404_05,311404,Assist engineers in process optimisation and production yield improvement.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-04,2026-08-29T10:41:52+00:00
M311404,6,EMASCO_311404_06,311404,"Monitor gauges, dials, and indicators to ensure proper machine operation.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-04,2026-08-29T10:41:52+00:00
M311404,7,EMASCO_311404_07,311404,"Maintain accurate records of equipment performance, maintenance activities, and process changes.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-04,2026-08-29T10:41:52+00:00
M311404,8,EMASCO_311404_08,311404,Ensure compliance with safety protocols and industry standards in all operations.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3114-04,2026-08-29T10:41:52+00:00
M311501,1,EMASCO_311501_01,311501,"Assist in the design, development, and testing of mechanical systems and equipment across various applications.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-01,2026-08-29T10:41:52+00:00
M311501,2,EMASCO_311501_02,311501,"Perform inspections, diagnostics, and preventive maintenance on mechanical, hydraulic, and electrical systems.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-01,2026-08-29T10:41:52+00:00
M311501,3,EMASCO_311501_03,311501,"Operate, calibrate, and maintain testing equipment, tools, and computer systems for engineering and manufacturing activities.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-01,2026-08-29T10:41:52+00:00
M311501,4,EMASCO_311501_04,311501,"Conduct tests, collect and analyse data, and prepare technical reports and documentation.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-01,2026-08-29T10:41:52+00:00
M311501,5,EMASCO_311501_05,311501,"Build, install, and assemble mechanical components, prototypes, and systems according to specifications and schematics.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-01,2026-08-29T10:41:52+00:00
M311501,6,EMASCO_311501_06,311501,"Ensure compliance with safety, quality, and regulatory standards in all mechanical operations.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-01,2026-08-29T10:41:52+00:00
M311501,7,EMASCO_311501_07,311501,Collaborate with engineers to troubleshoot issues and support system performance improvements.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-01,2026-08-29T10:41:52+00:00
M311501,8,EMASCO_311501_08,311501,"Estimate basic material, labour, and operational requirements for projects or manufacturing tasks.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-01,2026-08-29T10:41:52+00:00
M311502,1,EMASCO_311502_01,311502,"Assist engineers in preparing mechanical drawings, blueprints, and technical specifications using computer-aided design (CAD) software.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-02,2026-08-29T10:41:52+00:00
M311502,2,EMASCO_311502_02,311502,"Conduct routine inspections, testing, and troubleshooting of mechanical systems, engines, and equipment.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-02,2026-08-29T10:41:52+00:00
M311502,3,EMASCO_311502_03,311502,"Support the design, fabrication, and installation of mechanical systems and machinery.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-02,2026-08-29T10:41:52+00:00
M311502,4,EMASCO_311502_04,311502,Perform basic mechanical calculations and assist in maintenance planning and project testing.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-02,2026-08-29T10:41:52+00:00
M311502,5,EMASCO_311502_05,311502,"Maintain logs, records, and technical reports for maintenance, inspections, and project activities.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-02,2026-08-29T10:41:52+00:00
M311502,6,EMASCO_311502_06,311502,"Coordinate with vendors, suppliers, and internal teams for materials, equipment, and spare parts.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-02,2026-08-29T10:41:52+00:00
M311502,7,EMASCO_311502_07,311502,"Assist in estimating materials, labour, and costs for mechanical projects and installations.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-02,2026-08-29T10:41:52+00:00
M311502,8,EMASCO_311502_08,311502,"Ensure compliance with safety, environmental, and regulatory standards in all operations.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-02,2026-08-29T10:41:52+00:00
M311503,1,EMASCO_311503_01,311503,"Review and interpret engineering designs, drawings, and technical specifications to understand project requirements.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-03,2026-08-29T10:41:52+00:00
M311503,2,EMASCO_311503_02,311503,"Calculate quantities of materials, labour, and equipment required for mechanical works.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-03,2026-08-29T10:41:52+00:00
M311503,3,EMASCO_311503_03,311503,Prepare detailed cost estimates and reports for project proposals and tender submissions.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-03,2026-08-29T10:41:52+00:00
M311503,4,EMASCO_311503_04,311503,Source and verify quotations from suppliers and subcontractors to ensure pricing accuracy.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-03,2026-08-29T10:41:52+00:00
M311503,5,EMASCO_311503_05,311503,Collaborate with project teams to optimise costs while maintaining required quality standards.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-03,2026-08-29T10:41:52+00:00
M311503,6,EMASCO_311503_06,311503,Conduct risk assessments and identify potential cost-saving opportunities during estimation.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-03,2026-08-29T10:41:52+00:00
M311503,7,EMASCO_311503_07,311503,"Analyse project documents, including plans and bills of quantities, to support cost estimates.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-03,2026-08-29T10:41:52+00:00
M311503,8,EMASCO_311503_08,311503,Update cost estimates throughout project progress to reflect changes and maintain accurate records.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-03,2026-08-29T10:41:52+00:00
M311503,9,EMASCO_311503_09,311503,Ensure compliance with safety regulations and company policies in cost estimation activities.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-03,2026-08-29T10:41:52+00:00
M311503,10,EMASCO_311503_10,311503,Visit project sites to gather information and assess technical and operational risks.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-03,2026-08-29T10:41:52+00:00
M311504,1,EMASCO_311504_01,311504,"Plan and schedule docking, undocking, and repair activities for vessels.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-04,2026-08-29T10:41:52+00:00
M311504,2,EMASCO_311504_02,311504,"Coordinate with shipyards, contractors, internal departments, and vessel owners to ensure smooth operations.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-04,2026-08-29T10:41:52+00:00
M311504,3,EMASCO_311504_03,311504,"Ensure compliance with maritime safety, environmental, and regulatory standards.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-04,2026-08-29T10:41:52+00:00
M311504,4,EMASCO_311504_04,311504,Supervise dock workers and allocate tasks to support efficient dock operations.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-04,2026-08-29T10:41:52+00:00
M311504,5,EMASCO_311504_05,311504,"Inspect dock facilities and coordinate maintenance, repairs, and upgrades as required.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-04,2026-08-29T10:41:52+00:00
M311504,6,EMASCO_311504_06,311504,"Manage project timelines, budgets, and documentation for docking operations.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-04,2026-08-29T10:41:52+00:00
M311504,7,EMASCO_311504_07,311504,Liaise with classification societies and maritime authorities to ensure compliance and operational requirements.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-04,2026-08-29T10:41:52+00:00
M311505,1,EMASCO_311505_01,311505,"Inspect hydraulic hoses for wear, leaks, and damage before repair or replacement.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-05,2026-08-29T10:41:52+00:00
M311505,2,EMASCO_311505_02,311505,"Measure, cut, assemble, install, and replace hydraulic hoses according to specifications.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-05,2026-08-29T10:41:52+00:00
M311505,3,EMASCO_311505_03,311505,Test hydraulic systems for pressure and functionality after installation or repair.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-05,2026-08-29T10:41:52+00:00
M311505,4,EMASCO_311505_04,311505,"Read and interpret technical manuals, hydraulic schematics, and work orders to guide tasks.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-05,2026-08-29T10:41:52+00:00
M311505,5,EMASCO_311505_05,311505,Maintain tools and equipment used for hose assembly and installation.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-05,2026-08-29T10:41:52+00:00
M311505,6,EMASCO_311505_06,311505,Follow safety procedures during all maintenance and repair work.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-05,2026-08-29T10:41:52+00:00
M311505,7,EMASCO_311505_07,311505,Report defects or unusual findings to supervisors for further action.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-05,2026-08-29T10:41:52+00:00
M311505,8,EMASCO_311505_08,311505,Maintain inventory of hoses and fittings to support efficient job completion.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-05,2026-08-29T10:41:52+00:00
M311505,9,EMASCO_311505_09,311505,Assist in supervising or coordinating hydraulic system maintenance tasks when needed.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-05,2026-08-29T10:41:52+00:00
M311506,1,EMASCO_311506_01,311506,"Install, configure, commission, test, and verify the operation of mechatronic and robotic systems, including automated machinery.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-06,2026-08-29T10:41:52+00:00
M311506,2,EMASCO_311506_02,311506,"Diagnose and repair faults in mechanical, electrical, and electronic components of machines and robotic systems.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-06,2026-08-29T10:41:52+00:00
M311506,3,EMASCO_311506_03,311506,"Perform routine and preventive maintenance, as well as emergency repairs, on machinery and robots.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-06,2026-08-29T10:41:52+00:00
M311506,4,EMASCO_311506_04,311506,"Calibrate sensors, instruments, actuators, and robotic tools to meet operational specifications.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-06,2026-08-29T10:41:52+00:00
M311506,5,EMASCO_311506_05,311506,"Read, interpret, and apply technical drawings, wiring diagrams, and schematics.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-06,2026-08-29T10:41:52+00:00
M311506,6,EMASCO_311506_06,311506,"Collaborate with engineers to support the design, upgrade, and integration of mechatronic and robotic systems.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-06,2026-08-29T10:41:52+00:00
M311506,7,EMASCO_311506_07,311506,"Program and configure robots and automated systems, including Programmable Logic Controller (PLC) and related control software, to optimise performance.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-06,2026-08-29T10:41:52+00:00
M311506,8,EMASCO_311506_08,311506,"Maintain accurate documentation of maintenance, repair, testing, and operational activities in logs and reports.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-06,2026-08-29T10:41:52+00:00
M311506,9,EMASCO_311506_09,311506,"Train operators on correct system use, troubleshooting, and compliance with safety regulations.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-06,2026-08-29T10:41:52+00:00
M311507,1,EMASCO_311507_01,311507,"Set up, calibrate, program, and operate Computer Numerical Control (CNC) machines according to technical drawings, Computer-Aided Design (CAD) specifications, and production requirements.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-07,2026-08-29T10:41:52+00:00
M311507,2,EMASCO_311507_02,311507,"Interpret engineering blueprints, CAD drawings, and technical specifications to guide machining operations.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-07,2026-08-29T10:41:52+00:00
M311507,3,EMASCO_311507_03,311507,"Load materials and tools, perform test runs, and verify machine accuracy and readiness for production.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-07,2026-08-29T10:41:52+00:00
M311507,4,EMASCO_311507_04,311507,"Perform routine maintenance, cleaning, and troubleshooting of CNC machines and equipment.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-07,2026-08-29T10:41:52+00:00
M311507,5,EMASCO_311507_05,311507,Measure and inspect finished products using precision instruments to ensure compliance with quality and tolerance standards.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-07,2026-08-29T10:41:52+00:00
M311507,6,EMASCO_311507_06,311507,Supervise and coordinate CNC operators and daily machining activities to ensure efficient workflow.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-07,2026-08-29T10:41:52+00:00
M311507,7,EMASCO_311507_07,311507,"Monitor machine performance and production output, and adjust operations to meet production targets.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-07,2026-08-29T10:41:52+00:00
M311507,8,EMASCO_311507_08,311507,"Train operators on proper machine operation, safety procedures, and workplace regulations.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-07,2026-08-29T10:41:52+00:00
M311507,9,EMASCO_311507_09,311507,"Plan and coordinate machine utilisation, maintenance, and repairs to minimise downtime.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-07,2026-08-29T10:41:52+00:00
M311507,10,EMASCO_311507_10,311507,"Maintain accurate records of production, maintenance, and machine performance, and coordinate with quality assurance and supply chain teams.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-07,2026-08-29T10:41:52+00:00
M311508,1,EMASCO_311508_01,311508,"Read and interpret engineering drawings, blueprints, and welding symbols to determine welding requirements.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-08,2026-08-29T10:41:52+00:00
M311508,2,EMASCO_311508_02,311508,"Prepare and set up welding equipment, materials, and workstations for each job.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-08,2026-08-29T10:41:52+00:00
M311508,3,EMASCO_311508_03,311508,"Perform welding operations using Metal Inert Gas (MIG), Tungsten Inert Gas (TIG), and Arc welding techniques according to specifications.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/3115-08,2026-08-29T10:41:52+00:00
