question_id,role_id,masco_code,role_title,locale,category,difficulty,question_text,anchor_type,anchor_text,global_anchor_standard,global_anchor_record_id,global_anchor_url,global_anchor_license_id,interview_method_sources,authoring_method,answer_framework,answer_guidance,strong_evidence_signals,watch_out_for,follow_up_question,quality_score_100,review_status,safety_note
M254201-GQ05,M254201,254201,Game Designer (Digital),en-MY,behavioural,intermediate,Give an example of working with other people while responsible for: Develops and creates game ideas and translates creative concepts into functional digital game prototypes. How did you handle different expectations?,task,Develops and creates game ideas and translates creative concepts into functional digital game prototypes,OSCA 2024 Version 1.0,273131|task:1,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How did you confirm alignment?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254201-GQ06,M254201,254201,Game Designer (Digital),en-MY,technical,intermediate,"Walk me through your approach to this area of work: compose digital game story. What steps, tools, or standards would you use?",skill,compose digital game story,ESCO 1.2.1,http://data.europa.eu/esco/skill/208b41bd-3b61-4439-b3ca-d39628dd7fe3,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you validate the result?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254201-GQ07,M254201,254201,Game Designer (Digital),en-MY,technical,advanced,"What controls and quality checks would you apply when handling: Devise missions, challenges, or puzzles to be encountered in game play.? Explain the main trade-offs.",task,"Devise missions, challenges, or puzzles to be encountered in game play.",O*NET 31.0,15-1255.01|task:16208,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which failure mode would concern you most?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254201-GQ08,M254201,254201,Game Designer (Digital),en-MY,technical,advanced,"How would you measure performance and improve the way this work is done: Writes code using programming languages to implement game mechanics, user interfaces and interactive elements?",task,"Writes code using programming languages to implement game mechanics, user interfaces and interactive elements",OSCA 2024 Version 1.0,273131|task:2,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.","What data would you trust, and what are its limitations?",88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254201-GQ09,M254201,254201,Game Designer (Digital),en-MY,situational,intermediate,"A priority changes while you are responsible for: computer graphics. How would you reassess, communicate, and deliver?",skill,computer graphics,ESCO 1.2.1,http://data.europa.eu/esco/skill/afda6ca0-7aa8-41ef-ba5e-8dc607839daf,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would cause you to escalate?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254201-GQ10,M254201,254201,Game Designer (Digital),en-MY,situational,advanced,"You notice a quality, safety, or compliance risk related to: Create core game features, including storylines, role-play mechanics, and character biographies for a new video game or game franchise.. What would you do first, and why?",task,"Create core game features, including storylines, role-play mechanics, and character biographies for a new video game or game franchise.",O*NET 31.0,15-1255.01|task:16217,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you document and close the issue?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254201-GQ11,M254201,254201,Game Designer (Digital),en-MY,career_growth,foundation,"Which capability would you most need to strengthen to excel as a Game Designer (Digital), and how would you develop it?",role_title,Game Designer (Digital),MASCO 2020,M254201,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,capability-gap-plan,"Identify one relevant capability, explain why it matters, and give a specific learning and application plan.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you demonstrate progress?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254201-GQ12,M254201,254201,Game Designer (Digital),en-MY,employer_question,foundation,What would you ask the interviewer to understand how success is measured for the Game Designer (Digital) role?,role_title,Game Designer (Digital),MASCO 2020,M254201,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,informed-question,"Ask a concise question about expectations, measures of success, support, or near-term priorities.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would the answer influence your priorities?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254202-GQ01,M254202,254202,QA Tester/Game Tester (Digital),en-MY,introduction,foundation,Give me a concise overview of your experience and explain how it prepares you for the QA Tester/Game Tester (Digital) role.,role_title,QA Tester/Game Tester (Digital),MASCO 2020,M254202,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,concise-summary,"State your current professional focus, two relevant strengths, one evidence point, and why those fit this role.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which achievement best demonstrates your readiness?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254202-GQ02,M254202,254202,QA Tester/Game Tester (Digital),en-MY,motivation,foundation,"Why are you interested in the QA Tester/Game Tester (Digital) role, and what value would you aim to deliver in the first six months?",role_title,QA Tester/Game Tester (Digital),MASCO 2020,M254202,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,motivation-fit-evidence,"Connect your motivation to the work, show that you understand the role, and support the fit with evidence.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you need to learn first?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254202-GQ03,M254202,254202,QA Tester/Game Tester (Digital),en-MY,behavioural,intermediate,"Tell me about a time your work involved this responsibility: address problems critically. What did you do, and what changed as a result?",skill,address problems critically,ESCO 1.2.1,http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What evidence shows that your action made a difference?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254202-GQ04,M254202,254202,QA Tester/Game Tester (Digital),en-MY,behavioural,advanced,Describe a difficult decision connected to: application usability. How did you evaluate the options and consequences?,skill,application usability,ESCO 1.2.1,http://data.europa.eu/esco/skill/c4b626c1-e71c-44ec-9f88-042766f37fcc,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you do differently now?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254202-GQ05,M254202,254202,QA Tester/Game Tester (Digital),en-MY,behavioural,intermediate,Give an example of working with other people while responsible for: digital game genres. How did you handle different expectations?,skill,digital game genres,ESCO 1.2.1,http://data.europa.eu/esco/skill/0e361e34-c563-4892-b9d3-873a6a4fef8a,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How did you confirm alignment?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254202-GQ06,M254202,254202,QA Tester/Game Tester (Digital),en-MY,technical,intermediate,"Walk me through your approach to this area of work: execute software tests. What steps, tools, or standards would you use?",skill,execute software tests,ESCO 1.2.1,http://data.europa.eu/esco/skill/913e7e83-b8f8-4574-b1ca-1b38f3fd974a,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you validate the result?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254202-GQ07,M254202,254202,QA Tester/Game Tester (Digital),en-MY,technical,advanced,What controls and quality checks would you apply when handling: levels of software testing? Explain the main trade-offs.,skill,levels of software testing,ESCO 1.2.1,http://data.europa.eu/esco/skill/85f46538-ae70-498a-bfbc-b8ddafe96c7d,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which failure mode would concern you most?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254202-GQ08,M254202,254202,QA Tester/Game Tester (Digital),en-MY,technical,advanced,How would you measure performance and improve the way this work is done: provide software testing documentation?,skill,provide software testing documentation,ESCO 1.2.1,http://data.europa.eu/esco/skill/78a74fd1-efc6-49dc-adb1-1b0fbe35c22c,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.","What data would you trust, and what are its limitations?",88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254202-GQ09,M254202,254202,QA Tester/Game Tester (Digital),en-MY,situational,intermediate,"A priority changes while you are responsible for: QA Tester/Game Tester (Digital). How would you reassess, communicate, and deliver?",role_title,QA Tester/Game Tester (Digital),MASCO 2020,M254202,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would cause you to escalate?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254202-GQ10,M254202,254202,QA Tester/Game Tester (Digital),en-MY,situational,advanced,"You notice a quality, safety, or compliance risk related to: QA Tester/Game Tester (Digital). What would you do first, and why?",role_title,QA Tester/Game Tester (Digital),MASCO 2020,M254202,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you document and close the issue?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254202-GQ11,M254202,254202,QA Tester/Game Tester (Digital),en-MY,career_growth,foundation,"Which capability would you most need to strengthen to excel as a QA Tester/Game Tester (Digital), and how would you develop it?",role_title,QA Tester/Game Tester (Digital),MASCO 2020,M254202,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,capability-gap-plan,"Identify one relevant capability, explain why it matters, and give a specific learning and application plan.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you demonstrate progress?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254202-GQ12,M254202,254202,QA Tester/Game Tester (Digital),en-MY,employer_question,foundation,What would you ask the interviewer to understand how success is measured for the QA Tester/Game Tester (Digital) role?,role_title,QA Tester/Game Tester (Digital),MASCO 2020,M254202,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,informed-question,"Ask a concise question about expectations, measures of success, support, or near-term priorities.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would the answer influence your priorities?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254203-GQ01,M254203,254203,Game Producer (Digital),en-MY,introduction,foundation,Give me a concise overview of your experience and explain how it prepares you for the Game Producer (Digital) role.,role_title,Game Producer (Digital),MASCO 2020,M254203,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,concise-summary,"State your current professional focus, two relevant strengths, one evidence point, and why those fit this role.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which achievement best demonstrates your readiness?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254203-GQ02,M254203,254203,Game Producer (Digital),en-MY,motivation,foundation,"Why are you interested in the Game Producer (Digital) role, and what value would you aim to deliver in the first six months?",role_title,Game Producer (Digital),MASCO 2020,M254203,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,motivation-fit-evidence,"Connect your motivation to the work, show that you understand the role, and support the fit with evidence.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you need to learn first?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254203-GQ03,M254203,254203,Game Producer (Digital),en-MY,behavioural,intermediate,"Tell me about a time your work involved this responsibility: align efforts towards business development. What did you do, and what changed as a result?",skill,align efforts towards business development,ESCO 1.2.1,http://data.europa.eu/esco/skill/ee7f90cc-922e-4da7-a7ae-83c2688fed10,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What evidence shows that your action made a difference?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254203-GQ04,M254203,254203,Game Producer (Digital),en-MY,behavioural,advanced,Describe a difficult decision connected to: Develops and creates game ideas and translates creative concepts into functional digital game prototypes. How did you evaluate the options and consequences?,task,Develops and creates game ideas and translates creative concepts into functional digital game prototypes,OSCA 2024 Version 1.0,273131|task:1,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you do differently now?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254203-GQ05,M254203,254203,Game Producer (Digital),en-MY,behavioural,intermediate,Give an example of working with other people while responsible for: ensure compliance with policies. How did you handle different expectations?,skill,ensure compliance with policies,ESCO 1.2.1,http://data.europa.eu/esco/skill/bda0d115-f315-453e-99dc-f8b0e5862db3,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How did you confirm alignment?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254203-GQ06,M254203,254203,Game Producer (Digital),en-MY,technical,intermediate,"Walk me through your approach to this area of work: Writes code using programming languages to implement game mechanics, user interfaces and interactive elements. What steps, tools, or standards would you use?",task,"Writes code using programming languages to implement game mechanics, user interfaces and interactive elements",OSCA 2024 Version 1.0,273131|task:2,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you validate the result?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254203-GQ07,M254203,254203,Game Producer (Digital),en-MY,technical,advanced,What controls and quality checks would you apply when handling: ensure gambling operational standards? Explain the main trade-offs.,skill,ensure gambling operational standards,ESCO 1.2.1,http://data.europa.eu/esco/skill/65227f84-5d33-44a4-ad4b-1e8571b415c0,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which failure mode would concern you most?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254203-GQ08,M254203,254203,Game Producer (Digital),en-MY,technical,advanced,"How would you measure performance and improve the way this work is done: Creates menus, buttons and interactive elements that enhance player navigation and engagement?",task,"Creates menus, buttons and interactive elements that enhance player navigation and engagement",OSCA 2024 Version 1.0,273131|task:3,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.","What data would you trust, and what are its limitations?",88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254203-GQ09,M254203,254203,Game Producer (Digital),en-MY,situational,intermediate,"A priority changes while you are responsible for: follow ethical code of conduct of gambling. How would you reassess, communicate, and deliver?",skill,follow ethical code of conduct of gambling,ESCO 1.2.1,http://data.europa.eu/esco/skill/45205440-fa65-44e0-a719-e89278dd723a,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would cause you to escalate?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254203-GQ10,M254203,254203,Game Producer (Digital),en-MY,situational,advanced,"You notice a quality, safety, or compliance risk related to: Ensures that the games are compatible with various operating systems, platforms and devices, including desktops, laptops, consoles, interactive headsets, tablets and smartphones. What would you do first, and why?",task,"Ensures that the games are compatible with various operating systems, platforms and devices, including desktops, laptops, consoles, interactive headsets, tablets and smartphones",OSCA 2024 Version 1.0,273131|task:4,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you document and close the issue?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254203-GQ11,M254203,254203,Game Producer (Digital),en-MY,career_growth,foundation,"Which capability would you most need to strengthen to excel as a Game Producer (Digital), and how would you develop it?",role_title,Game Producer (Digital),MASCO 2020,M254203,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,capability-gap-plan,"Identify one relevant capability, explain why it matters, and give a specific learning and application plan.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you demonstrate progress?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254203-GQ12,M254203,254203,Game Producer (Digital),en-MY,employer_question,foundation,What would you ask the interviewer to understand how success is measured for the Game Producer (Digital) role?,role_title,Game Producer (Digital),MASCO 2020,M254203,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,informed-question,"Ask a concise question about expectations, measures of success, support, or near-term priorities.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would the answer influence your priorities?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M254204-GQ01,M254204,254204,Concept Artist,en-MY,introduction,foundation,Give me a concise overview of your experience and explain how it prepares you for the Concept Artist role.,role_title,Concept Artist,MASCO 2020,M254204,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,concise-summary,"State your current professional focus, two relevant strengths, one evidence point, and why those fit this role.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which achievement best demonstrates your readiness?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
