match_id,role_id,masco_code,masco_title,global_source_standard,global_source_code,global_source_title,mapping_method,title_similarity_0_100,mapping_confidence,source_record_id,source_url,license_id,source_description,review_status
M226306-M02,M226306,226306,Food and Drinks Technologist,O*NET 31.0,19-1012.00,Food Scientists and Technologists,title_similarity,67,medium,19-1012.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Use chemistry, microbiology, engineering, and other sciences to study the principles underlying the processing and deterioration of foods; analyze food content to determine levels of vitamins, fat, sugar, and protein; discover new food sources; research ways to make processed foods safe, palatable, and healthful; and apply food science knowledge to determine best ways to process, package, preserve, store, and distribute food.",human_mapping_review_required
M226306-M03,M226306,226306,Food and Drinks Technologist,OSCA 2024 Version 1.0,244232,Food Technologist,title_similarity,80,medium,244232,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Analyses, develops and improves methods for the production, processing and preservation of existing and new food products, and sets standards for producing, packaging and marketing food",human_mapping_review_required
M226307-M01,M226307,226307,Landfill Engineer,ESCO 1.2.1,2143.1.4,waste treatment engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/ab4dd4f9-ee6c-41cc-8b72-42ad0b13d1e2,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Waste treatment engineers design processes, facilities and equipment used in the collection, treatment, and distribution of waste. They research environmental standards and policies in order to optimise waste treatment procedures and ensure minimal strain on the environment by analysing and classifying the processed waste.",crosswalk_reviewed_in_source_project
M226308-M01,M226308,226308,Competent Person (CP) - Major Hazard,ESCO 1.2.1,2149.10,health and safety engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/a1273779-d2d4-4708-a406-62f7cdd26aab,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Health and safety engineers design objects and programs by combining engineering principles and health and safety requirements. They envision the protection and well-being of the people using designed objects or performing work under designed health and safety programs. They assess facilities and the risks that they might pose (e.g. contaminant materials, ergonomics, handling of dangerous substances, etc.) in order to design and improve health and safety measures.",crosswalk_reviewed_in_source_project
M226310-M01,M226310,226310,Ergonomist,ESCO 1.2.1,2263.3.1,ergonomist,MASCO_crosswalk,100,not_established,http://data.europa.eu/esco/occupation/1d75ea5a-f902-4b47-8d63-5c6d2a5c0bb5,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Ergonomists analyse the design of equipment, furniture, and systems in order to improve it toward safer, healthier, and more efficient ones. They strive to improve the interaction of people with equipment and the environment.",crosswalk_reviewed_in_source_project
M226311-M01,M226311,226311,Authorised Gas Tester and Entry Supervisor,ESCO 1.2.1,3257.5,occupational health and safety inspector,MASCO_crosswalk,100,medium,http://data.europa.eu/esco/occupation/673f3266-ab1a-447d-9b28-fc5838dc07e3,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Occupational health and safety inspectors perform workplace audits to ensure compliance with government and environment legislation. They also investigate work accidents. Occupational health and safety inspectors interview employees to ensure the work environment is compliant with health and safety rules, inspect the physical work site and analyse legal paperwork.",crosswalk_reviewed_in_source_project
M226312-M01,M226312,226312,Environmental Health Officer Grade U9,ESCO 1.2.1,3257.1,environmental health inspector,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/a092cb70-f3e3-4224-98a3-b97c0114de77,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Environmental health inspectors carry out investigations to ensure that areas, organisations and companies comply with environmental and public health legislation. They evaluate environmental complaints, provide reports on their findings and work to prevent future hazards or noncompliance with current policies. Environmental health inspectors perform consultations to promote public health and safety.",crosswalk_reviewed_in_source_project
M226312-M02,M226312,226312,Environmental Health Officer Grade U9,OSCA 2024 Version 1.0,269331,Environmental Health Officer,title_similarity,82,high,269331,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Develops, enforces and evaluates environmental health policies, programs and strategies to improve health outcomes, and oversees the implementation and monitoring of environmental health legislation",human_mapping_review_required
M226401-M01,M226401,226401,Orthopaedic Physical Therapist,ESCO 1.2.1,2264.2,physiotherapist,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Physiotherapists are autonomous health professionals who are responsible for developing, maintaining or restoring motor function and movement throughout the lifespan using evidence-based practice. They relieve pain and treat or prevent physical conditions associated with injury, disease or other impairments. Physiotherapists empower patients and their carers to manage the condition outside clinical settings. They work within their scope of practice and their professional Code of Conduct.",crosswalk_reviewed_in_source_project
M226401-M02,M226401,226401,Orthopaedic Physical Therapist,O*NET 31.0,29-1123.00,Physical Therapists,title_similarity,80,medium,29-1123.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Assess, plan, organize, and participate in rehabilitative programs that improve mobility, relieve pain, increase strength, and improve or correct disabling conditions resulting from disease or injury.",human_mapping_review_required
M226402-M01,M226402,226402,Medical Rehabilitation Officer Grade U9,ESCO 1.2.1,2264.2,physiotherapist,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Physiotherapists are autonomous health professionals who are responsible for developing, maintaining or restoring motor function and movement throughout the lifespan using evidence-based practice. They relieve pain and treat or prevent physical conditions associated with injury, disease or other impairments. Physiotherapists empower patients and their carers to manage the condition outside clinical settings. They work within their scope of practice and their professional Code of Conduct.",crosswalk_reviewed_in_source_project
M226501-M01,M226501,226501,Dietitian,ESCO 1.2.1,2265.1,dietitian,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/8a53f8d3-d995-4c7b-a70d-d79f76bdcb3f,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Dietitians assess specific nutritional requirements of populations or individuals throughout their lives and translate this into advice which will maintain, reduce risk to, or restore people’s health. Using evidence-based approaches, dietitians work to empower individuals, families and groups to provide or select food which is nutritionally adequate, safe, tasty and sustainable. Beyond healthcare, dietitians improve the nutritional environment for all through governments, industry, academia and research.",crosswalk_reviewed_in_source_project
M226501-M02,M226501,226501,Dietitian,OSCA 2024 Version 1.0,263231,Dietitian,title_similarity,100,high,263231,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Applies the science of food and human nutrition to promote health, prevent and treat illness and disease, and to optimise the health of individuals, groups, communities and populations",human_mapping_review_required
M226502-M01,M226502,226502,Dietetics Officer Grade U9,ESCO 1.2.1,2265.1,dietitian,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/8a53f8d3-d995-4c7b-a70d-d79f76bdcb3f,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Dietitians assess specific nutritional requirements of populations or individuals throughout their lives and translate this into advice which will maintain, reduce risk to, or restore people’s health. Using evidence-based approaches, dietitians work to empower individuals, families and groups to provide or select food which is nutritionally adequate, safe, tasty and sustainable. Beyond healthcare, dietitians improve the nutritional environment for all through governments, industry, academia and research.",crosswalk_reviewed_in_source_project
M226503-M01,M226503,226503,Food Preparation Officer Grade C9,ESCO 1.2.1,1321.2.1.3,food production manager,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Food production managers oversee and monitor production and have overall responsibility for staffing and related issues. Hence, they have a detailed knowledge of the manufacturing products and their production processes. On the one hand, they control process parameters and their influence on the product and on the other hand, they ensure that staffing and recruitment levels are adequate.",crosswalk_reviewed_in_source_project
M226601-M01,M226601,226601,Audiologist,ESCO 1.2.1,2266.1,audiologist,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/c4d6d07a-ae90-40ce-bc5a-c952805a9bf3,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Audiologists assess, diagnose and treat patients ( children or adults) with audiological and vestibular disorders caused by infectious, genetic, traumatic or degenerative conditions, such as hearing loss, tinnitus, dizziness, imbalance, hyperacusis and auditory processing difficulties. They can prescribe a hearing aid and have a role in assessing and managing patients who may benefit from cochlear implants.",crosswalk_reviewed_in_source_project
M226601-M02,M226601,226601,Audiologist,O*NET 31.0,29-1181.00,Audiologists,title_similarity,100,high,29-1181.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.,human_mapping_review_required
M226601-M03,M226601,226601,Audiologist,OSCA 2024 Version 1.0,263931,Audiologist,title_similarity,100,high,263931,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,Provides diagnostic assessment and rehabilitative services for the non-medical management of hearing loss and balance function disorders,human_mapping_review_required
M226602-M01,M226602,226602,Speech Therapist,ESCO 1.2.1,2266.2,speech and language therapist,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/8021f3a2-e3de-43c0-b366-075da74dc5b7,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Speech and language therapists focus on the aetiology, assessment, diagnosis, treatment, and prevention of communication and swallowing disorders in people of all ages in order to help them maintain, promote, improve, initiate, or recover the ability to communicate both verbally and nonverbally. They address the development of language, speech, vocal and hearing functions, and disorders and disabilities in the cranial, facial, and oral area.",crosswalk_reviewed_in_source_project
M226603-M01,M226603,226603,Orthoepist,ESCO 1.2.1,2266.2,speech and language therapist,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/8021f3a2-e3de-43c0-b366-075da74dc5b7,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Speech and language therapists focus on the aetiology, assessment, diagnosis, treatment, and prevention of communication and swallowing disorders in people of all ages in order to help them maintain, promote, improve, initiate, or recover the ability to communicate both verbally and nonverbally. They address the development of language, speech, vocal and hearing functions, and disorders and disabilities in the cranial, facial, and oral area.",crosswalk_reviewed_in_source_project
M226701-M01,M226701,226701,Optometrist,ESCO 1.2.1,2267.1,optometrist,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/bffbe18a-cb8b-4f90-bd87-7505cd3b16f5,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Optometrists examine and test eyes to identify abnormalities, visual problems, or disease. They prescribe and fit lenses such as spectacles and contacts, and offer advice on visual problems. They may also refer patients to a medical practitioner. Their scope of practice and title varies according to national regulations.",crosswalk_reviewed_in_source_project
M226701-M03,M226701,226701,Optometrist,NOC 2021 Version 1.0,31111,Optometrists,title_similarity,100,high,31111,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,"This group performs some or all of the following duties:; Examine patients' eyes, conduct tests and use ophthalmoscopes, biomicroscopes and other specialized instruments to determine ocular health and visual efficiency; Prescribe and provide treatment (excluding surgery) to maintain, improve and correct vision and manage other ocular diseases and disorders",human_mapping_review_required
M226701-M02,M226701,226701,Optometrist,O*NET 31.0,29-1041.00,Optometrists,title_similarity,100,high,29-1041.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Diagnose, manage, and treat conditions and diseases of the human eye and visual system. Examine eyes and visual system, diagnose problems or impairments, prescribe corrective lenses, and provide treatment. May prescribe therapeutic drugs to treat specific eye conditions.",human_mapping_review_required
M226701-M04,M226701,226701,Optometrist,OSCA 2024 Version 1.0,263331,Optometrist,title_similarity,100,high,263331,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Performs eye examinations and vision tests to determine the presence of visual, ocular and other abnormalities, ocular diseases and systemic diseases with ocular manifestations, and prescribes lenses, other optical aids, therapy and medication to correct and manage vision problems and eye diseases",human_mapping_review_required
M226702-M01,M226702,226702,Optometry Officer Grade U9,ESCO 1.2.1,2267.1,optometrist,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/bffbe18a-cb8b-4f90-bd87-7505cd3b16f5,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Optometrists examine and test eyes to identify abnormalities, visual problems, or disease. They prescribe and fit lenses such as spectacles and contacts, and offer advice on visual problems. They may also refer patients to a medical practitioner. Their scope of practice and title varies according to national regulations.",crosswalk_reviewed_in_source_project
M226902-M01,M226902,226902,Radiographer Grade U9,ESCO 1.2.1,2269.8,radiographer,MASCO_crosswalk,100,medium,http://data.europa.eu/esco/occupation/7639a601-6db0-41ed-9fb0-813d9b8beb05,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Radiographers use a range of technologies to examine, treat and care for patients. They work in the fields of Medical Imaging, Radiotherapy and Nuclear Medicine and apply ionising radiation, ultrasound, magnetic resonance imaging and radioactive sources.",crosswalk_reviewed_in_source_project
M226903-M01,M226903,226903,Instructor Grade U9,ESCO 1.2.1,2320.1.4,auxiliary nursing and midwifery vocational teacher,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/8289625a-c1c1-4a49-8ddd-37be4c3cd3fc,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Auxiliary nursing and midwifery vocational teachers instruct students in their specialised field of study, auxiliary nursing and midwifery, which is predominantly practical in nature. They provide theoretical instruction in service of the practical skills and techniques the students must subsequently master. Auxiliary nursing and midwifery vocational teachers monitor the students' progress, assist individually when necessary, and evaluate their knowledge and performance on the subject of auxiliary nursing and midwifery through assignments, tests and examinations.",crosswalk_reviewed_in_source_project
M231104-M01,M231104,231104,Dental Lecturer Grade DUG13P,ESCO 1.2.1,2310.1.12,dentistry lecturer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/3d7a1284-824c-47d9-8387-b8e1cd5888b5,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Dentistry lecturers are subject professors, teachers, or lecturers, and often doctors who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, dentistry, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for grading papers and exams, for leading laboratory practices, and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of dentistry, publish their findings and liaise with other university colleagues.",crosswalk_reviewed_in_source_project
M231107-M01,M231107,231107,Pharmacy Lecturer Grade DUF11,ESCO 1.2.1,2310.1.31,pharmacy lecturer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/55a785db-0636-41b8-950f-0b65abe5e81b,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Pharmacy lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, pharmacy, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for leading laboratory practices, grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their field of pharmacy, publish their findings and liaise with other university colleagues.",crosswalk_reviewed_in_source_project
M232101-M01,M232101,232101,Vocational Teacher,ESCO 1.2.1,2320.1,vocational teacher,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Vocational teachers instruct students in their specialised field of study, which is predominantly practical in nature. They provide theoretical instruction in service of the practical skills and techniques that the students must subsequently master in the specialised vocation of their choice and aid in the development of the according attitudes and values. Vocational teachers monitor the students progress, assist individually when necessary, and evaluate their knowledge and performance on the subject through assignments, tests and examinations.",crosswalk_reviewed_in_source_project
M232101-M02,M232101,232101,Vocational Teacher,OSCA 2024 Version 1.0,252231,Vocational Education Teacher,title_similarity,80,medium,252231,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Teaches one or more vocational subjects within a prescribed course of study at a TAFE institute, RTO or other training institute to students for vocational education and training purposes",human_mapping_review_required
M238101-M01,M238101,238101,Skills Training Trainer,ESCO 1.2.1,2320.1,vocational teacher,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Vocational teachers instruct students in their specialised field of study, which is predominantly practical in nature. They provide theoretical instruction in service of the practical skills and techniques that the students must subsequently master in the specialised vocation of their choice and aid in the development of the according attitudes and values. Vocational teachers monitor the students progress, assist individually when necessary, and evaluate their knowledge and performance on the subject through assignments, tests and examinations.",crosswalk_reviewed_in_source_project
M238102-M01,M238102,238102,Vocational Training Officer Grade DV9,ESCO 1.2.1,2320.1,vocational teacher,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Vocational teachers instruct students in their specialised field of study, which is predominantly practical in nature. They provide theoretical instruction in service of the practical skills and techniques that the students must subsequently master in the specialised vocation of their choice and aid in the development of the according attitudes and values. Vocational teachers monitor the students progress, assist individually when necessary, and evaluate their knowledge and performance on the subject through assignments, tests and examinations.",crosswalk_reviewed_in_source_project
M238103-M01,M238103,238103,Vocational Training Officer Grade DV10,ESCO 1.2.1,2320.1,vocational teacher,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Vocational teachers instruct students in their specialised field of study, which is predominantly practical in nature. They provide theoretical instruction in service of the practical skills and techniques that the students must subsequently master in the specialised vocation of their choice and aid in the development of the according attitudes and values. Vocational teachers monitor the students progress, assist individually when necessary, and evaluate their knowledge and performance on the subject through assignments, tests and examinations.",crosswalk_reviewed_in_source_project
M238104-M01,M238104,238104,Vocational Training Officer Grade DV12,ESCO 1.2.1,2320.1,vocational teacher,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Vocational teachers instruct students in their specialised field of study, which is predominantly practical in nature. They provide theoretical instruction in service of the practical skills and techniques that the students must subsequently master in the specialised vocation of their choice and aid in the development of the according attitudes and values. Vocational teachers monitor the students progress, assist individually when necessary, and evaluate their knowledge and performance on the subject through assignments, tests and examinations.",crosswalk_reviewed_in_source_project
M238105-M01,M238105,238105,Vocational Training Officer Grade DV13,ESCO 1.2.1,2320.1,vocational teacher,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Vocational teachers instruct students in their specialised field of study, which is predominantly practical in nature. They provide theoretical instruction in service of the practical skills and techniques that the students must subsequently master in the specialised vocation of their choice and aid in the development of the according attitudes and values. Vocational teachers monitor the students progress, assist individually when necessary, and evaluate their knowledge and performance on the subject through assignments, tests and examinations.",crosswalk_reviewed_in_source_project
M238106-M01,M238106,238106,Vocational Training Officer Grade DV14,ESCO 1.2.1,2320.1,vocational teacher,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Vocational teachers instruct students in their specialised field of study, which is predominantly practical in nature. They provide theoretical instruction in service of the practical skills and techniques that the students must subsequently master in the specialised vocation of their choice and aid in the development of the according attitudes and values. Vocational teachers monitor the students progress, assist individually when necessary, and evaluate their knowledge and performance on the subject through assignments, tests and examinations.",crosswalk_reviewed_in_source_project
M238107-M01,M238107,238107,"Assistant Vocational Training Officer Grade DV5, DV6, DV7, DV8",ESCO 1.2.1,2320.1,vocational teacher,MASCO_crosswalk,100,medium,http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Vocational teachers instruct students in their specialised field of study, which is predominantly practical in nature. They provide theoretical instruction in service of the practical skills and techniques that the students must subsequently master in the specialised vocation of their choice and aid in the development of the according attitudes and values. Vocational teachers monitor the students progress, assist individually when necessary, and evaluate their knowledge and performance on the subject through assignments, tests and examinations.",crosswalk_reviewed_in_source_project
M239301-M01,M239301,239301,Software Trainer,ESCO 1.2.1,2356.1,ICT trainer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/9e657046-67ce-4e16-ab2e-ddb918638910,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"ICT trainers conduct training-needs analysis and design programs to train students in the use of software packages and information systems accordingly. They produce and update existing training materials (content and method), deliver effective training in classroom, online or informally, monitor, evaluate and report effectiveness of training. They maintain and update expertise on specialised ICT subjects and evaluate and report on students' performance.",crosswalk_reviewed_in_source_project
M242102-M01,M242102,242102,Operation Research Analyst,ESCO 1.2.1,2120.5,mathematician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/72628f3a-fd49-499a-9741-870b0a1fcef2,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Mathematicians study and deepen existing mathematical theories in order to expand the knowledge and find new paradigms within the field. They can apply this knowledge to challenges presented in engineering and scientific projects in order to assure that measurements, quantities, and mathematic laws prove their viability.",crosswalk_reviewed_in_source_project
M242102-M02,M242102,242102,Operation Research Analyst,O*NET 31.0,15-2031.00,Operations Research Analysts,title_similarity,100,high,15-2031.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Formulate and apply mathematical modeling and other optimizing methods to develop and interpret information that assists management with decisionmaking, policy formulation, or other managerial functions. May collect and analyze data and develop decision support software, services, or products. May develop and supply optimal time, cost, or logistics networks for program evaluation, review, or implementation.",human_mapping_review_required
M242102-M03,M242102,242102,Operation Research Analyst,OSCA 2024 Version 1.0,221533,Market Research Analyst,title_similarity,67,medium,221533,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,Assists organisations to understand current and predict future consumer behaviours through the collection and analysis of data. This data is likely to be obtained through consumer surveys and interviews conducted online or in-store,human_mapping_review_required
M242401-M01,M242401,242401,Staff Training Officer,ESCO 1.2.1,2424.2,corporate trainer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/0ba06640-e0ac-4911-9e43-289a8e41651e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Corporate trainers train, coach, and guide employees of a company to teach and improve their skills, competences and knowledge in accordance with the needs of the company. They develop the existing potential of the employees to increase their efficiency, motivation, job satisfaction, and employability.",crosswalk_reviewed_in_source_project
M242601-M01,M242601,242601,Agro-Based Biotech Food Researcher,ESCO 1.2.1,2131.5,food biotechnologist,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/68ffc53b-6067-4fe7-bd85-c96f4a6c1e45,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,Food biotechnologists study the life cycle of food from its preservation up to the spoilage and the food-borne pathogens. They research and understand food-borne diseases in order to prevent them. They ensure that food products abide by government regulations regarding food health and safety.,crosswalk_reviewed_in_source_project
M242602-M01,M242602,242602,Aquaculture Biotech Researcher,ESCO 1.2.1,2131.4.1,aquaculture biologist,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/68f4fdd9-182c-4c0d-a73d-f767b8a8355e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Aquaculture biologists apply knowledge gained from research about aquatic animals and plant life and their interactions with each other and the environment, in order to improve aquaculture production, prevent animal health and environmental problems and to provide solutions if necessary.",crosswalk_reviewed_in_source_project
M242603-M01,M242603,242603,Research and Development Executive,ESCO 1.2.1,1223.2,research and development manager,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Research and development managers coordinate the efforts of scientists, academical researchers, product developers, and market researchers towards the creation of new products, the improvement of current ones or other research activities, including scientific research. They manage and plan research and development activities of an organisation, specify goals and budget requirements and manage the staff.",crosswalk_reviewed_in_source_project
M242603-M02,M242603,242603,Research and Development Executive,OSCA 2024 Version 1.0,111531,Research and Development Manager,title_similarity,67,medium,111531,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Plans, organises, directs, controls and coordinates research and development activities within an organisation",human_mapping_review_required
M242604-M01,M242604,242604,Research Officer,ESCO 1.2.1,1223.2.2,research manager,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Research managers oversee the research and development functions of a research facility or program or university. They support the executive staff, coordinate work activities, and monitor staff and research projects. They may work in a wide array of sectors, such as the chemical, technical and life sciences sector. Research managers can also advise on research and execute research themselves.",crosswalk_reviewed_in_source_project
M242606-M01,M242606,242606,Research Officer Grade Q9,ESCO 1.2.1,1223.2.2,research manager,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Research managers oversee the research and development functions of a research facility or program or university. They support the executive staff, coordinate work activities, and monitor staff and research projects. They may work in a wide array of sectors, such as the chemical, technical and life sciences sector. Research managers can also advise on research and execute research themselves.",crosswalk_reviewed_in_source_project
M242607-M01,M242607,242607,Scientific Officer Grade C9,ESCO 1.2.1,1349.17,medical laboratory manager,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/f4de7e28-ca67-46cd-b760-30e02b3aa83b,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Medical laboratory managers oversee the daily operations of a medical laboratory. They manage employees and communicate the schedule of activities. They monitor and ensure all laboratory operations are performed according to specifications, arrange the necessary laboratory equipment and assure that the appropriate health and safety standards are followed.",crosswalk_reviewed_in_source_project
M243103-M01,M243103,243103,Technical Sales Engineer,ESCO 1.2.1,2433.4,sales engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/8529edc5-96ad-4cde-b34a-f86ad3753e4d,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Sales engineers provide technical customisation of products based on customers requests and needs (mainly heavy duty), such as building equipment. They take care of business to business contact and assume responsibility for complex repairs and maintenance process.",crosswalk_reviewed_in_source_project
M243103-M02,M243103,243103,Technical Sales Engineer,O*NET 31.0,41-9031.00,Sales Engineers,title_similarity,80,medium,41-9031.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Sell business goods or services, the selling of which requires a technical background equivalent to a baccalaureate degree in engineering.",human_mapping_review_required
M243104-M01,M243104,243104,Product Specialist,ESCO 1.2.1,2433.6,technical sales representative,MASCO_crosswalk,100,medium,http://data.europa.eu/esco/occupation/c956be07-53a3-4b01-b8f8-f0c5a428eaa8,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,Technical sales representatives act for a business to sell its merchandise while providing technical insight for customers.,crosswalk_reviewed_in_source_project
