"source_current_role_id","source_current_masco_code","source_current_role_title","status","masco2020_role_ids","d13_esco_code","d13_esco_title","d11_esco_code","d11_esco_comparison_codes","d11_esco_comparison_titles","previous_d13_esco_code","source_mapping_relation","source_mapping_confidence"
"M315104","315104","Airframe and Power Plant Technician","retained","M315108","7232.5","aircraft maintenance technician","","","","","partial_proxy","low"
"M315105","315105","Rocket Engine Component Technician","retained","M315114","3115.1.1","aerospace engineering technician","","","","","partial_proxy","low"
"M315107","315107","Aircraft Examiner Grade A5, A6","retained","M315115","3154.2","aviation inspector","","","","","partial_proxy","low"
"M315108","315108","Assistant Air Traffic Control Officer Grade A5","retained","M315116","3154.1","air traffic controller","","","","","broader_proxy","medium"
"M315201","315201","Berthing Master","retained","M315202","4323.11","port coordinator","","","","","partial_proxy","low"
"M315202","315202","Ship Technician","retained","M315206","3115.1.7","marine engineering technician","","","","","partial_proxy","low"
"M315203","315203","Marine Assistant Grade A1","retained","M315201","3343.1","administrative assistant","","","","","partial_proxy","low"
"M315204","315204","Assistant Marine Officer Grade A5","retained","M315208","3115.1.9","marine surveyor","","","","","partial_proxy","low"
"M315301","315301","Train Technician","retained","M315301","3115.1.18","rolling stock engineering technician","","","","","broader_proxy","medium"
"M315302","315302","Track Network Technician","retained","M315306","3112.1.10","rail maintenance technician","","","","","broader_proxy","medium"
"M315303","315303","Signalling and Communication Technician","retained","M315307","7421.6","railway electronic technician","","","","","broader_proxy","medium"
"M315401","315401","Motor Vehicle Technician","retained","M315406","7231.10","vehicle technician","","","","","partial_proxy","low"
"M315901","315901","Transport/Logistics Supervisor","retained","M315902","1324.3","logistics and distribution manager","","","","","broader_proxy","medium"
"M315902","315902","Green Technology Infrastructure Assistant Facilitator","retained","M315904","2133.15","environmental technician","","","","","partial_proxy","low"
"M316101","316101","Nuclear Technician","retained","M316101","3111.10","nuclear technician","","","","","close_match","high"
"M321101","321101","Radiographer","retained","M321102","2269.8","radiographer","","","","","close_match","high"
"M321102","321102","Radiographer Grade U5","retained","M321101","2269.8","radiographer","","","","","close_match","high"
"M321201","321201","Ecology Technician","retained","M321204","2133.15","environmental technician","","","","","broader_proxy","medium"
"M321202","321202","Histology Technician","retained","M321207","2269.12","anatomical pathology technician","","","","","broader_proxy","medium"
"M321203","321203","Cytology Technician","retained","M321208","2269.13.1","cytotechnologist","","","","","close_match","medium"
"M321204","321204","Physiology Technician","retained","M321209","2269.13","biomedical scientist","","","","","partial_proxy","low"
"M321205","321205","Parasitological Assistant","retained","M321212","3212.2","medical laboratory assistant","","","","","partial_proxy","low"
"M321206","321206","Medical Laboratory Technician","retained","M321213","2269.13","biomedical scientist","","","","","partial_proxy","low"
"M321207","321207","Surgical Technician","retained","M321214","3259.1","anaesthetic technician","","","","","partial_proxy","low"
"M321301","321301","Pharmaceutical Assistant","retained","M321301","3213.1","pharmacy assistant","","","","","partial_proxy","low"
"M321302","321302","Pharmacy Aide","retained","M321304","3213.1","pharmacy assistant","","","","","partial_proxy","low"
"M321303","321303","Assistant Pharmacy Officer Grade U5","retained","M321305","3213.1","pharmacy assistant","","","","","partial_proxy","low"
"M321401","321401","Dental Technician","retained","M321401","2261.4","dental technician","","","","","close_match","high"
"M321402","321402","Orthotist","retained","M321404","3214.3","prosthetist-orthotist","","","","3214.3","close_match","medium"
"M321501","321501","Prosthetic Technician","retained","M321502","2269.15","prosthetic-orthotics technician","","","","","close_match","medium"
"M321502","321502","Medical Technician Grade U1","retained","M321503","3114.1.5","medical device engineering technician","","","","","partial_proxy","low"
"M322101","322101","Practical Nurse","retained","M322104","2221.2","nurse responsible for general care","","","","","broader_proxy","medium"
"M322102","322102","Nurse Grade U5","retained","M322101","2221.2","nurse responsible for general care","","","","","broader_proxy","medium"
"M323101","323101","Traditional and Complementary Medicine Associate Professional","excluded_from_active_dataset","","2230.2","complementary therapist","","","","","partial_proxy","low"
"M324101","324101","Veterinary Biotech Research Technician","retained","M324103","3141.1","biotechnical technician","","","","","broader_proxy","medium"
"M324102","324102","Veterinary Artificial Inseminator","retained","M324107","3240.2.1","animal artificial insemination technician","","","","","partial_proxy","low"
"M324103","324103","Veterinary Biotech Production Technician","retained","M324108","3141.1","biotechnical technician","","","","","broader_proxy","medium"
"M324104","324104","Veterinary Nurse","retained","M324109","3240.2.4","veterinary nurse","","","","","close_match","high"
"M324105","324105","Animal Therapist","excluded_from_active_dataset","","2250.4","animal therapist","","","","","close_match","high"
"M324107","324107","Assistant Veterinary Officer Grade G5","retained","M324110","3240.2","veterinary technician","","","","","broader_proxy","medium"
"M325101","325101","Dental Aide/Assistant","retained","M325105","3251.1","dental chairside assistant","","","","","partial_proxy","low"
"M325102","325102","Dental Hygienist","retained","M325106","2261.3","dental hygienist","","","","","close_match","high"
"M325103","325103","Dental Surgery Assistant Grade U1","retained","M325101","3251.1","dental chairside assistant","","","","","partial_proxy","low"
"M325104","325104","Dental Therapist Grade U5","retained","M325107","2261.3","dental hygienist","","","","","partial_proxy","low"
"M325301","325301","Community Health Promoter","retained","M325302","3253.1","community health worker","","","","","partial_proxy","low"
"M325302","325302","Village Health Worker","retained","M325304","3253.1","community health worker","","","","","partial_proxy","low"
"M325303","325303","Community Nurse Grade U1","retained","M325305","3253.1","community health worker","","","","","partial_proxy","low"
"M325401","325401","Optician","retained","M226703","3254.1","optician","","","","3254.1","close_match","high"
"M325501","325501","Massage Therapist","retained","M325505","3255.1","massage therapist","","","","3255.1","close_match","high"
"M325502","325502","Physiotherapy Technician","retained","M325506","3255.2","physiotherapy assistant","","","","","close_match","medium"
"M325503","325503","Stress Therapist","retained","M282407","2634.2.4","psychotherapist","","","","","broader_proxy","medium"
"M325601","325601","Medical Laboratory Assistant","retained","M325601","3212.2","medical laboratory assistant","","","","","close_match","high"
"M325602","325602","Hospital Assistant","retained","M325602","5321.1","healthcare assistant","","","","","partial_proxy","low"
"M325603","325603","Diagnostic Imaging Equipment Technician","retained","M325606","3114.1.5","medical device engineering technician","","","","","partial_proxy","low"
"M325604","325604","Sonographer","retained","M325611","2269.8.1","diagnostic radiographer","","","","","broader_proxy","medium"
"M325605","325605","Clinical Instructor","retained","M325613","2310.1.28","nursing lecturer","","","","","partial_proxy","low"
"M325606","325606","Ophthalmic Assistant","retained","M325614","3256.1","doctors' surgery assistant","","","","3256.1","close_match","medium"
"M325607","325607","Assistant Medical Officer Grade U5","retained","M325615","3258.2","paramedic in emergency responses","","","","","partial_proxy","low"
"M325701","325701","Public Health Unit Inspector","retained","M325703","3257.1","environmental health inspector","","","","","partial_proxy","low"
"M325702","325702","Occupational Safety and Health Inspector","retained","M325705","3257.5","occupational health and safety inspector","","","","","partial_proxy","low"
"M325703","325703","Product Quality Inspector","retained","M325712","7543.10","product quality inspector","","","","","close_match","high"
"M325704","325704","Water Inspector","retained","M325735","2133.13","water quality analyst","","","","","partial_proxy","low"
"M325705","325705","Mine Safety Inspector","retained","M325736","3117.4","mine safety officer","","","","","close_match","medium"
"M325706","325706","Mine Examiner","retained","M325737","3117.4","mine safety officer","","","","","partial_proxy","low"
"M325707","325707","Assistant Food Technology Officer Grade C5","retained","M325747","3119.5","food technician","","","","","close_match","medium"
"M325708","325708","Assistant Environmental Health Officer Grade U5","retained","M325748","3257.1","environmental health inspector","","","","","partial_proxy","low"
"M325709","325709","Assistant Environmental Control Officer Grade C5","retained","M325749","2133.15","environmental technician","","","","","partial_proxy","low"
"M325801","325801","Ambulance Officer","retained","M325802","3258.2","paramedic in emergency responses","","","","","broader_proxy","medium"
"M325802","325802","Emergency Paramedic","retained","M325805","3258.2","paramedic in emergency responses","","","","","partial_proxy","low"
"M331401","331401","Assistant Statistics Officer Grade E5","retained","M331401","3314.2","statistical assistant","","","","","partial_proxy","low"
"M351101","351101","Computer Technician","retained","M351105","7422.2","computer hardware repair technician","","","","","close_match","medium"
"M351102","351102","Electronic Data Processing Technician","retained","M351109","3511.1","data centre operator","","","","","broader_proxy","medium"
"M351103","351103","Information Technology Assistant","retained","M351115","3512.4","ICT technician","","","","","broader_proxy","medium"
"M351104","351104","Computer Console Operator","retained","M351116","3511.1","data centre operator","","","","","broader_proxy","medium"
"M351105","351105","Engineering Assistant (Telecommunications)","retained","M351123","3522.1","telecommunications engineering technician","","","","","broader_proxy","medium"
"M351106","351106","Management Information Systems Supervisor","retained","M351124","2522.1","ICT system administrator","","","","","broader_proxy","medium"
"M351107","351107","Computer Technician Grade FT1","retained","M351101","7422.2","computer hardware repair technician","","","","","close_match","medium"
"M351108","351108","Assistant Information Technology Officer Grade FA5","retained","M351125","3512.4","ICT technician","","","","","broader_proxy","medium"
"M351201","351201","Computer Help Desk Technician","retained","M351201","3512.1","ICT help desk agent","","","","","close_match","medium"
"M351202","351202","Information Technology Technician","retained","M351203","3512.4","ICT technician","","","","","partial_proxy","low"
"M351203","351203","Computer Assistant","retained","M351206","3512.4","ICT technician","","","","","broader_proxy","medium"
"M351204","351204","Communications Assistant (ICT)","retained","M351207","3513.2","ICT network technician","","","","","broader_proxy","medium"
"M351205","351205","Database Assistant","retained","M351208","2521.1","database administrator","","","","","partial_proxy","low"
"M351206","351206","Computer Programming Assistant","retained","M351209","2514.2","ICT application developer","","","","","partial_proxy","low"
"M351207","351207","Call Centre Trainer","retained","M351212","2424.2","corporate trainer","","","","","broader_proxy","medium"
"M351208","351208","Data Centre Supervisor","retained","M351213","3511.1","data centre operator","","","","","broader_proxy","medium"
"M351209","351209","Technical Support Technician","retained","M351215","3512.4","ICT technician","","","","","partial_proxy","low"
"M351301","351301","Computer Network Technician","retained","M351301","3513.2","ICT network technician","","","","","partial_proxy","low"
"M351302","351302","Network Security Technician (ICT)","retained","M351303","3512.3","ICT security technician","","","","","partial_proxy","low"
"M351401","351401","Web Technician","retained","M351402","3514.1","webmaster","","","","3514.1","close_match","medium"
"M351402","351402","Creative Assistance","excluded_from_active_dataset","","2166.9","graphic designer","","","","","partial_proxy","low"
"M352101","352101","Cinematographer","retained","M352102","2654.1.3","director of photography","","","","","close_match","medium"
"M352102","352102","Motion Picture Assistant","retained","M352105","3435.2","assistant video and motion picture director","","","","","partial_proxy","low"
"M352103","352103","Sound Mixer","retained","M352108","3521.1.10","sound operator","","","","","close_match","medium"
"M352104","352104","Ships Radio Officer","retained","M352111","3152.1","deck officer","","","","","partial_proxy","low"
"M352105","352105","Broadcast Technician","retained","M352112","3521.2","broadcast technician","","","","3521.2","close_match","high"
"M352106","352106","Land-Base Radio Equipment Technician","retained","M352116","7422.4","radio technician","","","","","partial_proxy","low"
"M352107","352107","Flight Radio Equipment Technician","retained","M352117","7421.2","avionics technician","","","","","partial_proxy","low"
"M352108","352108","Videographer","retained","M352123","3521.1.2","camera operator","","","","3521.1.2","close_match","medium"
"M352109","352109","Assistant Telecommunications Engineer","retained","M352124","3522.1","telecommunications engineering technician","","","","","broader_proxy","medium"
"M352111","352111","Audio-Visual Technician Grade N1, N2, N3, N4","retained","M352101","3521.1","audio-visual technician","","","","","close_match","high"
"M352201","352201","Telecommunications Technician","retained","M352204","7422.7","telecommunications technician","","","","","close_match","high"
"M363201","363201","Interior Designer","retained","M363202","3432.1","interior designer","","","","","close_match","high"
"M363206","363206","Carve Technician","retained","M363221","7317.6","woodcarver","","","","","partial_proxy","low"
"M363209","363209","Designer Grade B1","retained","M363201","2166.9","graphic designer","","","","","broader_proxy","medium"
"M363301","363301","Gallery/Museum Technician","retained","M363304;M363306","2621.3","conservator","","","","","partial_proxy","low"
"M363302","363302","Library Technician","retained","M363305","4411.1","library assistant","","","","","close_match","medium"
"M363401","363401","Stage/Broadcast Production Technician","retained","M363414","3435.25.5","stage technician","","","","","partial_proxy","low"
"M411106","411106","Economic Affairs Assistant Grade E1","retained","M411126","3343.1","administrative assistant","","","","","partial_proxy","low"
"M413202","413202","Data Entry Clerk","retained","M413209","4132.1","data entry clerk","","","","4132.1","close_match","high"
"M422601","422601","Enumerator/Survey Interviewer","retained","M422602","4227.2","survey enumerator","","","","","partial_proxy","low"
"M431101","431101","Auction Clerk","retained","M431112","3339.2","auctioneer","","","","","partial_proxy","low"
"M431102","431102","Audit Clerk","retained","M431114","4312.1","auditing clerk","","","","","close_match","medium"
"M431103","431103","Credit Control Clerk","retained","M431115","4214.1","debt collector","","","","","partial_proxy","low"
"M431104","431104","Billing Clerk","retained","M431118","4311.1","billing clerk","","","","4311.1","close_match","high"
"M431105","431105","Property Clerk","retained","M431119","4312.6","property assistant","","","","","close_match","medium"
"M431106","431106","Cost Clerk","retained","M431120","3313.1","accounting assistant","","","","","broader_proxy","medium"
"M431107","431107","Office Cash Clerk","retained","M431123","5230.1","cashier","","","","","close_match","medium"
"M431108","431108","Energy Audit Assistant Technician","retained","M431132","3112.5","energy analyst","","","","","broader_proxy","medium"
"M431109","431109","Compliance Assistant","excluded_from_active_dataset","","4312.1","auditing clerk","","","","","partial_proxy","low"
"M431110","431110","Audit Assistant Grade W1","retained","M431126","4312.1","auditing clerk","4311.2","4311.2","sales support assistant","4311.2","close_match","medium"
"M431201","431201","Statistical Clerk","retained","M431203","3314.2","statistical assistant","","","","","close_match","medium"
"M431204","431204","Finance Clerk","retained","M431215","3313.1","accounting assistant","","","","","broader_proxy","medium"
"M431205","431205","Brokerage Clerk","retained","M431217","4312.2.1","financial markets back office administrator","","","","4312.2.1","close_match","medium"
"M431206","431206","Insurance Clerk","retained","M431218","4312.4","insurance clerk","","","","4312.4","close_match","high"
"M431207","431207","Tax Clerk","retained","M431219","4312.7","tax clerk","","","","4312.7","close_match","high"
"M431208","431208","Investment Clerk","retained","M431220","4312.5","investment clerk","","","","4312.5","close_match","high"
"M431209","431209","Adjustment Clerk","retained","M431221","3313.1","accounting assistant","","","","","broader_proxy","medium"
"M431210","431210","Stockbroker Clerk","retained","M431222","4312.2.1","financial markets back office administrator","","","","","broader_proxy","medium"
"M431211","431211","Rating Clerk","retained","M431224","4311.1","billing clerk","","","","","partial_proxy","low"
"M431212","431212","Assistant Broker","retained","M431225","4312.2.1","financial markets back office administrator","","","","","broader_proxy","medium"
"M431213","431213","Collateral Clerk","retained","M431227","3312.5","loan officer","","","","","partial_proxy","low"
"M431214","431214","Mortgage Clerk","retained","M431228","3312.6","mortgage loan underwriter","","","","","partial_proxy","low"
"M431215","431215","Actuarial Assistant","retained","M431233","3314.1","actuarial assistant","","","","","close_match","high"
"M431216","431216","E-Commerce Assistant","retained","M522313","5223.4","sales assistant","","","","","partial_proxy","low"
"M431217","431217","Leasing Assistant","excluded_from_active_dataset","","4312.6","property assistant","","","","","broader_proxy","medium"
"M431218","431218","Administrative Assistant (Finance) Grade W1","retained","M431201","3313.1","accounting assistant","","","","","broader_proxy","medium"
"M431219","431219","Statistical Assistant Grade E1","retained","M431231","3314.2","statistical assistant","","","","","close_match","high"
"M531204","531204","Vocational Training Assistant Grade DV1","retained","M531208","2320.1","vocational teacher","","","","","partial_proxy","low"
"M531205","531205","Vocational Training Assistant Grade DV2","retained","M531210","2320.1","vocational teacher","","","","","partial_proxy","low"
"M532106","532106","Public Health Assistant Grade U1","retained","M532102","3253.1","community health worker","","","","","broader_proxy","medium"
"M818202","818202","Competent Person (CP) - Internal Combustion Engine Driver","retained","M818209","3131.3","power production plant operator","","","","","partial_proxy","low"
"M821101","821101","Assembler","retained","M821101","8211.2","industrial machinery assembler","","","","","partial_proxy","low"
