"role_id","role_title","masco_code","masco_unit_group_code","chosen_esco_code","chosen_esco_title","chosen_esco_uri","mapping_relation","mapping_confidence","mapping_rationale","review_status","production_ready","priority","review_decision","reviewer","review_date","review_notes","masco_source_url","esco_source_url","source_current_role_id","source_current_masco_code","source_current_role_title","source_current_url","masco_reference_version","masco2020_remap_method","masco2020_remap_confidence","masco2020_source_pdf_page","masco2020_source_url","profile_basis","retrieval_evidence_basis","source_d13_mapping_relation","source_d13_mapping_confidence","source_d13_mapping_rationale","source_d13_review_status","source_d13_production_ready"
"M226514","Food Preparation Officer Grade C41","226514","2265","1321.2.1.3","food production manager","http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96","partial_proxy","low","Food preparation and service management proxy; public-service/clinical dietary context may differ.","test_only_project_mapping_not_human_validated","False","high","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346","http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96","M226503","226503","Food Preparation Officer Grade C9","https://emasco.mohr.gov.my/masco/2265-03","2020","grade_reversion","high","346","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","partial_proxy","low","Food preparation and service management proxy; public-service/clinical dietary context may differ.","assistant_drafted_pending_domain_validation","False"
"M226601","Audiologists","226601","2266","2266.1","audiologist","http://data.europa.eu/esco/occupation/c4d6d07a-ae90-40ce-bc5a-c952805a9bf3","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346","http://data.europa.eu/esco/occupation/c4d6d07a-ae90-40ce-bc5a-c952805a9bf3","M226601","226601","Audiologist","https://emasco.mohr.gov.my/masco/2266-01","2020","title_variant","high","346","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False"
"M226602","Speech Therapist","226602","2266","2266.2","speech and language therapist","http://data.europa.eu/esco/occupation/8021f3a2-e3de-43c0-b366-075da74dc5b7","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346","http://data.europa.eu/esco/occupation/8021f3a2-e3de-43c0-b366-075da74dc5b7","M226602","226602","Speech Therapist","https://emasco.mohr.gov.my/masco/2266-02","2020","exact_normalized_title","high","346","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","assistant_drafted_pending_domain_validation","False"
"M226603","Orthoepist","226603","2266","2266.2","speech and language therapist","http://data.europa.eu/esco/occupation/8021f3a2-e3de-43c0-b366-075da74dc5b7","close_match","medium","D11 explicitly describes speech, pronunciation and swallowing therapy; not orthoptics.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346","http://data.europa.eu/esco/occupation/8021f3a2-e3de-43c0-b366-075da74dc5b7","M226603","226603","Orthoepist","https://emasco.mohr.gov.my/masco/2266-03","2020","exact_normalized_title","high","346","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","medium","D11 explicitly describes speech, pronunciation and swallowing therapy; not orthoptics.","assistant_drafted_pending_domain_validation","False"
"M226701","Optometry Officer Grade U41","226701","2267","2267.1","optometrist","http://data.europa.eu/esco/occupation/bffbe18a-cb8b-4f90-bd87-7505cd3b16f5","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","test_only_project_mapping_not_human_validated","False","high","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346","http://data.europa.eu/esco/occupation/bffbe18a-cb8b-4f90-bd87-7505cd3b16f5","M226702","226702","Optometry Officer Grade U9","https://emasco.mohr.gov.my/masco/2267-02","2020","grade_reversion","high","346","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False"
"M226702","Optometrist","226702","2267","2267.1","optometrist","http://data.europa.eu/esco/occupation/bffbe18a-cb8b-4f90-bd87-7505cd3b16f5","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346","http://data.europa.eu/esco/occupation/bffbe18a-cb8b-4f90-bd87-7505cd3b16f5","M226701","226701","Optometrist","https://emasco.mohr.gov.my/masco/2267-01","2020","exact_normalized_title","high","346","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False"
"M226703","Optician","226703","2267","3254.1","optician","http://data.europa.eu/esco/occupation/6e0e068b-cd5c-4400-8899-54056087fa14","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346","http://data.europa.eu/esco/occupation/6e0e068b-cd5c-4400-8899-54056087fa14","M325401","325401","Optician","https://emasco.mohr.gov.my/masco/3254-01","2020","exact_normalized_title","high","346","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False"
"M226801","Occupational Therapist","226801","2268","2269.4","occupational therapist","http://data.europa.eu/esco/occupation/33da5532-8c4e-4d1b-b52e-c201ee1bc7ab","close_match","high","Occupational therapy, not a physiotherapy alias.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346","http://data.europa.eu/esco/occupation/33da5532-8c4e-4d1b-b52e-c201ee1bc7ab","M221217","221217","Occupational Therapist","https://emasco.mohr.gov.my/masco/2212-17","2020","exact_normalized_title","high","346","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","high","Occupational therapy, not a physiotherapy alias.","assistant_drafted_pending_domain_validation","False"
"M226901","X-Ray Technician Grade U41","226901","2269","2269.8","radiographer","http://data.europa.eu/esco/occupation/7639a601-6db0-41ed-9fb0-813d9b8beb05","inherited_test_proxy","medium","Inherited current-role ESCO assignment, not independently revalidated for this MASCO 2020 identity. Radiographer and X-Ray Technician refer to the same radiography service; current U9 is reverted to the printed U41 title. Do not interpret as a qualification or licensing crosswalk. Original rationale: Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346","http://data.europa.eu/esco/occupation/7639a601-6db0-41ed-9fb0-813d9b8beb05","M226902","226902","Radiographer Grade U9","https://emasco.mohr.gov.my/masco/2269-02","2020","reviewed_functional_equivalent","medium","346","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False"
"M226902","Instructor Grade U41","226902","2269","2320.1.4","auxiliary nursing and midwifery vocational teacher","http://data.europa.eu/esco/occupation/8289625a-c1c1-4a49-8ddd-37be4c3cd3fc","partial_proxy","low","Health vocational instruction; paramedic and auxiliary-health scope extends beyond nursing/midwifery.","test_only_project_mapping_not_human_validated","False","high","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346","http://data.europa.eu/esco/occupation/8289625a-c1c1-4a49-8ddd-37be4c3cd3fc","M226903","226903","Instructor Grade U9","https://emasco.mohr.gov.my/masco/2269-03","2020","grade_reversion","high","346","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","partial_proxy","low","Health vocational instruction; paramedic and auxiliary-health scope extends beyond nursing/midwifery.","assistant_drafted_pending_domain_validation","False"
"M231105","Dental Lecturer Grade DUG51P","231105","2311","2310.1.12","dentistry lecturer","http://data.europa.eu/esco/occupation/3d7a1284-824c-47d9-8387-b8e1cd5888b5","close_match","medium","Dentistry lecturer.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=347","http://data.europa.eu/esco/occupation/3d7a1284-824c-47d9-8387-b8e1cd5888b5","M231104","231104","Dental Lecturer Grade DUG13P","https://emasco.mohr.gov.my/masco/2311-04","2020","grade_reversion","high","347","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=347","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","medium","Dentistry lecturer.","assistant_drafted_pending_domain_validation","False"
"M231117","Pharmacy Lecturer Grade DUF45","231117","2311","2310.1.31","pharmacy lecturer","http://data.europa.eu/esco/occupation/55a785db-0636-41b8-950f-0b65abe5e81b","close_match","high","Pharmacy lecturer.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=347","http://data.europa.eu/esco/occupation/55a785db-0636-41b8-950f-0b65abe5e81b","M231107","231107","Pharmacy Lecturer Grade DUF11","https://emasco.mohr.gov.my/masco/2311-07","2020","grade_reversion","high","347","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=347","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","high","Pharmacy lecturer.","assistant_drafted_pending_domain_validation","False"
"M232102","Teacher, Vocational","232102","2321","2320.1","vocational teacher","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=347","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","M232101","232101","Vocational Teacher","https://emasco.mohr.gov.my/masco/2321-01","2020","title_variant","high","347","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=347","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False"
"M238101","Vocational Training Officer Grade DV41","238101","2381","2320.1","vocational teacher","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","broader_proxy","medium","Vocational teaching; subject specialty and Malaysian grade are not separate ESCO occupations.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","M238102","238102","Vocational Training Officer Grade DV9","https://emasco.mohr.gov.my/masco/2381-02","2020","grade_reversion","high","348","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","broader_proxy","medium","Vocational teaching; subject specialty and Malaysian grade are not separate ESCO occupations.","assistant_drafted_pending_domain_validation","False"
"M238102","Skills Training Trainer","238102","2381","2320.1","vocational teacher","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","broader_proxy","medium","Vocational teaching; subject specialty and Malaysian grade are not separate ESCO occupations.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","M238101","238101","Skills Training Trainer","https://emasco.mohr.gov.my/masco/2381-01","2020","exact_normalized_title","high","348","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","broader_proxy","medium","Vocational teaching; subject specialty and Malaysian grade are not separate ESCO occupations.","assistant_drafted_pending_domain_validation","False"
"M238103","Assistant Vocational Training Officer Grade DV29","238103","2381","2320.1","vocational teacher","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","inherited_test_proxy","low","Inherited current-role ESCO assignment, not independently revalidated for this MASCO 2020 identity. The combined DV5/DV6/DV7/DV8 source maps to printed DV29/DV35/DV37/DV39 entries; JPA Annex B lists these grade-family transitions. Original rationale: Vocational teaching; subject specialty and Malaysian grade are not separate ESCO occupations.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","M238107","238107","Assistant Vocational Training Officer Grade DV5, DV6, DV7, DV8","https://emasco.mohr.gov.my/masco/2381-07","2020","combined_title_split","medium","348","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","broader_proxy","medium","Vocational teaching; subject specialty and Malaysian grade are not separate ESCO occupations.","assistant_drafted_pending_domain_validation","False"
"M238106","Assistant Vocational Training Officer Grade DV35","238106","2381","2320.1","vocational teacher","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","inherited_test_proxy","low","Inherited current-role ESCO assignment, not independently revalidated for this MASCO 2020 identity. The combined DV5/DV6/DV7/DV8 source maps to printed DV29/DV35/DV37/DV39 entries; JPA Annex B lists these grade-family transitions. Original rationale: Vocational teaching; subject specialty and Malaysian grade are not separate ESCO occupations.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","M238107","238107","Assistant Vocational Training Officer Grade DV5, DV6, DV7, DV8","https://emasco.mohr.gov.my/masco/2381-07","2020","combined_title_split","medium","348","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","broader_proxy","medium","Vocational teaching; subject specialty and Malaysian grade are not separate ESCO occupations.","assistant_drafted_pending_domain_validation","False"
"M238107","Assistant Vocational Training Officer Grade DV37","238107","2381","2320.1","vocational teacher","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","inherited_test_proxy","low","Inherited current-role ESCO assignment, not independently revalidated for this MASCO 2020 identity. The combined DV5/DV6/DV7/DV8 source maps to printed DV29/DV35/DV37/DV39 entries; JPA Annex B lists these grade-family transitions. Original rationale: Vocational teaching; subject specialty and Malaysian grade are not separate ESCO occupations.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","M238107","238107","Assistant Vocational Training Officer Grade DV5, DV6, DV7, DV8","https://emasco.mohr.gov.my/masco/2381-07","2020","combined_title_split","medium","348","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","broader_proxy","medium","Vocational teaching; subject specialty and Malaysian grade are not separate ESCO occupations.","assistant_drafted_pending_domain_validation","False"
"M238108","Assistant Vocational Training Officer Grade DV39","238108","2381","2320.1","vocational teacher","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","inherited_test_proxy","low","Inherited current-role ESCO assignment, not independently revalidated for this MASCO 2020 identity. The combined DV5/DV6/DV7/DV8 source maps to printed DV29/DV35/DV37/DV39 entries; JPA Annex B lists these grade-family transitions. Original rationale: Vocational teaching; subject specialty and Malaysian grade are not separate ESCO occupations.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","M238107","238107","Assistant Vocational Training Officer Grade DV5, DV6, DV7, DV8","https://emasco.mohr.gov.my/masco/2381-07","2020","combined_title_split","medium","348","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","broader_proxy","medium","Vocational teaching; subject specialty and Malaysian grade are not separate ESCO occupations.","assistant_drafted_pending_domain_validation","False"
"M238109","Vocational Training Officer Grade DV43","238109","2381","2320.1","vocational teacher","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","broader_proxy","medium","Vocational teaching; subject specialty and Malaysian grade are not separate ESCO occupations.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","M238103","238103","Vocational Training Officer Grade DV10","https://emasco.mohr.gov.my/masco/2381-03","2020","grade_reversion","high","348","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","broader_proxy","medium","Vocational teaching; subject specialty and Malaysian grade are not separate ESCO occupations.","assistant_drafted_pending_domain_validation","False"
"M238110","Vocational Training Officer Grade DV47","238110","2381","2320.1","vocational teacher","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","broader_proxy","medium","Vocational teaching; subject specialty and Malaysian grade are not separate ESCO occupations.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","M238104","238104","Vocational Training Officer Grade DV12","https://emasco.mohr.gov.my/masco/2381-04","2020","grade_reversion","high","348","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","broader_proxy","medium","Vocational teaching; subject specialty and Malaysian grade are not separate ESCO occupations.","assistant_drafted_pending_domain_validation","False"
"M238111","Vocational Training Officer Grade DV51","238111","2381","2320.1","vocational teacher","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","broader_proxy","medium","Vocational teaching; subject specialty and Malaysian grade are not separate ESCO occupations.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","M238105","238105","Vocational Training Officer Grade DV13","https://emasco.mohr.gov.my/masco/2381-05","2020","grade_reversion","high","348","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","broader_proxy","medium","Vocational teaching; subject specialty and Malaysian grade are not separate ESCO occupations.","assistant_drafted_pending_domain_validation","False"
"M238112","Vocational Training Officer Grade DV53","238112","2381","2320.1","vocational teacher","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","broader_proxy","medium","Vocational teaching; subject specialty and Malaysian grade are not separate ESCO occupations.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","M238106","238106","Vocational Training Officer Grade DV14","https://emasco.mohr.gov.my/masco/2381-06","2020","grade_reversion","high","348","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","broader_proxy","medium","Vocational teaching; subject specialty and Malaysian grade are not separate ESCO occupations.","assistant_drafted_pending_domain_validation","False"
"M239303","Software Trainer","239303","2393","2356.1","ICT trainer","http://data.europa.eu/esco/occupation/9e657046-67ce-4e16-ab2e-ddb918638910","broader_proxy","medium","Software instruction within ICT training.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=349","http://data.europa.eu/esco/occupation/9e657046-67ce-4e16-ab2e-ddb918638910","M239301","239301","Software Trainer","https://emasco.mohr.gov.my/masco/2393-01","2020","exact_normalized_title","high","349","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=349","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","broader_proxy","medium","Software instruction within ICT training.","assistant_drafted_pending_domain_validation","False"
"M242103","Operation Research Analyst","242103","2421","2120.5","mathematician","http://data.europa.eu/esco/occupation/72628f3a-fd49-499a-9741-870b0a1fcef2","partial_proxy","low","Mathematical modelling and optimisation; operations-research application needs enrichment.","test_only_project_mapping_not_human_validated","False","high","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=351","http://data.europa.eu/esco/occupation/72628f3a-fd49-499a-9741-870b0a1fcef2","M242102","242102","Operation Research Analyst","https://emasco.mohr.gov.my/masco/2421-02","2020","exact_normalized_title","high","351","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=351","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","partial_proxy","low","Mathematical modelling and optimisation; operations-research application needs enrichment.","assistant_drafted_pending_domain_validation","False"
"M242401","Staff Training Officer","242401","2424","2424.2","corporate trainer","http://data.europa.eu/esco/occupation/0ba06640-e0ac-4911-9e43-289a8e41651e","broader_proxy","medium","Corporate staff training; call-centre specialization is not separately represented.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=351","http://data.europa.eu/esco/occupation/0ba06640-e0ac-4911-9e43-289a8e41651e","M242401","242401","Staff Training Officer","https://emasco.mohr.gov.my/masco/2424-01","2020","exact_normalized_title","high","351","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=351","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","broader_proxy","medium","Corporate staff training; call-centre specialization is not separately represented.","assistant_drafted_pending_domain_validation","False"
"M242601","Research Officer Grade Q41","242601","2426","1223.2.2","research manager","http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d","partial_proxy","low","Research coordination proxy; scientist research duties and management seniority require review.","test_only_project_mapping_not_human_validated","False","high","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=352","http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d","M242606","242606","Research Officer Grade Q9","https://emasco.mohr.gov.my/masco/2426-06","2020","grade_reversion","high","352","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=352","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","partial_proxy","low","Research coordination proxy; scientist research duties and management seniority require review.","assistant_drafted_pending_domain_validation","False"
"M242602","Scientific Officer Grade C41","242602","2426","1349.17","medical laboratory manager","http://data.europa.eu/esco/occupation/f4de7e28-ca67-46cd-b760-30e02b3aa83b","partial_proxy","low","Laboratory operations, staff and budgets; medical laboratory context is narrower than general teaching/research laboratories.","test_only_project_mapping_not_human_validated","False","high","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=352","http://data.europa.eu/esco/occupation/f4de7e28-ca67-46cd-b760-30e02b3aa83b","M242607","242607","Scientific Officer Grade C9","https://emasco.mohr.gov.my/masco/2426-07","2020","grade_reversion","high","352","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=352","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","partial_proxy","low","Laboratory operations, staff and budgets; medical laboratory context is narrower than general teaching/research laboratories.","assistant_drafted_pending_domain_validation","False"
