"role_id","role_title","masco_code","masco_unit_group_code","chosen_esco_code","chosen_esco_title","chosen_esco_uri","mapping_relation","mapping_confidence","mapping_rationale","review_status","production_ready","masco_code_printed","chosen_esco_isco_group","d11_esco_code","d11_esco_comparison_codes","d11_esco_comparison_titles","previous_d13_esco_code","previous_d13_mapping_status","change_type","mapping_status","mapping_method","mapping_authority","title_match_type","title_match_score","score_interpretation","same_four_digit_group","use_in_role_skills","specialty_skills_complete","coverage_note","source_quality_flag","masco_source_url","esco_source_url","source_current_role_id","source_current_masco_code","source_current_role_title","source_current_url","masco_reference_version","masco2020_remap_method","masco2020_remap_confidence","masco2020_source_pdf_page","masco2020_source_url","profile_basis","source_d13_mapping_relation","source_d13_mapping_confidence","all_source_current_role_ids","source_d13_same_four_digit_group","title_match_evidence_basis"
"M315116","Assistant Air Traffic Control Officer Grade A29","315116","3151","3154.1","air traffic controller","http://data.europa.eu/esco/occupation/3c2da05f-eb24-41f7-8307-46c96660fee0","broader_proxy","medium","Air-traffic control support; assistant authorization differs.","test_only_project_mapping_not_human_validated","False","3151-16","3154","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.84375","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","http://data.europa.eu/esco/occupation/3c2da05f-eb24-41f7-8307-46c96660fee0","M315108","315108","Assistant Air Traffic Control Officer Grade A5","https://emasco.mohr.gov.my/masco/3151-08","2020","grade_reversion","high","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M315108","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M315201","Marine Assistant Grade A19","315201","3152","3343.1","administrative assistant","http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652","partial_proxy","low","D11 duties are ship-registration records, revenue and administration, not marine-engine repair.","test_only_project_mapping_not_human_validated","False","3152-01","3343","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.705882","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652","M315203","315203","Marine Assistant Grade A1","https://emasco.mohr.gov.my/masco/3152-03","2020","grade_reversion","high","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M315203","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M315202","Berthing Master","315202","3152","4323.11","port coordinator","http://data.europa.eu/esco/occupation/fa404a79-4091-47f9-a635-c2e3c576ece8","partial_proxy","low","Port berthing coordination; navigational authority and vessel piloting are not fully represented.","test_only_project_mapping_not_human_validated","False","3152-02","4323","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.526316","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","http://data.europa.eu/esco/occupation/fa404a79-4091-47f9-a635-c2e3c576ece8","M315201","315201","Berthing Master","https://emasco.mohr.gov.my/masco/3152-01","2020","exact_normalized_title","high","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M315201","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M315206","Ship Technician","315206","3152","3115.1.7","marine engineering technician","http://data.europa.eu/esco/occupation/04849c5c-9236-4a75-aabb-11c6d03e459c","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","test_only_project_mapping_not_human_validated","False","3152-06","3115","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.714286","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","http://data.europa.eu/esco/occupation/04849c5c-9236-4a75-aabb-11c6d03e459c","M315202","315202","Ship Technician","https://emasco.mohr.gov.my/masco/3152-02","2020","exact_normalized_title","high","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M315202","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M315208","Assistant Marine Officer Grade A29","315208","3152","3115.1.9","marine surveyor","http://data.europa.eu/esco/occupation/384ed128-e86e-4dd8-96ff-b6e6657cb027","partial_proxy","low","Vessel safety inspection/survey is one component; registration, port administration and enforcement are not fully represented.","test_only_project_mapping_not_human_validated","False","3152-08","3115","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.461538","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","http://data.europa.eu/esco/occupation/384ed128-e86e-4dd8-96ff-b6e6657cb027","M315204","315204","Assistant Marine Officer Grade A5","https://emasco.mohr.gov.my/masco/3152-04","2020","grade_reversion","high","376","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M315204","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M315301","Train Technician","315301","3153","3115.1.18","rolling stock engineering technician","http://data.europa.eu/esco/occupation/0f2c04f1-9001-4a77-884f-1ea16949f6f6","broader_proxy","medium","Rolling-stock technical installation, maintenance and testing; local supervisory scope varies.","test_only_project_mapping_not_human_validated","False","3153-01","3115","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.538462","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","http://data.europa.eu/esco/occupation/0f2c04f1-9001-4a77-884f-1ea16949f6f6","M315301","315301","Train Technician","https://emasco.mohr.gov.my/masco/3153-01","2020","exact_normalized_title","high","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M315301","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M315306","Track Network Technician","315306","3153","3112.1.10","rail maintenance technician","http://data.europa.eu/esco/occupation/755c5c5f-2ee3-4487-94db-30ec2ba2e883","broader_proxy","medium","Rail infrastructure maintenance, not computer-network work.","test_only_project_mapping_not_human_validated","False","3153-06","3112","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.588235","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","http://data.europa.eu/esco/occupation/755c5c5f-2ee3-4487-94db-30ec2ba2e883","M315302","315302","Track Network Technician","https://emasco.mohr.gov.my/masco/3153-02","2020","exact_normalized_title","high","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M315302","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M315307","Signalling and Communication Technician","315307","3153","7421.6","railway electronic technician","http://data.europa.eu/esco/occupation/75c5bab4-2546-4ba3-996d-42a9a1bab55d","broader_proxy","medium","Rail signalling/electronic systems maintenance.","test_only_project_mapping_not_human_validated","False","3153-07","7421","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.641026","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","http://data.europa.eu/esco/occupation/75c5bab4-2546-4ba3-996d-42a9a1bab55d","M315303","315303","Signalling and Communication Technician","https://emasco.mohr.gov.my/masco/3153-03","2020","exact_normalized_title","high","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M315303","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M315406","Motor Vehicle Technician","315406","3154","7231.10","vehicle technician","http://data.europa.eu/esco/occupation/4ad4024e-d1d3-4dea-b6d1-2c7948111dce","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","test_only_project_mapping_not_human_validated","False","3154-06","7231","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.869565","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","http://data.europa.eu/esco/occupation/4ad4024e-d1d3-4dea-b6d1-2c7948111dce","M315401","315401","Motor Vehicle Technician","https://emasco.mohr.gov.my/masco/3154-01","2020","exact_normalized_title","high","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M315401","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M315902","Logistics Supervisor","315902","3159","1324.3","logistics and distribution manager","http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5","inherited_test_proxy","medium","Inherited current-role ESCO assignment, not independently revalidated for this MASCO 2020 identity. Retain the logistics-supervision occupation explicitly named in the current combined title; do not infer road-only or halal specialisations. Original rationale: Logistics coordination and supervision.","test_only_project_mapping_not_human_validated","False","3159-02","1324","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.551724","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5","M315901","315901","Transport/Logistics Supervisor","https://emasco.mohr.gov.my/masco/3159-01","2020","reviewed_functional_equivalent","medium","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M315901","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M315904","Green Technology Infrastructure Assistant Facilitator","315904","3159","2133.15","environmental technician","http://data.europa.eu/esco/occupation/e8461d2e-3d75-477c-93a2-ea8d342bb55b","partial_proxy","low","Environmental/green infrastructure technical support; facilitator role is not an exact technical occupation.","test_only_project_mapping_not_human_validated","False","3159-04","2133","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.372093","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","http://data.europa.eu/esco/occupation/e8461d2e-3d75-477c-93a2-ea8d342bb55b","M315902","315902","Green Technology Infrastructure Assistant Facilitator","https://emasco.mohr.gov.my/masco/3159-02","2020","exact_normalized_title","high","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M315902","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M316101","Nuclear Technician","316101","3161","3111.10","nuclear technician","http://data.europa.eu/esco/occupation/774ad663-2124-4ac2-a287-5fb2e478906e","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","3161-01","3111","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","http://data.europa.eu/esco/occupation/774ad663-2124-4ac2-a287-5fb2e478906e","M316101","316101","Nuclear Technician","https://emasco.mohr.gov.my/masco/3161-01","2020","exact_normalized_title","high","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","high","M316101","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M321101","Radiographer Grade U29","321101","3211","2269.8","radiographer","http://data.europa.eu/esco/occupation/7639a601-6db0-41ed-9fb0-813d9b8beb05","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","3211-01","2269","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","http://data.europa.eu/esco/occupation/7639a601-6db0-41ed-9fb0-813d9b8beb05","M321102","321102","Radiographer Grade U5","https://emasco.mohr.gov.my/masco/3211-02","2020","grade_reversion","high","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","high","M321102","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M321102","Radiographer","321102","3211","2269.8","radiographer","http://data.europa.eu/esco/occupation/7639a601-6db0-41ed-9fb0-813d9b8beb05","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","3211-02","2269","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","http://data.europa.eu/esco/occupation/7639a601-6db0-41ed-9fb0-813d9b8beb05","M321101","321101","Radiographer","https://emasco.mohr.gov.my/masco/3211-01","2020","exact_normalized_title","high","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","high","M321101","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M321204","Ecology Technician","321204","3212","2133.15","environmental technician","http://data.europa.eu/esco/occupation/e8461d2e-3d75-477c-93a2-ea8d342bb55b","broader_proxy","medium","Ecological/environmental technical monitoring.","test_only_project_mapping_not_human_validated","False","3212-04","2133","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.666667","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","http://data.europa.eu/esco/occupation/e8461d2e-3d75-477c-93a2-ea8d342bb55b","M321201","321201","Ecology Technician","https://emasco.mohr.gov.my/masco/3212-01","2020","exact_normalized_title","high","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M321201","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M321207","Histology Technician","321207","3212","2269.12","anatomical pathology technician","http://data.europa.eu/esco/occupation/4a5b3686-eea4-4ba0-b446-33f7b6a95aed","broader_proxy","medium","Histological/anatomical pathology laboratory practice.","test_only_project_mapping_not_human_validated","False","3212-07","2269","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.85","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","http://data.europa.eu/esco/occupation/4a5b3686-eea4-4ba0-b446-33f7b6a95aed","M321202","321202","Histology Technician","https://emasco.mohr.gov.my/masco/3212-02","2020","exact_normalized_title","high","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M321202","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M321208","Cytology Technician","321208","3212","2269.13.1","cytotechnologist","http://data.europa.eu/esco/occupation/d117ef65-b253-4f04-bc85-353ef853443a","close_match","medium","Cytological laboratory analysis.","test_only_project_mapping_not_human_validated","False","3212-08","2269","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.611111","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","http://data.europa.eu/esco/occupation/d117ef65-b253-4f04-bc85-353ef853443a","M321203","321203","Cytology Technician","https://emasco.mohr.gov.my/masco/3212-03","2020","exact_normalized_title","high","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","medium","M321203","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M321209","Physiology Technician","321209","3212","2269.13","biomedical scientist","http://data.europa.eu/esco/occupation/2e8820ba-5b2d-4572-92a1-942dbd02a6d6","partial_proxy","low","Clinical specimen analysis described by D11; physiology specialization and technician qualifications require local review.","test_only_project_mapping_not_human_validated","False","3212-09","2269","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.415094","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","http://data.europa.eu/esco/occupation/2e8820ba-5b2d-4572-92a1-942dbd02a6d6","M321204","321204","Physiology Technician","https://emasco.mohr.gov.my/masco/3212-04","2020","exact_normalized_title","high","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M321204","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M321212","Parasitological Assistant","321212","3212","3212.2","medical laboratory assistant","http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","test_only_project_mapping_not_human_validated","False","3212-12","3212","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.608696","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c","M321205","321205","Parasitological Assistant","https://emasco.mohr.gov.my/masco/3212-05","2020","exact_normalized_title","high","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M321205","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M321213","Medical Laboratory Technician","321213","3212","2269.13","biomedical scientist","http://data.europa.eu/esco/occupation/2e8820ba-5b2d-4572-92a1-942dbd02a6d6","partial_proxy","low","Biomedical specimen analysis; local technician qualification and supervised scope differ from scientist designation.","test_only_project_mapping_not_human_validated","False","3212-13","2269","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.77193","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","http://data.europa.eu/esco/occupation/2e8820ba-5b2d-4572-92a1-942dbd02a6d6","M321206","321206","Medical Laboratory Technician","https://emasco.mohr.gov.my/masco/3212-06","2020","exact_normalized_title","high","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M321206","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M321214","Surgical Technician","321214","3212","3259.1","anaesthetic technician","http://data.europa.eu/esco/occupation/16e65196-3449-4c88-b379-0aa98f43db2b","partial_proxy","low","Operating-room technical support; anaesthesia is a narrower proxy than all surgical technology.","test_only_project_mapping_not_human_validated","False","3212-14","3259","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_alternate_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","http://data.europa.eu/esco/occupation/16e65196-3449-4c88-b379-0aa98f43db2b","M321207","321207","Surgical Technician","https://emasco.mohr.gov.my/masco/3212-07","2020","exact_normalized_title","high","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M321207","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M321301","Pharmaceutical Assistant","321301","3213","3213.1","pharmacy assistant","http://data.europa.eu/esco/occupation/c1a86d6d-7785-43e1-994b-958eba58fff7","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","test_only_project_mapping_not_human_validated","False","3213-01","3213","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.809524","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","http://data.europa.eu/esco/occupation/c1a86d6d-7785-43e1-994b-958eba58fff7","M321301","321301","Pharmaceutical Assistant","https://emasco.mohr.gov.my/masco/3213-01","2020","exact_normalized_title","high","377","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M321301","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
