metadata_key,metadata_value
d13_quality_fix_20260830.mapping.M242103,"{""role_id"":""M242103"",""masco_code"":""242103"",""esco_code"":""2120.5"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M242401,"{""role_id"":""M242401"",""masco_code"":""242401"",""esco_code"":""2424.2"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M242601,"{""role_id"":""M242601"",""masco_code"":""242601"",""esco_code"":""1223.2.2"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M242602,"{""role_id"":""M242602"",""masco_code"":""242602"",""esco_code"":""1349.17"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M242603,"{""role_id"":""M242603"",""masco_code"":""242603"",""esco_code"":""2131.5"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M242604,"{""role_id"":""M242604"",""masco_code"":""242604"",""esco_code"":""2131.4.1"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M242609,"{""role_id"":""M242609"",""masco_code"":""242609"",""esco_code"":""1223.2"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M242613,"{""role_id"":""M242613"",""masco_code"":""242613"",""esco_code"":""1223.2.2"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M243114,"{""role_id"":""M243114"",""masco_code"":""243114"",""esco_code"":""2433.6"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M243132,"{""role_id"":""M243132"",""masco_code"":""243132"",""esco_code"":""2433.4"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M243301,"{""role_id"":""M243301"",""masco_code"":""243301"",""esco_code"":""2433.2"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M243401,"{""role_id"":""M243401"",""masco_code"":""243401"",""esco_code"":""2434.4"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M243410,"{""role_id"":""M243410"",""masco_code"":""243410"",""esco_code"":""2514.2"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M251101,"{""role_id"":""M251101"",""masco_code"":""251101"",""esco_code"":""2511.13"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M251116,"{""role_id"":""M251116"",""masco_code"":""251116"",""esco_code"":""2512.4"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M251142,"{""role_id"":""M251142"",""masco_code"":""251142"",""esco_code"":""2152.1.7.1"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M251144,"{""role_id"":""M251144"",""masco_code"":""251144"",""esco_code"":""2511.14"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M251201,"{""role_id"":""M251201"",""masco_code"":""251201"",""esco_code"":""2512.4"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M251219,"{""role_id"":""M251219"",""masco_code"":""251219"",""esco_code"":""2511.14"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M251243,"{""role_id"":""M251243"",""masco_code"":""251243"",""esco_code"":""2522.1"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M251301,"{""role_id"":""M251301"",""masco_code"":""251301"",""esco_code"":""2513.5"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M251302,"{""role_id"":""M251302"",""masco_code"":""251302"",""esco_code"":""2513.5"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M251401,"{""role_id"":""M251401"",""masco_code"":""251401"",""esco_code"":""2512.4"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M251407,"{""role_id"":""M251407"",""masco_code"":""251407"",""esco_code"":""2511.15"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M251419,"{""role_id"":""M251419"",""masco_code"":""251419"",""esco_code"":""2512.4"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M251433,"{""role_id"":""M251433"",""masco_code"":""251433"",""esco_code"":""2522.1"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M251434,"{""role_id"":""M251434"",""masco_code"":""251434"",""esco_code"":""2512.5"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M251902,"{""role_id"":""M251902"",""masco_code"":""251902"",""esco_code"":""2519.7.4"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M251916,"{""role_id"":""M251916"",""masco_code"":""251916"",""esco_code"":""2511.18"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M252101,"{""role_id"":""M252101"",""masco_code"":""252101"",""esco_code"":""2521.2"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M252103,"{""role_id"":""M252103"",""masco_code"":""252103"",""esco_code"":""2521.1"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M252108,"{""role_id"":""M252108"",""masco_code"":""252108"",""esco_code"":""2521.1"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M252201,"{""role_id"":""M252201"",""masco_code"":""252201"",""esco_code"":""2511.13"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M252205,"{""role_id"":""M252205"",""masco_code"":""252205"",""esco_code"":""2522.1"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M252208,"{""role_id"":""M252208"",""masco_code"":""252208"",""esco_code"":""3512.4"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M252214,"{""role_id"":""M252214"",""masco_code"":""252214"",""esco_code"":""3512.4"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M252215,"{""role_id"":""M252215"",""masco_code"":""252215"",""esco_code"":""3512.4"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M252222,"{""role_id"":""M252222"",""masco_code"":""252222"",""esco_code"":""2512.6"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M252238,"{""role_id"":""M252238"",""masco_code"":""252238"",""esco_code"":""2165.3"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M252311,"{""role_id"":""M252311"",""masco_code"":""252311"",""esco_code"":""2522.1.1"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M252401,"{""role_id"":""M252401"",""masco_code"":""252401"",""esco_code"":""2511.4"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M252403,"{""role_id"":""M252403"",""masco_code"":""252403"",""esco_code"":""2511.3"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M252406,"{""role_id"":""M252406"",""masco_code"":""252406"",""esco_code"":""2521.2"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M252411,"{""role_id"":""M252411"",""masco_code"":""252411"",""esco_code"":""2511.11"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M252413,"{""role_id"":""M252413"",""masco_code"":""252413"",""esco_code"":""2511.11"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M253102,"{""role_id"":""M253102"",""masco_code"":""253102"",""esco_code"":""2529.8"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M253103,"{""role_id"":""M253103"",""masco_code"":""253103"",""esco_code"":""2529.2"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M253120,"{""role_id"":""M253120"",""masco_code"":""253120"",""esco_code"":""2529.6"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M253130,"{""role_id"":""M253130"",""masco_code"":""253130"",""esco_code"":""2529.8"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M253131,"{""role_id"":""M253131"",""masco_code"":""253131"",""esco_code"":""2519.6"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M253136,"{""role_id"":""M253136"",""masco_code"":""253136"",""esco_code"":""2529.6"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M253139,"{""role_id"":""M253139"",""masco_code"":""253139"",""esco_code"":""2513.4"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254110,"{""role_id"":""M254110"",""masco_code"":""254110"",""esco_code"":""2166.13"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254112,"{""role_id"":""M254112"",""masco_code"":""254112"",""esco_code"":""2641.4.2"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254116,"{""role_id"":""M254116"",""masco_code"":""254116"",""esco_code"":""2166.5"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254120,"{""role_id"":""M254120"",""masco_code"":""254120"",""esco_code"":""2166.5"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254126,"{""role_id"":""M254126"",""masco_code"":""254126"",""esco_code"":""2166.7"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254127,"{""role_id"":""M254127"",""masco_code"":""254127"",""esco_code"":""3512.4"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254128,"{""role_id"":""M254128"",""masco_code"":""254128"",""esco_code"":""2641.4"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254201,"{""role_id"":""M254201"",""masco_code"":""254201"",""esco_code"":""2166.6"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254203,"{""role_id"":""M254203"",""masco_code"":""254203"",""esco_code"":""2519.7.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254204,"{""role_id"":""M254204"",""masco_code"":""254204"",""esco_code"":""1223.2.1.3"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254206,"{""role_id"":""M254206"",""masco_code"":""254206"",""esco_code"":""2166.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254209,"{""role_id"":""M254209"",""masco_code"":""254209"",""esco_code"":""2166.5"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254210,"{""role_id"":""M254210"",""masco_code"":""254210"",""esco_code"":""2166.5"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254211,"{""role_id"":""M254211"",""masco_code"":""254211"",""esco_code"":""2654.1"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M254215,"{""role_id"":""M254215"",""masco_code"":""254215"",""esco_code"":""2513.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
