role_id,role_title,masco_code,masco_unit_group_code,chosen_esco_code,chosen_esco_title,chosen_esco_uri,mapping_relation,mapping_confidence,mapping_rationale,review_status,production_ready,masco_version,masco_code_printed,chosen_esco_isco_group,d11_esco_code,d11_esco_comparison_codes,d11_esco_comparison_titles,previous_d13_esco_code,previous_d13_esco_title,previous_d13_mapping_relation,original_pre2020_d13_esco_code,change_type,mapping_method,mapping_authority,title_match_type,title_match_score,score_interpretation,same_four_digit_group,use_in_role_skills,specialty_skills_complete,source_quality_flag,source_current_role_id,masco2020_remap_method,profile_basis,masco_source_url,profile_source_url,esco_source_url,display_case_policy
M242613,Research Officer,242613,2426,1223.2.2,Research Manager,http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,partial_proxy,low,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Research coordination proxy; scientist research duties and management seniority require review.,pending_low_confidence_review,false,2020,2426-13,1223,1223.2.2,,,1223.2.2,Research Manager,partial_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.6875,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,false,Not established,,M242604,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=352,https://emasco.mohr.gov.my/masco/2426-04,http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,title_case_with_protected_acronyms_and_product_spellings
M243114,Trade Product Specialist,243114,2431,2433.6,Technical Sales Representative,http://data.europa.eu/esco/occupation/c956be07-53a3-4b01-b8f8-f0c5a428eaa8,broader_proxy,medium,Trade Product Specialist demonstrates technical products and supports customers and sales. Retain the technical sales representative profile; product-manager or advertising-specialist authority is not inferred.,auto_approved_medium_or_high_test_mapping,false,2020,2431-14,2433,2433.6,,,2433.6,Technical Sales Representative,inherited_test_proxy,,retained_esco_occupation,2020_title_and_duty_review,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.392857,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M243104,reviewed_functional_equivalent,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=352,https://emasco.mohr.gov.my/masco/2431-04,http://data.europa.eu/esco/occupation/c956be07-53a3-4b01-b8f8-f0c5a428eaa8,title_case_with_protected_acronyms_and_product_spellings
M243132,Technical Sales Engineer,243132,2431,2433.4,Sales Engineer,http://data.europa.eu/esco/occupation/8529edc5-96ad-4cde-b34a-f86ad3753e4d,close_match,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Technical sales engineering; corrects the D11 promotion-assistant crosswalk.,auto_approved_medium_or_high_test_mapping,false,2020,2431-32,2433,2433.4,2431.16,Promotion Assistant,2433.4,Sales Engineer,close_match,2431.16,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.807692,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M243103,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=353,https://emasco.mohr.gov.my/masco/2431-03,http://data.europa.eu/esco/occupation/8529edc5-96ad-4cde-b34a-f86ad3753e4d,title_case_with_protected_acronyms_and_product_spellings
M243301,"Sales Representative, Medical",243301,2433,2433.2,Medical Sales Representative,http://data.europa.eu/esco/occupation/ab762f91-d737-485f-a85c-67cab92dee01,partial_proxy,low,"Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.",pending_low_confidence_review,false,2020,2433-01,2433,2433.2,,,2433.2,Medical Sales Representative,partial_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.714286,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,true,false,Not established,,M243301,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=353,https://emasco.mohr.gov.my/masco/2433-01,http://data.europa.eu/esco/occupation/ab762f91-d737-485f-a85c-67cab92dee01,title_case_with_protected_acronyms_and_product_spellings
M243401,"Sales Representative, Information and Communications Technology",243401,2434,2434.4,Technical Sales Representative in Electronic and Telecommunications Equipment,http://data.europa.eu/esco/occupation/6e591f17-65c1-4a24-af2a-ca7862d4625e,partial_proxy,low,"Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.",pending_low_confidence_review,false,2020,2434-01,2434,2434.4,,,2434.4,Technical Sales Representative in Electronic and Telecommunications Equipment,partial_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.676259,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,true,false,Not established,,M243401,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=354,https://emasco.mohr.gov.my/masco/2434-01,http://data.europa.eu/esco/occupation/6e591f17-65c1-4a24-af2a-ca7862d4625e,title_case_with_protected_acronyms_and_product_spellings
M243410,Digital Banking/Internet Technology Specialist,243410,2434,2514.2,ICT Application Developer,http://data.europa.eu/esco/occupation/bd272aee-adc9-4a06-a15c-a73b4b4a46a7,broader_proxy,medium,"Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: D11 describes mobile/internet-banking application development, not bank branch management.",auto_approved_medium_or_high_test_mapping,false,2020,2434-10,2514,2514.2,,,2514.2,ICT Application Developer,broader_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.181818,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M243402,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=354,https://emasco.mohr.gov.my/masco/2434-02,http://data.europa.eu/esco/occupation/bd272aee-adc9-4a06-a15c-a73b4b4a46a7,title_case_with_protected_acronyms_and_product_spellings
M251101,Management Information Systems (MIS) Analyst,251101,2511,2511.13,ICT System Analyst,http://data.europa.eu/esco/occupation/a6a0b60f-08da-4faa-bf54-942987efb471,partial_proxy,low,"Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.",pending_low_confidence_review,false,2020,2511-01,2511,2511.13,,,2511.13,ICT System Analyst,partial_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.566667,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,true,false,Not established,,M251101,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=354,https://emasco.mohr.gov.my/masco/2511-01,http://data.europa.eu/esco/occupation/a6a0b60f-08da-4faa-bf54-942987efb471,title_case_with_protected_acronyms_and_product_spellings
M251116,Technical Specialist (.Net),251116,2511,2512.4,Software Developer,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1,broader_proxy,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Software development; .NET/C/C++ language specialization is not separately inherited.,auto_approved_medium_or_high_test_mapping,false,2020,2511-16,2512,2512.4,,,2512.4,Software Developer,broader_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.604651,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M251102,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=354,https://emasco.mohr.gov.my/masco/2511-02,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1,title_case_with_protected_acronyms_and_product_spellings
M251142,Register Transfer Level (RTL) Designer (Information Technology),251142,2511,2152.1.7.1,Integrated Circuit Design Engineer,http://data.europa.eu/esco/occupation/fd1c83b3-60d5-4a5f-86c5-94dc2842c246,close_match,medium,"Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: RTL hardware description and digital integrated-circuit design, not application software.",auto_approved_medium_or_high_test_mapping,false,2020,2511-42,2152,2152.1.7.1,,,2152.1.7.1,Integrated Circuit Design Engineer,close_match,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.355556,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M251103,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=355,https://emasco.mohr.gov.my/masco/2511-03,http://data.europa.eu/esco/occupation/fd1c83b3-60d5-4a5f-86c5-94dc2842c246,title_case_with_protected_acronyms_and_product_spellings
M251144,Design Engineer (Information Technology),251144,2511,2511.14,ICT System Architect,http://data.europa.eu/esco/occupation/e1c72b5f-4c5c-487c-a6df-e84b64a51dae,partial_proxy,low,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: IT-system architecture and design; software/network implementation details vary.,pending_low_confidence_review,false,2020,2511-44,2511,2511.14,,,2511.14,ICT System Architect,partial_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.447761,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,true,false,Not established,,M251104,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=355,https://emasco.mohr.gov.my/masco/2511-04,http://data.europa.eu/esco/occupation/e1c72b5f-4c5c-487c-a6df-e84b64a51dae,title_case_with_protected_acronyms_and_product_spellings
M251201,Software Developer,251201,2512,2512.4,Software Developer,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,2020,2512-01,2512,2512.4,2512.4,Software Developer,2512.4,Software Developer,close_match,2512.4,retained_esco_occupation,2020_unique_preferred_title,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,exact_preferred_label,1,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,true,true,Not established,,M251201,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=355,https://emasco.mohr.gov.my/masco/2512-01,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1,title_case_with_protected_acronyms_and_product_spellings
M251219,Information Technology System Architect,251219,2512,2511.14,ICT System Architect,http://data.europa.eu/esco/occupation/e1c72b5f-4c5c-487c-a6df-e84b64a51dae,partial_proxy,low,"Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.",pending_low_confidence_review,false,2020,2512-19,2511,2511.14,,,2511.14,ICT System Architect,partial_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.823529,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,false,Not established,,M251202,title_variant,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=355,https://emasco.mohr.gov.my/masco/2512-02,http://data.europa.eu/esco/occupation/e1c72b5f-4c5c-487c-a6df-e84b64a51dae,title_case_with_protected_acronyms_and_product_spellings
M251243,Information System Executive,251243,2512,2522.1,ICT System Administrator,http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300,broader_proxy,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Information-system and infrastructure administration; grade/specialty varies.,auto_approved_medium_or_high_test_mapping,false,2020,2512-43,2522,2522.1,,,2522.1,ICT System Administrator,broader_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.431373,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M251203,title_variant,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356,https://emasco.mohr.gov.my/masco/2512-03,http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300,title_case_with_protected_acronyms_and_product_spellings
M251301,Website Developer,251301,2513,2513.5,Web Developer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d,close_match,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Web development.,auto_approved_medium_or_high_test_mapping,false,2020,2513-01,2513,2513.5,,,2513.5,Web Developer,close_match,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.866667,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,true,true,Not established,,M251301,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356,https://emasco.mohr.gov.my/masco/2513-01,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d,title_case_with_protected_acronyms_and_product_spellings
M251302,Internet/ Intranet Developer,251302,2513,2513.5,Web Developer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d,close_match,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Web development.,auto_approved_medium_or_high_test_mapping,false,2020,2513-02,2513,2513.5,,,2513.5,Web Developer,close_match,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.55,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,true,true,Not established,,M251302,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356,https://emasco.mohr.gov.my/masco/2513-02,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d,title_case_with_protected_acronyms_and_product_spellings
M251401,Computer Programmer,251401,2514,2512.4,Software Developer,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1,broader_proxy,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Software development; .NET/C/C++ language specialization is not separately inherited.,auto_approved_medium_or_high_test_mapping,false,2020,2514-01,2512,2512.4,,,2512.4,Software Developer,broader_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.689655,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M251401,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356,https://emasco.mohr.gov.my/masco/2514-01,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1,title_case_with_protected_acronyms_and_product_spellings
M251407,Systems Programmer,251407,2514,2511.15,ICT System Developer,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135,close_match,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.,auto_approved_medium_or_high_test_mapping,false,2020,2514-07,2511,2511.15,,,2511.15,ICT System Developer,close_match,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,exact_alternate_label,1,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M251402,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356,https://emasco.mohr.gov.my/masco/2514-02,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135,title_case_with_protected_acronyms_and_product_spellings
M251419,C/C++ Programmer,251419,2514,2512.4,Software Developer,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1,broader_proxy,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Software development; .NET/C/C++ language specialization is not separately inherited.,auto_approved_medium_or_high_test_mapping,false,2020,2514-19,2512,2512.4,,,2512.4,Software Developer,broader_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.833333,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M251403,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356,https://emasco.mohr.gov.my/masco/2514-03,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1,title_case_with_protected_acronyms_and_product_spellings
M251433,Computer Infrastructure Specialist,251433,2514,2522.1,ICT System Administrator,http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300,broader_proxy,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Information-system and infrastructure administration; grade/specialty varies.,auto_approved_medium_or_high_test_mapping,false,2020,2514-33,2522,2522.1,,,2522.1,ICT System Administrator,broader_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.37931,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M251404,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357,https://emasco.mohr.gov.my/masco/2514-04,http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300,title_case_with_protected_acronyms_and_product_spellings
M251434,User Interface (UI)/ Gameplay Coders,251434,2514,2512.5,User Interface Developer,http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,partial_proxy,low,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: User-interface programming component selected; gameplay development is not fully represented.,pending_low_confidence_review,false,2020,2514-34,2512,2512.5,,,2512.5,User Interface Developer,partial_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.689655,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,false,Not established,,M251405,title_variant,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357,https://emasco.mohr.gov.my/masco/2514-05,http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,title_case_with_protected_acronyms_and_product_spellings
M251902,Systems Tester,251902,2519,2519.7.4,ICT System Tester,http://data.europa.eu/esco/occupation/52d5edc9-7902-4cd3-8b06-6bd77c98d440,close_match,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.,auto_approved_medium_or_high_test_mapping,false,2020,2519-02,2519,2519.7.4,,,2519.7.4,ICT System Tester,close_match,2519.7.4,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,exact_alternate_label,1,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,true,true,Not established,,M251901,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357,https://emasco.mohr.gov.my/masco/2519-01,http://data.europa.eu/esco/occupation/52d5edc9-7902-4cd3-8b06-6bd77c98d440,title_case_with_protected_acronyms_and_product_spellings
M251916,Information Technology Auditor,251916,2519,2511.18,IT Auditor,http://data.europa.eu/esco/occupation/cdd3d773-75a4-4f35-bd1d-1ac720afcf9d,close_match,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.,auto_approved_medium_or_high_test_mapping,false,2020,2519-16,2511,2511.18,,,2511.18,IT Auditor,close_match,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,exact_alternate_label,1,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M251902,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357,https://emasco.mohr.gov.my/masco/2519-02,http://data.europa.eu/esco/occupation/cdd3d773-75a4-4f35-bd1d-1ac720afcf9d,title_case_with_protected_acronyms_and_product_spellings
M252101,Database Architect,252101,2521,2521.2,Database Designer,http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427,close_match,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.,auto_approved_medium_or_high_test_mapping,false,2020,2521-01,2521,2521.2,,,2521.2,Database Designer,close_match,2521.2,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,exact_alternate_label,1,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,true,true,Not established,,M252101,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357,https://emasco.mohr.gov.my/masco/2521-01,http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427,title_case_with_protected_acronyms_and_product_spellings
M252103,Database Administrator,252103,2521,2521.1,Database Administrator,http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,2020,2521-03,2521,2521.1,,,2521.1,Database Administrator,close_match,2521.1,retained_esco_occupation,2020_unique_preferred_title,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,exact_preferred_label,1,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,true,true,Not established,,M252102,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357,https://emasco.mohr.gov.my/masco/2521-02,http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,title_case_with_protected_acronyms_and_product_spellings
M252108,Oracle Database Specialist,252108,2521,2521.1,Database Administrator,http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,broader_proxy,medium,Oracle Database Specialist performs administration and maintenance. Database Administrator is the broader vendor-neutral counterpart; no Oracle-specific skill completeness is claimed.,auto_approved_medium_or_high_test_mapping,false,2020,2521-08,2521,2521.1,,,2521.1,Database Administrator,inherited_test_proxy,,retained_esco_occupation,2020_title_and_duty_review,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.553191,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,true,true,Not established,,M252105,reviewed_functional_equivalent,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357,https://emasco.mohr.gov.my/masco/2521-05,http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,title_case_with_protected_acronyms_and_product_spellings
