"role_id","masco_code","role_title","previous_esco_code","previous_esco_title","chosen_esco_code","chosen_esco_title","esco_code_changed","previous_mapping_relation","mapping_relation","mapping_method","rationale"
"M252214","252214","Computer Support Engineer","3512.4","ICT Technician","3512.4","ICT Technician","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ICT user support and system troubleshooting; engineer/officer/assistant rank is not inferred."
"M252215","252215","Information Technology Technical Specialist","3512.4","ICT Technician","3512.4","ICT Technician","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ICT user support and system troubleshooting; engineer/officer/assistant rank is not inferred."
"M252222","252222","Cloud Computing Solution Architect","2512.6","Cloud Architect","2512.6","Cloud Architect","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M252238","252238","Geographic Information Systems (GIS) Officer","2165.3","Geographic Information Systems Specialist","2165.3","Geographic Information Systems Specialist","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M252311","252311","Network Specialist","2522.1.1","ICT Network Administrator","2522.1.1","ICT Network Administrator","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M252401","252401","Data Scientist","2511.4","Data Scientist","2511.4","Data Scientist","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M252403","252403","Data Analyst","2511.3","Data Analyst","2511.3","Data Analyst","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M252406","252406","Data Architect","2521.2","Database Designer","2521.2","Database Designer","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Data architecture/database design is an ESCO alternate label; corrects the older ICT-system-analyst assignment."
"M252411","252411","Machine Learning Engineer","2511.11","Artificial Intelligence Engineer","2511.11","Artificial Intelligence Engineer","false","inherited_test_proxy","close_match","2020_title_and_duty_review","Machine Learning Engineer is an ESCO alternate label of Artificial Intelligence Engineer and fits the compared engineering duties."
"M252413","252413","Artificial Intelligence Engineer (AI)","2511.11","Artificial Intelligence Engineer","2511.11","Artificial Intelligence Engineer","false","inherited_test_proxy","close_match","2020_title_and_duty_review","Artificial Intelligence Engineer (AI) matches the ESCO preferred occupation after the explanatory acronym; this is no longer only a combined-role inheritance."
"M253102","253102","Cybersecurity Executive","2529.8","Cybersecurity Risk Manager","2529.8","Cybersecurity Risk Manager","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Cybersecurity risk, governance and vulnerability analysis; incident-response duties and seniority may differ."
"M253103","253103","Digital Forensic Specialist","2529.2","Digital Forensics Expert","2529.2","Digital Forensics Expert","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M253120","253120","Information Security Officer","2529.6","ICT Security Administrator","2529.6","ICT Security Administrator","false","broader_proxy","broader_proxy","2020_ambiguous_alias_rejected","Information Security Officer does not automatically imply chief/executive ICT security authority. Retain the earlier duty-based ESCO proxy after the fresh 2020 retrieval."
"M253130","253130","Cybersecurity Analyst","2529.8","Cybersecurity Risk Manager","2529.8","Cybersecurity Risk Manager","false","partial_proxy","partial_proxy","2020_ambiguous_alias_rejected","Cybersecurity analysis is not restricted to digital forensic evidence examination. Retain the earlier duty-based ESCO proxy after the fresh 2020 retrieval."
"M253131","253131","Test Analyst (Information Technology)","2519.6","ICT Test Analyst","2519.6","ICT Test Analyst","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M253136","253136","Security Infrastructure Engineer","2529.6","ICT Security Administrator","2529.6","ICT Security Administrator","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Security infrastructure, controls and administration; no chief-level authority is inferred."
"M253139","253139","Internet Safety Evaluater","2513.4","Web Content Manager","2513.4","Web Content Manager","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Online-content review/moderation component; content management is only a proxy and does not establish safety-evaluator equivalence."
"M254110","254110","Compositor/Composite artist","2166.13","Special Effects Artist","2166.13","Special Effects Artist","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Digital compositing and visual-effects work."
"M254112","254112","Scriptwriter / Screenwriter","2641.4.2","Script Writer","2641.4.2","Script Writer","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M254116","254116","Digital Artist","2166.5","Digital Artist","2166.5","Digital Artist","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M254120","254120","Multimedia Artist","2166.7","Digital Media Designer","2166.5","Digital Artist","true","inherited_test_proxy","broader_proxy","2020_title_and_duty_review","The separated Multimedia Artist produces digital visual artwork across media. Digital Artist is the broader artistic profile; specialist animation and media-production skills may be incomplete."
"M254126","254126","Visualization Specialist","2166.7","Digital Media Designer","2166.7","Digital Media Designer","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Digital visual/media design; visualization and multidisciplinary design specialties need enrichment."
"M254127","254127","Computer Specialist","3512.4","ICT Technician","3512.4","ICT Technician","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: D11 profile is system maintenance and ICT user support, not theoretical computer science."
"M254128","254128","Story Content Writer","2641.4","Writer","2641.4","Writer","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Story/content writing."
"M254201","254201","Game Designer (Digital)","2166.6","Digital Games Designer","2166.6","Digital Games Designer","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M254203","254203","QA Tester/Game Tester (Digital)","2519.7.1","Digital Games Tester","2519.7.1","Digital Games Tester","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M254204","254204","Game Producer (Digital)","1223.2.1.3","Games Development Manager","1223.2.1.3","Games Development Manager","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Games production and development management."
"M254206","254206","3D Artist","2166.1","3D Modeller","2166.1","3D Modeller","false","inherited_test_proxy","partial_proxy","2020_title_and_duty_review","3D Artist is an ESCO alternate label of 3D Modeller. Modelling covers only part of the inherited generalist role, which also includes lighting, animation and effects; retain partial status."
"M254209","254209","Concept Artist","2166.5","Digital Artist","2166.5","Digital Artist","false","broader_proxy","broader_proxy","2020_ambiguous_alias_rejected","Digital concept-art creation is different from conceptual fine art. Retain the earlier duty-based ESCO proxy after the fresh 2020 retrieval."
"M254210","254210","Technical Artist","2166.5","Digital Artist","2166.5","Digital Artist","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Digital-art production proxy; technical pipeline, shaders and programming need enrichment."
"M254211","254211","Art director","2431.7","Creative Director","2654.1","Art Director","true","inherited_test_proxy","close_match","2020_title_and_duty_review","Art director is now the precise 2020 identity. Its visual-layout and artistic-team duties match ESCO Art Director, replacing the inherited Creative Director profile."
"M254215","254215","Graphics Programmer","2513.1","Digital Games Developer","2513.1","Digital Games Developer","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Games graphics programming; a software occupation is used, not graphic design."
"M254217","254217","Graphics Creator","2166.9","Graphic Designer","2166.9","Graphic Designer","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M254301","254301","Web Designer","2166.15","Web Designer","2166.15","Web Designer","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M254302","254302","Graphic Designer","2166.9","Graphic Designer","2166.9","Graphic Designer","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M254305","254305","Multimedia Designer","2166.7","Digital Media Designer","2166.7","Digital Media Designer","false","inherited_test_proxy","broader_proxy","2020_title_and_duty_review","Multimedia Designer creates visual and interactive media. Digital Media Designer is a broader cross-media counterpart; no automatic restriction to web design is made."
"M254314","254314","UX Designer (User Experience)","2513.3","User Interface Designer","2513.3","User Interface Designer","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Interface design component of UX; user research and broader service experience are not fully covered."
"M254316","254316","Digital Designer","2166.7","Digital Media Designer","2166.7","Digital Media Designer","false","broader_proxy","broader_proxy","2020_ambiguous_alias_rejected","Digital design spans media; the Web Designer alias is narrower. Retain the earlier duty-based ESCO proxy after the fresh 2020 retrieval."
"M254317","254317","Creative Team Leader","2431.7","Creative Director","2431.7","Creative Director","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Creative direction; composite performing-media roles need further specialization."
"M254318","254318","Character Rigger","2166.3.1","3D Animator","2166.3.1","3D Animator","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Character deformation/rigging in 3D animation; not physical rigging or desktop publishing."
"M261907","261907","Coroner","2619.2","Coroner","2619.2","Coroner","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M282203","282203","Archaeologist","2632.2","Archaeologist","2632.2","Archaeologist","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M282204","282204","Geographer","2632.5","Geographer","2632.5","Geographer","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M282206","282206","Criminologist","2632.4","Criminologist","2632.4","Criminologist","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M282404","282404","Clinical Psychologist","2634.2.1","Clinical Psychologist","2634.2.1","Clinical Psychologist","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M282407","282407","Psychotherapist","2634.2.4","Psychotherapist","2634.2.4","Psychotherapist","false","inherited_test_proxy","close_match","2020_title_and_duty_review","Psychotherapist is an exact ESCO preferred occupation and the inherited mental-health treatment description supports it."
"M291603","291603","Industrial Relations Officer Grade S41","2423.4","Labour Relations Officer","2423.4","Labour Relations Officer","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M291608","291608","Maritime Superintendent Officer Grade T13","5419.3","Coastguard Watch Officer","5419.3","Coastguard Watch Officer","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Coastguard maritime safety, monitoring and search/rescue; Malaysian superintendent command and enforcement authority need enrichment."
"M311101","311101","Laboratory Assistant Grade C19","3141.2","Scientific Laboratory Technician","3141.2","Scientific Laboratory Technician","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M311102","311102","Research Assistant Grade Q19","2310.1.41","University Research Assistant","2310.1.41","University Research Assistant","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M311105","311105","Geophysics Technician","3111.4","Geology Technician","3111.4","Geology Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M311106","311106","Chemistry Technician","3111.1","Chemistry Technician","3111.1","Chemistry Technician","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M311107","311107","Physics Science Laboratory Technician","3111.11","Physics Technician","3111.11","Physics Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M311108","311108","Physical Science Technician","3111.11","Physics Technician","3111.11","Physics Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M311110","311110","Chemistry Laboratory Assistant","3111.1","Chemistry Technician","3111.1","Chemistry Technician","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M311112","311112","Soil Technician","3111.14","Soil Surveying Technician","3111.14","Soil Surveying Technician","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M311114","311114","Meteorological Technician","3111.8","Meteorology Technician","3111.8","Meteorology Technician","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M311116","311116","Geological Technician","3111.4","Geology Technician","3111.4","Geology Technician","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Geological technical work."
"M311120","311120","Oceanography Technician","3111.5","Hydrographic Surveying Technician","3111.5","Hydrographic Surveying Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Marine/hydrographic measurement; biological and chemical oceanography are not fully covered."
"M311125","311125","Climate Service Technician","3111.8","Meteorology Technician","3111.8","Meteorology Technician","false","inherited_test_proxy","broader_proxy","2020_title_and_duty_review","Climate Service Technician supports weather/climate measurement and data. Meteorology Technician is the broader functional counterpart, not heating-system service."
"M311132","311132","Laboratory Technician","3141.2","Scientific Laboratory Technician","3141.2","Scientific Laboratory Technician","false","broader_proxy","broader_proxy","2020_ambiguous_alias_rejected","Generic laboratory work is not automatically bacteriology. Retain the earlier duty-based ESCO proxy after the fresh 2020 retrieval."
"M311133","311133","Assistant Meteorological Officer Grade C29","3111.8","Meteorology Technician","3111.8","Meteorology Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M311136","311136","Assistant Scientific Officer Grade C29","3141.2","Scientific Laboratory Technician","3141.2","Scientific Laboratory Technician","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: General scientific laboratory work, not an arbitrary bacteriology specialty."
"M311137","311137","Assistant Research Officer Grade Q29","2310.1.41","University Research Assistant","2310.1.41","University Research Assistant","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M311202","311202","Civil Engineering Technician","3112.1","Civil Engineering Technician","3112.1","Civil Engineering Technician","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M311204","311204","Civil Engineering Estimator","2149.14","Quantity Surveyor","2149.14","Quantity Surveyor","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Construction quantities/cost estimates; chartered/professional scope may exceed technician."
"M311208","311208","Engineering Designer","3118.3.4","Civil Drafter","3118.3.4","Civil Drafter","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Civil design drafting; engineering design responsibility may differ."
"M311209","311209","Civil Engineering Supervisor","3123.1","Construction General Supervisor","3123.1","Construction General Supervisor","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Construction-site supervision."
"M311210","311210","Tunnel Boring Machine Technician","8113.8","Tunnel Boring Machine Operator","8113.8","Tunnel Boring Machine Operator","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M311211","311211","Building Inspector","3112.1.2","Building Inspector","3112.1.2","Building Inspector","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M311212","311212","Geotechnical Technician","3117.2","Geotechnician","3117.2","Geotechnician","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Geotechnical support."
"M311213","311213","Fire Inspector","3112.1.6","Fire Inspector","3112.1.6","Fire Inspector","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M311214","311214","Surveying Technician","3112.10","Surveying Technician","3112.10","Surveying Technician","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M311217","311217","Process Instrument Technician","3114.1.4","Instrumentation Engineering Technician","3114.1.4","Instrumentation Engineering Technician","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Process instrumentation; not musical-instrument work."
"M311219","311219","Assistant Engineer Grade JA29","3112.8","Engineering Assistant","3112.8","Engineering Assistant","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M311225","311225","Assistant Civil Engineer","3112.8","Engineering Assistant","3112.8","Engineering Assistant","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M311226","311226","Operation Technician","3115.1.16","Production Engineering Technician","3115.1.16","Production Engineering Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M311227","311227","Green Building Facilities Maintenance Technician","5153.1","Building Caretaker","5153.1","Building Caretaker","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Building maintenance/caretaking proxy; green-building systems and technical energy expertise need enrichment."
"M311230","311230","Assistant Engineer Maintenance","3115.1.6","Industrial Maintenance Supervisor","3115.1.6","Industrial Maintenance Supervisor","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Industrial maintenance coordination; assistant-engineer versus supervisor scope differs."
"M311232","311232","Assistant Quantity Surveyor Grade JA29","2149.14","Quantity Surveyor","2149.14","Quantity Surveyor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Quantity-surveying function; assistant grade is not separately represented."
"M311233","311233","Quantity Surveyor Assistant","2149.14","Quantity Surveyor","2149.14","Quantity Surveyor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Quantity-surveying function; assistant grade is not separately represented."
"M311237","311237","Assistant Building Surveyor Grade J29","3315.8","Real Estate Surveyor","3315.8","Real Estate Surveyor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Building/property surveying function; assistant grade is not separate."
"M311301","311301","Electrical Engineering Technician","3113.1","Electrical Engineering Technician","3113.1","Electrical Engineering Technician","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
