"role_id","role_title","masco_code","masco_unit_group_code","chosen_esco_code","chosen_esco_title","chosen_esco_uri","mapping_relation","mapping_confidence","mapping_rationale","review_status","production_ready","masco_code_printed","chosen_esco_isco_group","d11_esco_code","d11_esco_comparison_codes","d11_esco_comparison_titles","previous_d13_esco_code","previous_d13_mapping_status","change_type","mapping_status","mapping_method","mapping_authority","title_match_type","title_match_score","score_interpretation","same_four_digit_group","use_in_role_skills","specialty_skills_complete","coverage_note","source_quality_flag","masco_source_url","esco_source_url"
"M251402","Systems Programmer","251402","2514","2511.15","ICT system developer","http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","assistant_drafted_pending_domain_validation","False","2514-02","2511","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_alternate_label","1","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2514-02","http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135"
"M251403","C/C++ Programmer","251403","2514","2512.4","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","broader_proxy","medium","Software development; .NET/C/C++ language specialization is not separately inherited.","assistant_drafted_pending_domain_validation","False","2514-03","2512","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.833333","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2514-03","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1"
"M251404","Computer Infrastructure Specialist","251404","2514","2522.1","ICT system administrator","http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300","broader_proxy","medium","Information-system and infrastructure administration; grade/specialty varies.","assistant_drafted_pending_domain_validation","False","2514-04","2522","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.37931","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2514-04","http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300"
"M251405","User Interface (UI)/Gameplay Coder","251405","2514","2512.5","user interface developer","http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c","partial_proxy","low","User-interface programming component selected; gameplay development is not fully represented.","assistant_drafted_pending_domain_validation","False","2514-05","2512","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.690909","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2514-05","http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c"
"M251901","Systems Tester","251901","2519","2519.7.4","ICT system tester","http://data.europa.eu/esco/occupation/52d5edc9-7902-4cd3-8b06-6bd77c98d440","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","assistant_drafted_pending_domain_validation","False","2519-01","2519","","","","2519.7.4","unique_exact_alternate_title_same_isco_group","retained_mapping","project_close_match","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_alternate_label","1","Lexical similarity, not probability or equivalence confidence","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2519-01","http://data.europa.eu/esco/occupation/52d5edc9-7902-4cd3-8b06-6bd77c98d440"
"M251902","Information Technology Auditor","251902","2519","2511.18","IT auditor","http://data.europa.eu/esco/occupation/cdd3d773-75a4-4f35-bd1d-1ac720afcf9d","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","assistant_drafted_pending_domain_validation","False","2519-02","2511","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_alternate_label","1","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2519-02","http://data.europa.eu/esco/occupation/cdd3d773-75a4-4f35-bd1d-1ac720afcf9d"
"M251903","Machine Learning/Artificial Intelligence (AI) Engineer","251903","2519","2511.11","artificial intelligence engineer","http://data.europa.eu/esco/occupation/35553663-deab-4d9a-bf22-15c1625d28e8","broader_proxy","medium","AI/machine-learning engineering overlap.","assistant_drafted_pending_domain_validation","False","2519-03","2511","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.761905","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2519-03","http://data.europa.eu/esco/occupation/35553663-deab-4d9a-bf22-15c1625d28e8"
"M252101","Database Architect","252101","2521","2521.2","database designer","http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","assistant_drafted_pending_domain_validation","False","2521-01","2521","","","","2521.2","unique_exact_alternate_title_same_isco_group","retained_mapping","project_close_match","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_alternate_label","1","Lexical similarity, not probability or equivalence confidence","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2521-01","http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427"
"M252102","Database Administrator","252102","2521","2521.1","database administrator","http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False","2521-02","2521","","","","2521.1","unique_exact_preferred_title_same_isco_group","retained_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Lexical similarity, not probability or equivalence confidence","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2521-02","http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc"
"M252105","Oracle Database Administrator","252105","2521","2521.1","database administrator","http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc","broader_proxy","medium","Database administration; Oracle specialization requires local enrichment.","assistant_drafted_pending_domain_validation","False","2521-05","2521","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.862745","Lexical similarity, not probability or equivalence confidence","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2521-05","http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc"
"M252201","Information Systems Officer","252201","2522","2522.1","ICT system administrator","http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300","broader_proxy","medium","Information-system and infrastructure administration; grade/specialty varies.","assistant_drafted_pending_domain_validation","False","2522-01","2522","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.509804","Lexical similarity, not probability or equivalence confidence","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2522-01","http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300"
"M252202","Information Technology Support Officer","252202","2522","3512.4","ICT technician","http://data.europa.eu/esco/occupation/3e7bf729-4442-4b9f-ad5e-83111963795c","broader_proxy","medium","ICT user support and system troubleshooting; engineer/officer/assistant rank is not inferred.","assistant_drafted_pending_domain_validation","False","2522-02","3512","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.558824","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2522-02","http://data.europa.eu/esco/occupation/3e7bf729-4442-4b9f-ad5e-83111963795c"
"M252203","Computer Support Engineer","252203","2522","3512.4","ICT technician","http://data.europa.eu/esco/occupation/3e7bf729-4442-4b9f-ad5e-83111963795c","broader_proxy","medium","ICT user support and system troubleshooting; engineer/officer/assistant rank is not inferred.","assistant_drafted_pending_domain_validation","False","2522-03","3512","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.594595","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2522-03","http://data.europa.eu/esco/occupation/3e7bf729-4442-4b9f-ad5e-83111963795c"
"M252204","Information Technology Technical Specialist","252204","2522","3512.4","ICT technician","http://data.europa.eu/esco/occupation/3e7bf729-4442-4b9f-ad5e-83111963795c","broader_proxy","medium","ICT user support and system troubleshooting; engineer/officer/assistant rank is not inferred.","assistant_drafted_pending_domain_validation","False","2522-04","3512","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.657534","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2522-04","http://data.europa.eu/esco/occupation/3e7bf729-4442-4b9f-ad5e-83111963795c"
"M252205","Cloud Computing Solution Architect","252205","2522","2512.6","cloud architect","http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False","2522-05","2512","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.612245","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2522-05","http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb"
"M252209","Geographic Information Systems (GIS) Officer","252209","2522","2165.3","geographic information systems specialist","http://data.europa.eu/esco/occupation/9af8907f-56a7-4170-83b1-3c6ba0997cfa","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False","2522-09","2165","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.875","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2522-09","http://data.europa.eu/esco/occupation/9af8907f-56a7-4170-83b1-3c6ba0997cfa"
"M252211","Information Technology Officer Grade F9","252211","2522","2511.13","ICT system analyst","http://data.europa.eu/esco/occupation/a6a0b60f-08da-4faa-bf54-942987efb471","broader_proxy","medium","ICT feasibility, analysis, design and implementation; not chief-information-officer authority.","assistant_drafted_pending_domain_validation","False","2522-11","2511","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.340426","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2522-11","http://data.europa.eu/esco/occupation/a6a0b60f-08da-4faa-bf54-942987efb471"
"M252301","Network Specialist","252301","2523","2522.1.1","ICT network administrator","http://data.europa.eu/esco/occupation/81480b40-a318-47f3-9b2c-56b69ed67d95","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","assistant_drafted_pending_domain_validation","False","2523-01","2522","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_alternate_label","1","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2523-01","http://data.europa.eu/esco/occupation/81480b40-a318-47f3-9b2c-56b69ed67d95"
"M252401","Data Scientist","252401","2524","2511.4","data scientist","http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False","2524-01","2511","2511.4","2511.4","data scientist","2511.4","d11_existing_esco_code","retained_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2524-01","http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30"
"M252402","Data Analyst","252402","2524","2511.3","data analyst","http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False","2524-02","2511","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2524-02","http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2"
"M252403","Data Architect","252403","2524","2521.2","database designer","http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427","close_match","medium","Data architecture/database design is an ESCO alternate label; corrects the older ICT-system-analyst assignment.","assistant_drafted_pending_domain_validation","False","2524-03","2521","2511.13","2511.13;2511.3;2511.12;2511.19","ICT system analyst;data analyst;ICT research consultant;user experience analyst","2511.13","d11_existing_esco_code","corrected_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_alternate_label","1","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2524-03","http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427"
"M253101","Cybersecurity Executive","253101","2531","2529.8","cybersecurity risk manager","http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f","partial_proxy","low","Cybersecurity risk, governance and vulnerability analysis; incident-response duties and seniority may differ.","assistant_drafted_pending_domain_validation","False","2531-01","2529","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.723404","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2531-01","http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f"
"M253102","Digital Forensic Specialist","253102","2531","2529.2","digital forensics expert","http://data.europa.eu/esco/occupation/0c448a27-10ec-43ba-b880-d9938bade424","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False","2531-02","2529","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.981818","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2531-02","http://data.europa.eu/esco/occupation/0c448a27-10ec-43ba-b880-d9938bade424"
"M253103","Information Security Officer","253103","2531","2529.6","ICT security administrator","http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7","broader_proxy","medium","Security infrastructure, controls and administration; no chief-level authority is inferred.","assistant_drafted_pending_domain_validation","False","2531-03","2529","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.741935","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2531-03","http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7"
"M253104","Cybersecurity Analyst","253104","2531","2529.8","cybersecurity risk manager","http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f","partial_proxy","low","Cybersecurity risk, governance and vulnerability analysis; incident-response duties and seniority may differ.","assistant_drafted_pending_domain_validation","False","2531-04","2529","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.857143","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2531-04","http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f"
"M253105","Test Analyst (Information Technology)","253105","2531","2519.6","ICT test analyst","http://data.europa.eu/esco/occupation/0ab5c12c-c1c1-4772-8345-aa287d0e391d","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False","2531-05","2519","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.48","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2531-05","http://data.europa.eu/esco/occupation/0ab5c12c-c1c1-4772-8345-aa287d0e391d"
"M253106","Security Infrastructure Engineer","253106","2531","2529.6","ICT security administrator","http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7","broader_proxy","medium","Security infrastructure, controls and administration; no chief-level authority is inferred.","assistant_drafted_pending_domain_validation","False","2531-06","2529","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.561404","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2531-06","http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7"
"M253107","Internet Safety Evaluator","253107","2531","2513.4","web content manager","http://data.europa.eu/esco/occupation/a74f6c51-37e5-423e-aa5b-044e98663027","partial_proxy","low","Online-content review/moderation component; content management is only a proxy and does not establish safety-evaluator equivalence.","assistant_drafted_pending_domain_validation","False","2531-07","2513","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.55","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2531-07","http://data.europa.eu/esco/occupation/a74f6c51-37e5-423e-aa5b-044e98663027"
"M254101","Compositor/Composite Artist","254101","2541","2166.13","special effects artist","http://data.europa.eu/esco/occupation/b1c0714d-77f1-4732-8fd8-9f0739fb9974","broader_proxy","medium","Digital compositing and visual-effects work.","assistant_drafted_pending_domain_validation","False","2541-01","2166","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.5","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2541-01","http://data.europa.eu/esco/occupation/b1c0714d-77f1-4732-8fd8-9f0739fb9974"
"M254102","Scriptwriter / Screenwriter","254102","2541","2641.4.2","script writer","http://data.europa.eu/esco/occupation/ebe936e2-64e7-4777-94d6-42caa5a12409","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False","2541-02","2641","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.631579","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2541-02","http://data.europa.eu/esco/occupation/ebe936e2-64e7-4777-94d6-42caa5a12409"
"M254103","Digital Artist","254103","2541","2166.5","digital artist","http://data.europa.eu/esco/occupation/d5c4ab26-c293-4f4d-ad89-fe776f49a67f","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False","2541-03","2166","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2541-03","http://data.europa.eu/esco/occupation/d5c4ab26-c293-4f4d-ad89-fe776f49a67f"
"M254104","Multimedia Designer/Artist/Animator","254104","2541","2166.7","digital media designer","http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb","broader_proxy","medium","Digital visual/media design; visualization and multidisciplinary design specialties need enrichment.","assistant_drafted_pending_domain_validation","False","2541-04","2166","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.612903","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2541-04","http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb"
"M254105","Visualization Specialist","254105","2541","2166.7","digital media designer","http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb","broader_proxy","medium","Digital visual/media design; visualization and multidisciplinary design specialties need enrichment.","assistant_drafted_pending_domain_validation","False","2541-05","2166","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.382979","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2541-05","http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb"
"M254106","Computer Specialist","254106","2541","3512.4","ICT technician","http://data.europa.eu/esco/occupation/3e7bf729-4442-4b9f-ad5e-83111963795c","broader_proxy","medium","D11 profile is system maintenance and ICT user support, not theoretical computer science.","assistant_drafted_pending_domain_validation","False","2541-06","3512","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.722222","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2541-06","http://data.europa.eu/esco/occupation/3e7bf729-4442-4b9f-ad5e-83111963795c"
"M254107","Story Content Writer","254107","2541","2641.4","writer","http://data.europa.eu/esco/occupation/b06a1dde-e5a1-4219-9491-2bedd0282e4b","close_match","medium","Story/content writing.","assistant_drafted_pending_domain_validation","False","2541-07","2641","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.580645","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2541-07","http://data.europa.eu/esco/occupation/b06a1dde-e5a1-4219-9491-2bedd0282e4b"
