"role_id","role_title","masco_code","masco_unit_group_code","chosen_esco_code","chosen_esco_title","chosen_esco_uri","mapping_relation","mapping_confidence","mapping_rationale","review_status","production_ready","cleaned_masco_title","masco_description","masco_tasks","esco_description","esco_alternate_labels","matched_esco_label","matched_label_type","retrieval_score","retrieval_score_is_probability","source_quality_flag","masco_source_url","esco_source_url"
"M311811","Assistant Urban and Rural Planning Officer Grade JA7","311811","3118","2164.4","urban planner","http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False","Assistant Urban and Rural Planning Officer","Assistant Urban and Rural Planning Officer Grade JA7 responsible for preparing information, plans, reports, and technical reviews for urban development planning, infrastructure, utilities, transportation, and telecommunications, including coordination of project budgets, development of GIS databases, production of urban maps, proposals for programs and projects, planning studies, preparation of policy papers, and organisation of seminars and colloquium, as well as performing other duties as directed.","Preparing and reviewing working drawings and specifications made by engineers and designers for the manufacture, installation and erection of equipment and machinery, or for construction, modification, maintenance and repair of buildings, dams, bridges, roads and other architectural and civil engineering projects. Tracing and preparing drawings (plans) with complete specifications as per the specifications laid down. Performing field work for the project site and field information collection, tracing for the preparation of landscape plans and landscape construction drawing, preparation of drawings and illustrations of landscape development projects and proposals. Assisting in the work of landscape development project management, carrying out fieldwork for the management and maintenance of landscape as well as recording and documentation for implementation of landscape development. Conducting site study (land use, socio-economic survey, preparing plan for policy, landscape, village study and providing information on land use). Operating the digitising table or similar equipment to transfer the hard copy representation of working drawings, maps and other curves into digital form. Capturing topographical data in analogue or digital form using stereo instruments to prepare and revise topographical, hydrographic, utility and other thematic maps. Preparing and revising illustrations for reference, brochures and technical manuals dealing with the assembly, installation, operation, maintenance and repair of machinery and other equipment. Copying drawings and paintings onto stone or metal plates for printing. Supervising, scheduling and monitoring the tasks of other workers. Performing related tasks.","Urban planners create development plans for towns, urban areas, cities, and regions. They research the needs of the community or the region (economic, social, transport) and evaluate other parameters such as sustainability in order to present solid programs aimed at the improvement of the site.","city planner
urban planning engineer
smart city planner
town planner
country planner
regional planner","urban planning engineer","alternate","0.5826","False","","https://emasco.mohr.gov.my/masco/3118-11","http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804"
"M311901","Engineering Technician (Production)","311901","3119","3115.1.16","production engineering technician","http://data.europa.eu/esco/occupation/11833a96-fc27-4b03-a53d-892ac891a2bb","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False","Engineering Technician (Production)","Engineering Technician (Production) performs technical and practical tasks to support manufacturing and industrial processes. They assist engineers in operating, maintaining, and troubleshooting machinery and production systems, ensuring processes run efficiently, safely, and meet quality standards, performing specialised tasks such as cutting, painting, dyeing, or assembling electronic components, and contributing to process improvements, monitoring output, and coordinating production activities to maintain smooth and continuous operations.","Assist in installing, maintaining, and repairing production machinery and equipment. Conduct routine inspections, preventive maintenance, and troubleshooting to ensure equipment operates efficiently. Assist in setting up, calibrating, and operating machinery according to specifications under supervision. Monitor production processes and equipment performance under supervision to detect irregularities. Collect, record, and analyse production and maintenance data to support process improvements. Perform tests and inspections to support quality control and ensure compliance with specifications. Assist engineers and production staff in resolving operational issues and supporting process improvements. Ensure adherence to health, safety, and environmental regulations in all production and maintenance tasks. Manage tools, materials, and machine components, maintaining equipment cleanliness and operational readiness.","Production engineering technicians plan production, follow up production processes and develop and test solutions to solve technical problems. They work closely with engineers and technologists, inspect products, conduct tests, and collect data.","production engineering testing coordinator
production engineering inspection supervisor
production engineering inspection mechanic
production engineering co-ordinator
data collection technician
production engineering maintenance co-ordinator
production engineering inspection inspector
production engineering mechanic
production maintenance inspector
production engineering coordinator
production engineering instrument mechanic
production engineering supervisor
production engineering test inspector","production engineering technician","preferred","0.875816","False","","https://emasco.mohr.gov.my/masco/3119-01","http://data.europa.eu/esco/occupation/11833a96-fc27-4b03-a53d-892ac891a2bb"
"M311902","Quality Assurance Engineering Technician","311902","3119","3119.16","quality engineering technician","http://data.europa.eu/esco/occupation/998a0bf4-b1be-42ab-aee5-0096c9be3319","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False","Quality Assurance Engineering Technician","Quality Assurance Engineering Technician performs technical work to support industrial and manufacturing processes, including production, assembly, and maintenance. They inspect, test, and analyse products and materials to ensure compliance with quality standards, assist in developing quality control procedures, and support audits and process improvements, ensuring products meet regulatory and customer requirements while promoting efficiency, safety, and continuous improvement in production.","Perform routine inspections and tests on raw materials, in-process items, and finished products. Document inspection results and prepare reports for quality management. Maintain, calibrate, and ensure proper functioning of testing equipment. Assist in conducting internal and external quality audits under supervision. Identify non-conformities and support corrective actions under guidance. Assist production teams in maintaining product quality and preventing defects. Assist in following and supporting quality control procedures and inspection standards. Ensure adherence to safety and environmental regulations in all quality processes. Operate testing instruments under supervision.","Quality engineering technicians work with quality engineers or managers to analyse and solve quality problems and improve productivity. They examine machines for imperfections and inspect products to make sure they meet the standards. They also provide personnel with training in inspection techniques and prepare inspection plans.","battery quality technician
quality technologist
quality technology specialist
quality specialist
quality technician
quality technology expert
quality expert","quality engineering technician","preferred","0.897295","False","","https://emasco.mohr.gov.my/masco/3119-02","http://data.europa.eu/esco/occupation/998a0bf4-b1be-42ab-aee5-0096c9be3319"
"M311904","Food Processing Technician","311904","3119","3119.5","food technician","http://data.europa.eu/esco/occupation/afee6a28-f654-4ac7-a665-f758616bc689","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False","Food Processing Technician","Food Processing Technician performs technical tasks to support food scientists and production teams in ensuring the safety, quality, and efficiency of food products. They monitor and maintain processing equipment, assist with quality and safety testing, troubleshoot operational issues, and help optimise production processes, ensuring compliance with food safety regulations and industry standards.","Monitor and operate food processing equipment under supervision to ensure smooth production. Inspect raw materials and finished products for quality and safety. Conduct basic tests on products, including colour, moisture, and nutrient content, under guidance. Maintain hygiene and sanitation in the production area according to safety standards. Assist in calibration and routine maintenance of food processing machinery. Collect and record production data accurately for reporting. Ensure all processes comply with food safety standards. Assist in troubleshooting equipment and process issues under supervision. Handle, process, and store raw materials and finished products according to procedures.","Food technicians assist food technologists in the deveolpment of processes for manufacturing foodstuffs and related products based on chemical, physical, and biological principles. They perform research and experiments on ingredients, additives and packaging. Food technicians also check product quality to ensure compliance with legislation and regulations.","food tech specialist
technician for sustainable food industry
food technology specialist
food technology expert
food tech expert","food technician","preferred","0.894149","False","","https://emasco.mohr.gov.my/masco/3119-04","http://data.europa.eu/esco/occupation/afee6a28-f654-4ac7-a665-f758616bc689"
"M311905","Crankshaft Grinding Technician","311905","3119","7223.4.2","grinding machine operator","http://data.europa.eu/esco/occupation/1d8545df-e3d8-4ece-9449-0f2940e97e7c","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False","Crankshaft Grinding Technician","Crankshaft Grinding Technician specialises in the precision grinding, machining, and reconditioning of crankshafts for automotive engines and heavy machinery. They operate and maintain grinding equipment, perform inspections, and ensure components meet exact dimensional and surface finish standards, supporting engine performance and longevity while adhering to safety and quality requirements.","Set up and operate crankshaft grinding machines under supervision for surface and cylindrical grinding. Measure crankshaft dimensions using micrometers, calipers, and dial gauges. Perform grinding, polishing, and surface finishing on crankshafts according to specifications. Inspect crankshafts for defects, wear, and compliance with quality standards. Adjust machine settings for different crankshaft sizes under supervision. Assist in maintaining, troubleshooting, and performing minor repairs on grinding equipment. Use complementary tools such as drill presses, acetylene torches, and torque wrenches safely. Document inspection results and grinding processes accurately. Follow safety and quality control procedures during all operations.","Grinding machine operators set up, program and control grinding machines, designed to apply abrasive processes in order to remove small amounts of excess material and smoothen metal workpieces by using an abrasive wheel with diamond teeth as a cutting device for very precise and light cuts. They read grinding machine blueprints and tooling instructions, perform regular machine maintenance, and make adjustments to the grinding controls, such as the depth of cuts and the rotation speed.","metal filing machine operator
back grinding machine operator
grinding and stapling machine apprentice
grinding machine set-up worker
lapping machine operator
CNC grinding machine technician
polishing machine operator
linisher
fettler
convex grinder operator
grinding machine worker
grinding machine set-up operator
grinding machine setter
grinding machine set-up operative
automatic grinding machine technician
carbon grinding machine operator
buffing machine operator
tool grinding machine operator
linishing machine worker
CNC grinding machine inspector
grinding machine inspector
grinding machine operative
grinding machine technican
abrasive wheel operator
linishing machine operative
abrasive wheel machine operator
convex grinder
filing and grinding machine operator
automatic grinding machine inspector
carbon plant grinding machinist
grinding and stapling machine operative
foundry grinder
grinding room operative
linishing machine operator","CNC grinding machine technician","alternate","0.626942","False","","https://emasco.mohr.gov.my/masco/3119-05","http://data.europa.eu/esco/occupation/1d8545df-e3d8-4ece-9449-0f2940e97e7c"
"M311906","Agro-Based Biotech Research Technician","311906","3119","3141.1","biotechnical technician","http://data.europa.eu/esco/occupation/0da75680-fbf9-44d8-802a-ac12eb425a34","broader_proxy","medium","Biotechnology laboratory/research support; agricultural/aquatic specialization needs enrichment.","assistant_drafted_pending_domain_validation","False","Agro-Based Biotech Research Technician","Agro-Based Biotech Research Technician performs technical tasks to support research and development in agricultural biotechnology. They assist with laboratory experiments, prepare samples, maintain research equipment, and contribute to developing bio-based products that enhance crop yield, pest resistance, and are sustainable, while coordinating related production activities and ensuring processes are safe and cost-effective.","Assist in preparing and conducting laboratory experiments in agricultural biotechnology. Collect, process, and assist in analysing biological samples, including plant tissues and soil. Assist in genetic modification and molecular biology procedures under supervision. Maintain and calibrate laboratory equipment in accordance with safety protocols. Record and document experimental data accurately. Assist in preparing research reports and documentation. Identify potential hazards and follow laboratory safety procedures.","Biotechnical technicians perform technological work in assistance of scientists. They work in laboratory settings where they help scientists to research, develop and test forms of biotechnology. They set up lab equipment, prepare scientific tests and gather scientific data.","biotechnical laboratory specialist
biotechnical laboratory worker
biotechnical laboratory employee
biotechnological technician
biotechnical laboratory technician
biotechnological laboratory technician","biotechnical technician","preferred","0.65348","False","","https://emasco.mohr.gov.my/masco/3119-06","http://data.europa.eu/esco/occupation/0da75680-fbf9-44d8-802a-ac12eb425a34"
"M311907","Aquaculture Biotech Research Technician","311907","3119","3141.1","biotechnical technician","http://data.europa.eu/esco/occupation/0da75680-fbf9-44d8-802a-ac12eb425a34","broader_proxy","medium","Biotechnology laboratory/research support; agricultural/aquatic specialization needs enrichment.","assistant_drafted_pending_domain_validation","False","Aquaculture Biotech Research Technician","Aquaculture Biotech Research Technician conducts technical and laboratory support for research and development in aquatic biotechnology. They manage the care and monitoring of aquatic organisms, assist in experiments, collect and analyse biological samples, and maintain laboratory equipment, contributing to improved aquaculture productivity, disease management, and sustainable fish farming practices.","Assist in preparing and conducting laboratory and field experiments on aquatic species. Monitor water quality and aquatic habitats under supervision. Collect, organise, and assist in analysing biological samples such as fish, algae, microorganisms, and water. Observe and record data on length, weight, behaviour, growth, survival, and signs of disease or parasites. Assist in monitoring fish health and welfare. Inspect and maintain aquaculture equipment, including pumps, tanks, filters, and feeders. Ensure compliance with environmental and safety standards. Maintain accurate records and assist in preparing research documentation.","Biotechnical technicians perform technological work in assistance of scientists. They work in laboratory settings where they help scientists to research, develop and test forms of biotechnology. They set up lab equipment, prepare scientific tests and gather scientific data.","biotechnical laboratory specialist
biotechnical laboratory worker
biotechnical laboratory employee
biotechnological technician
biotechnical laboratory technician
biotechnological laboratory technician","biotechnical technician","preferred","","False","","https://emasco.mohr.gov.my/masco/3119-07","http://data.europa.eu/esco/occupation/0da75680-fbf9-44d8-802a-ac12eb425a34"
"M311909","Test Technician","311909","3119","3119.16","quality engineering technician","http://data.europa.eu/esco/occupation/998a0bf4-b1be-42ab-aee5-0096c9be3319","broader_proxy","medium","General product testing and quality-engineering support; not an arbitrary hardware-only specialization.","assistant_drafted_pending_domain_validation","False","Test Technician","Test Technician conducts and performs tests on products, components, or systems to ensure they meet quality, performance, and safety standards. They prepare and operate testing equipment, record and analyse results, identify defects or inconsistencies, and work closely with engineers and quality teams to validate product reliability and regulatory compliance before production or release.","Set up and calibrate testing instruments and equipment under supervision. Perform routine and specialised tests on products or components according to established procedures. Inspect products or components to identify defects or deviations. Collect, record, and assist in analysing test data accurately. Assist engineers in troubleshooting test failures. Maintain laboratory and testing equipment to ensure proper working condition. Prepare test reports and documentation. Ensure compliance with safety and environmental regulations during testing processes.","Quality engineering technicians work with quality engineers or managers to analyse and solve quality problems and improve productivity. They examine machines for imperfections and inspect products to make sure they meet the standards. They also provide personnel with training in inspection techniques and prepare inspection plans.","battery quality technician
quality technologist
quality technology specialist
quality specialist
quality technician
quality technology expert
quality expert","quality technician","alternate","","False","","https://emasco.mohr.gov.my/masco/3119-09","http://data.europa.eu/esco/occupation/998a0bf4-b1be-42ab-aee5-0096c9be3319"
"M311914","Assistant Factory and Machinery Inspector Grade JA5","311914","3119","3257.5","occupational health and safety inspector","http://data.europa.eu/esco/occupation/673f3266-ab1a-447d-9b28-fc5838dc07e3","partial_proxy","low","Machinery/workplace inspection proxy; equipment-specific inspection and Malaysian authority need enrichment.","assistant_drafted_pending_domain_validation","False","Assistant Factory and Machinery Inspector","Assistant Factory and Machinery Inspector Grade JA5 enforces the Factories and Machinery Act 1967, the Occupational Safety and Health Act 1994, and the regulations made thereunder, conducts promotional activities related to occupational safety and health, and establishes compliance and implementation standards for the enforced Acts.","Conducting calibration of Industrial Hygiene and Ergonomics equipment at the headquarters and state offices. Monitoring the implementation of Industrial Hygiene and Ergonomics activities at State Offices based on established plans. Assisting in reviewing and processing applications for Competent Engineers of Drilling Vessels, Steam Engineers, and Internal Combustion Engine Engineers in grades one (1) and two (2) to sit for the grade one (1) and two (2) competency certification examinations for qualified competent engineers. Assisting in managing, administering, and conducting written examinations for Competent Engineers of Drilling Vessels, Steam Engineers, and Internal Combustion Engine Engineers in grades one (1) and two (2). Assisting in evaluating applications and granting approval for installation and operation of gas or condensate pipelines and related equipment. Assisting in conducting inspections and hydrostatic testing of gas or condensate pipelines.","Occupational health and safety inspectors perform workplace audits to ensure compliance with government and environment legislation. They also investigate work accidents. Occupational health and safety inspectors interview employees to ensure the work environment is compliant with health and safety rules, inspect the physical work site and analyse legal paperwork.","safety officer
environmental health inspector
health and safety inspector
environmental health officer
factory inspector
HSE inspector
regulatory health and safety inspector
workplace health and safety inspector","health and safety inspector","alternate","0.606754","False","","https://emasco.mohr.gov.my/masco/3119-14","http://data.europa.eu/esco/occupation/673f3266-ab1a-447d-9b28-fc5838dc07e3"
"M312201","Manufacturing Supervisor","312201","3122","3122.4","production supervisor","http://data.europa.eu/esco/occupation/40517ed4-2769-4283-a15b-4b0d939bd2d3","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","assistant_drafted_pending_domain_validation","False","Manufacturing Supervisor","Manufacturing Supervisor oversees and coordinates daily operations within a manufacturing or production facility, ensuring production targets are met efficiently, safely, and in compliance with quality standards. They manage and lead teams of process control technicians, machine operators, assemblers, and other staff, while organising workflow, supervising specific production areas, and optimising processes to reduce downtime and waste. This role also includes overseeing storage, dispatch, and packaging of products, coordinating between departments, and implementing continuous improvement initiatives to maintain operational efficiency and support overall organisational objectives.","Plan, organise, and coordinate daily production and operational activities to achieve efficiency and production targets. Supervise, train, and support staff across production, packaging, store, log yard, and lifting operations. Monitor equipment, machinery, and tools, schedule maintenance, and conduct inspections to ensure safety and proper functioning. Ensure compliance with safety, quality, hygiene, and environmental standards across all operational areas. Manage inventory, including receiving, recording, issuing, storing, and dispatching materials and finished goods accurately. Resolve operational issues or bottlenecks promptly, coordinating with other departments such as procurement, quality assurance, and logistics. Implement standard operating procedures and recommend process improvements to enhance efficiency, reduce costs, and maintain quality. Prepare and maintain accurate records, reports, and production metrics, and provide data for payroll and performance monitoring. Assist in workforce management, including scheduling shifts, monitoring attendance, and supporting performance management. Liaise with clients, suppliers, and internal teams to ensure smooth operations and timely delivery of products.","Production supervisors coordinate, plan and direct manufacturing and production processes. They are responsible for reviewing production schedules or orders as well as dealing with staff in these production areas.","production controller
production forewoman
quality control operator
production quality supervisor
production foreman
production machine supervisor
production team leader
consumer goods production overseer
manufacturing supervisor consumer goods
consumer goods production quality supervisor
consumer goods production supervisor
consumer goods quality control operator
production schedule supervisor
production line supervisor
consumer goods manufacturing supervisor
production overseer
consumer goods production forewoman
production process supervisor
consumer goods production controller
production plant supervisor
manufacturing supervisor
consumer goods production foreman","manufacturing supervisor","alternate","0.94","False","","https://emasco.mohr.gov.my/masco/3122-01","http://data.europa.eu/esco/occupation/40517ed4-2769-4283-a15b-4b0d939bd2d3"
"M312202","Finishing Supervisor","312202","3122","3122.4","production supervisor","http://data.europa.eu/esco/occupation/40517ed4-2769-4283-a15b-4b0d939bd2d3","broader_proxy","medium","Manufacturing process supervision; finishing/cutting material specialty is unspecified.","assistant_drafted_pending_domain_validation","False","Finishing Supervisor","Finishing Supervisor oversees and coordinates production activities within the finishing stage of manufacturing or construction processes, including final treatments, coatings, assembly and packaging operations. They ensure that finishing work is completed to required quality standards, within agreed schedules, and in compliance with safety and environmental requirements, while managing materials, workflow and on-site or departmental operations. The role involves supervising and directing finishing personnel to achieve efficient output and ensure products or project components are delivered in suitable condition for handover or distribution.","Supervise and schedule finishing staff to meet production targets. Monitor finishing processes to ensure quality, efficiency, and timely completion of production. Ensure proper use of finishing materials, packaging, and branding. Conduct quality control checks throughout the finishing process. Troubleshoot and resolve issues in the finishing workflow. Inspect, maintain, and coordinate upkeep of finishing equipment to ensure proper functioning. Prepare and report production progress and issues to management. Enforce workplace health, safety, and environmental standards. Train staff and support continuous improvement initiatives to enhance finishing operations.","Production supervisors coordinate, plan and direct manufacturing and production processes. They are responsible for reviewing production schedules or orders as well as dealing with staff in these production areas.","production controller
production forewoman
quality control operator
production quality supervisor
production foreman
production machine supervisor
production team leader
consumer goods production overseer
manufacturing supervisor consumer goods
consumer goods production quality supervisor
consumer goods production supervisor
consumer goods quality control operator
production schedule supervisor
production line supervisor
consumer goods manufacturing supervisor
production overseer
consumer goods production forewoman
production process supervisor
consumer goods production controller
production plant supervisor
manufacturing supervisor
consumer goods production foreman","manufacturing supervisor","alternate","0.701884","False","","https://emasco.mohr.gov.my/masco/3122-02","http://data.europa.eu/esco/occupation/40517ed4-2769-4283-a15b-4b0d939bd2d3"
"M312203","Compounding Supervisor","312203","3122","3122.4.2","chemical processing supervisor","http://data.europa.eu/esco/occupation/f5aa06b0-745e-4eb1-b050-3e15d11e5eb5","close_match","medium","Chemical compounding supervision.","assistant_drafted_pending_domain_validation","False","Compounding Supervisor","Compounding Supervisor oversees and manages compounding operations within manufacturing facilities, ensuring raw materials are accurately measured and mixed in accordance with approved formulations, quality standards and standard operating procedures. The role supervises compounding personnel, coordinates production schedules, maintains equipment readiness, and enforces safety and environmental requirements. They also collaborate with quality control and technical teams to monitor product quality, address operational issues, and support continuous improvement of compounding processes.","Manage daily compounding operations to achieve production targets and maintain quality standards. Supervise, train, and coordinate compounding staff to ensure smooth workflow. Verify weights and specifications of compounding materials. Monitor stock levels and usage of latex and other compounding materials. Review batch records and formulas for accuracy and consistency. Monitor compounding machine performance and coordinate maintenance to prevent downtime. Ensure all compounding documentation complies with ISO standards. Enforce health, safety, and environmental regulations in the compounding area. Troubleshoot and resolve production issues. Prepare reports on production output, incidents, and operational improvement initiatives.","Chemical processing supervisors coordinate the activities and the staff involved in the chemical production process, ensuring the production goals and deadlines are met. They control quality and optimize chemicals processing by ensuring defined tests, analysis and quality control procedures are performed.","chemical processing quality supervisor
chemical plant production supervisor
chemical production quality tester
chemical plant process supervisor
chemical production process supervisor
chemical production supervisor
chemical plant quality supervisor
chemical production quality assurance supervisor
chemical processing quality assurance supervisor","chemical processing supervisor","preferred","0.635621","False","","https://emasco.mohr.gov.my/masco/3122-03","http://data.europa.eu/esco/occupation/f5aa06b0-745e-4eb1-b050-3e15d11e5eb5"
"M312204","Cutting Supervisor","312204","3122","3122.4","production supervisor","http://data.europa.eu/esco/occupation/40517ed4-2769-4283-a15b-4b0d939bd2d3","broader_proxy","medium","Manufacturing process supervision; finishing/cutting material specialty is unspecified.","assistant_drafted_pending_domain_validation","False","Cutting Supervisor","Cutting Supervisor oversees and coordinates cutting operations within a manufacturing environment to ensure materials are processed accurately, efficiently and in accordance with production schedules. The role supervises cutting personnel, organises daily workflow, monitors equipment condition, and ensures that output meets required quality and safety standards. Cutting Supervisors also plan cutting schedules based on production requirements and inventory levels, and address operational issues to maintain smooth and timely production.","Supervise and coordinate the cutting team to meet production schedules. Plan and establish work schedules, task assignments, and production sequences for cutting operations. Monitor the quality of cut materials to ensure specifications are met. Monitor, maintain, and schedule regular maintenance for cutting equipment and machinery. Enforce safety protocols to prevent accidents. Train and mentor cutting staff. Inspect materials, products, or equipment to detect defects or malfunctions. Prepare reports on production output and efficiency. Liaise with other departments, including planning and quality control. Identify and troubleshoot operational issues to minimise equipment downtime.","Production supervisors coordinate, plan and direct manufacturing and production processes. They are responsible for reviewing production schedules or orders as well as dealing with staff in these production areas.","production controller
production forewoman
quality control operator
production quality supervisor
production foreman
production machine supervisor
production team leader
consumer goods production overseer
manufacturing supervisor consumer goods
consumer goods production quality supervisor
consumer goods production supervisor
consumer goods quality control operator
production schedule supervisor
production line supervisor
consumer goods manufacturing supervisor
production overseer
consumer goods production forewoman
production process supervisor
consumer goods production controller
production plant supervisor
manufacturing supervisor
consumer goods production foreman","production supervisor","preferred","0.678039","False","","https://emasco.mohr.gov.my/masco/3122-04","http://data.europa.eu/esco/occupation/40517ed4-2769-4283-a15b-4b0d939bd2d3"
"M312205","Plywood Inspection Supervisor","312205","3122","3122.4.16","wood production supervisor","http://data.europa.eu/esco/occupation/bdfd018a-aae1-407e-a88c-471e50b0695d","broader_proxy","medium","Wood production and inspection supervision.","assistant_drafted_pending_domain_validation","False","Plywood Inspection Supervisor","Plywood Inspection Supervisor oversees and coordinates plywood inspection activities within a manufacturing facility to ensure products meet established quality standards and specifications. They supervise inspection personnel, monitor production quality, identify defects, and implement corrective actions to maintain product reliability and reduce waste. The role also ensures compliance with relevant safety, environmental, and industry requirements throughout the inspection process.","Supervise and guide the inspection team throughout plywood production. Conduct regular quality checks on raw materials and finished products. Document inspection results and report quality issues to management. Coordinate with production and maintenance teams to address defects and support operational improvements. Manage the receiving, recording, and dispatching of products. Plan and organise daily inspection work considering production schedules, resources, staff, and workplace environment. Requisition, issue, and record materials needed for inspection operations. Train inspection staff on quality assurance techniques and maintain records for compliance and audits.","Wood production supervisors monitor processes involved in the conversion of felled trees into usable lumber. They follow the production process and make quick decisions to resolve problems. ​They ensure that production targets, such as quantity and quality of products, timeliness and cost-effectiveness, can be achieved.","sawmill supervisor
overseer of wood production
supervisor in wood production
wood production controller
sawmill controller
wood production manager
controller of wood production
saw mill supervisor
sawmill senior manager
wood production overseer
saw mill controller
manager of wood production
supervisor of wood production
saw mill overseer
saw mill senior manager
sawmill overseer","wood production supervisor","preferred","0.642699","False","","https://emasco.mohr.gov.my/masco/3122-05","http://data.europa.eu/esco/occupation/bdfd018a-aae1-407e-a88c-471e50b0695d"
"M312206","Sawyer Supervisor","312206","3122","3122.4.16","wood production supervisor","http://data.europa.eu/esco/occupation/bdfd018a-aae1-407e-a88c-471e50b0695d","broader_proxy","medium","Wood production and inspection supervision.","assistant_drafted_pending_domain_validation","False","Sawyer Supervisor","Sawyer Supervisor oversees and coordinates daily operations within a sawmill, managing sawing and timber processing activities to ensure efficient, safe and continuous production. They supervise sawmill workers, organise workflow and production schedules, monitor equipment performance, and enforce safety and quality standards. The role ensures that log intake, processing and lumber output meet required production targets and operational requirements.","Supervise and direct sawmill staff to ensure safe, efficient, and accurate timber cutting operations. Plan and schedule daily sawmill work, task assignments, and production sequences to meet targets and deadlines. Monitor sawmill machinery and equipment, coordinate maintenance and repairs to prevent operational downtime. Train new staff and provide ongoing coaching to maintain skills and adherence to best practices. Conduct safety inspections and enforce health, safety, and workplace protocols. Inspect timber raw materials and finished products to detect defects or quality issues. Manage inventory, requisition materials, and coordinate with logistics for smooth operations. Prepare operational reports on production, equipment status, and personnel performance. Address staff issues, motivate employees, and support improvements in production methods.","Wood production supervisors monitor processes involved in the conversion of felled trees into usable lumber. They follow the production process and make quick decisions to resolve problems. ​They ensure that production targets, such as quantity and quality of products, timeliness and cost-effectiveness, can be achieved.","sawmill supervisor
overseer of wood production
supervisor in wood production
wood production controller
sawmill controller
wood production manager
controller of wood production
saw mill supervisor
sawmill senior manager
wood production overseer
saw mill controller
manager of wood production
supervisor of wood production
saw mill overseer
saw mill senior manager
sawmill overseer","sawmill supervisor","alternate","0.610906","False","","https://emasco.mohr.gov.my/masco/3122-06","http://data.europa.eu/esco/occupation/bdfd018a-aae1-407e-a88c-471e50b0695d"
"M312207","Halal Food Manufacturing Production Supervisor","312207","3122","3122.4","production supervisor","http://data.europa.eu/esco/occupation/40517ed4-2769-4283-a15b-4b0d939bd2d3","partial_proxy","low","Production supervision; food processing and halal controls require separate skills.","assistant_drafted_pending_domain_validation","False","Halal Food Manufacturing Production Supervisor","Halal Food Manufacturing Production Supervisor oversees and coordinates daily operations in the preparation, processing, packaging and storage of halal-certified food products. They supervise production and quality assurance staff to ensure efficient output, adherence to production schedules, and full compliance with halal certification requirements and food safety regulations. The role ensures that quality control systems, inspections, documentation and traceability processes are effectively implemented to maintain product integrity and regulatory compliance.","Plan and coordinate halal food production activities to meet operational targets efficiently. Supervise and train production and quality assurance teams to achieve operational and compliance goals. Monitor production processes to ensure compliance with halal certification, food safety standards, and product quality requirements. Implement and maintain Standard Operating Procedures (SOP), Good Manufacturing Practices (GMP), and quality assurance policies. Troubleshoot production and quality issues to minimise downtime and maintain product standards. Maintain accurate records, reports, and documentation for production output, quality checks, traceability, and regulatory compliance. Ensure machinery, equipment, and production areas are properly maintained and hygienic. Conduct internal audits, inspections, and testing of products to verify quality and halal compliance. Coordinate with certification bodies, supply chain, and management to maintain smooth production flow and address customer complaints.","Production supervisors coordinate, plan and direct manufacturing and production processes. They are responsible for reviewing production schedules or orders as well as dealing with staff in these production areas.","production controller
production forewoman
quality control operator
production quality supervisor
production foreman
production machine supervisor
production team leader
consumer goods production overseer
manufacturing supervisor consumer goods
consumer goods production quality supervisor
consumer goods production supervisor
consumer goods quality control operator
production schedule supervisor
production line supervisor
consumer goods manufacturing supervisor
production overseer
consumer goods production forewoman
production process supervisor
consumer goods production controller
production plant supervisor
manufacturing supervisor
consumer goods production foreman","manufacturing supervisor","alternate","0.607398","False","","https://emasco.mohr.gov.my/masco/3122-07","http://data.europa.eu/esco/occupation/40517ed4-2769-4283-a15b-4b0d939bd2d3"
