resume_id,split,role_id,target_esco_code,target_esco_title,previous_esco_codes,text,feature_definition
374638,train,R03,2423.6,recruitment consultant,7422.3.1,mobile phone repair technician ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
376416,train,R04,2431.6,client relations manager,3257.3;2330.1,food safety inspector ; secondary school teacher ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
378093,train,R08,4222.1,customer contact centre information clerk,3343.1.7,supply chain assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
379152,test,R04,2431.5,business developer,9333.8.1,warehouse order picker ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
381205,train,R06,2166.7,digital media designer,2166.9,graphic designer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
381516,train,R02,2511.6,enterprise architect,1112.7,secretary general ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
381567,train,R09,4120.1,secretary,3324.1,commodity broker ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
381678,train,R07,4311.2,sales support assistant,5223.5;3343.1.2,sales processor ; education administrator ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
381679,train,R05,2643.6,translator,9411.2;3213.1,quick service restaurant crew member ; pharmacy assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
384000,train,R04,2431.11,market research analyst,2431.11,market research analyst ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
384659,val,R04,2431.10.3,marketing assistant,2431.10;2431.10.3,marketing consultant ; marketing assistant ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
385389,train,R07,4311.2,sales support assistant,3343.1.2,education administrator ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
385945,train,R07,4311.2,sales support assistant,3432.1,interior designer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
386548,train,R04,2431.5,business developer,2434.2,ICT business development manager ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
388176,train,R06,2166.9,graphic designer,2166.9,graphic designer ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
388304,train,R10,2359.14,tutor,2330.1.12,modern languages teacher secondary school ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
388424,train,R04,2431.10.4,online marketer,4227.1;1324.3,market research interviewer ; logistics and distribution manager ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
388996,train,R10,2359.7,e-learning developer,5312.3,secondary school teaching assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
389112,train,R06,2166.5,digital artist,1349.8,commercial art gallery manager ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
389190,train,R01,2512.4,software developer,2513.1,digital games developer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
390247,train,R09,4120.1,secretary,3343.1.7,supply chain assistant ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
391290,train,R07,4311.2,sales support assistant,5244.1;1219.6,call centre agent ; project manager ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
391686,train,R03,2423.6,recruitment consultant,2423.6,recruitment consultant ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
391965,train,R09,4120.1,secretary,2330.1.12;2330.1.12,modern languages teacher secondary school ; modern languages teacher secondary school ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
394787,train,R07,4311.1,billing clerk,4110.1.1,membership administrator ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
39483,train,R03,2423.6,recruitment consultant,2166.9,graphic designer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
395588,train,R04,2431.15,product and services manager,3258.1,emergency ambulance driver ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
395795,train,R06,2166.14,stop-motion animator,1341.3,nursery school head teacher ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
399654,train,R06,2166.7,digital media designer,2513.5;5419.6,web developer ; emergency response worker ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
400416,train,R09,4120.1,secretary,2423.3,human resources officer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
401388,train,R10,2359.1,academic advisor,4221.6;5312.2;5312.3,tour organiser ; primary school teaching assistant ; secondary school teaching assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
401501,train,R04,2431.10.3,marketing assistant,3343.1,administrative assistant ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
402879,train,R03,2423.6,recruitment consultant,2423.6,recruitment consultant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
403521,train,R09,4120.1,secretary,4120.1;3313.1;3343.4,secretary ; accounting assistant ; management assistant ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
403539,val,R06,2166.9,graphic designer,2641.4.4,technical communicator ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
403570,test,R06,2166.5,digital artist,2635.3.27,youth worker ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
404069,train,R06,2166.9,graphic designer,7316.4,sign maker ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
404290,train,R07,4311.1,billing clerk,5131.2,waiter/waitress ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
40472,train,R06,2166.9,graphic designer,4110.1,office clerk ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
406243,test,R08,4222.1,customer contact centre information clerk,3343.1,administrative assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
407350,val,R07,4311.2,sales support assistant,2310.1;3422.4;3343.1,higher education lecturer ; sports instructor ; administrative assistant ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
407512,val,R03,2423.6,recruitment consultant,3422.5;5311.1.3,sports official ; child day care worker ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
408062,train,R08,4222.1,customer contact centre information clerk,3343.1.7,supply chain assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
408258,train,R05,2643.5,sign language interpreter,3423.2.2;3412.4.9,personal trainer ; residential care home worker ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
40854,val,R07,4311.1,billing clerk,3343.1,administrative assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
409068,train,R06,2166.9,graphic designer,2166.9,graphic designer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
409368,train,R04,2431.6,client relations manager,2330.1.13,music teacher secondary school ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
409520,train,R08,4222.1,customer contact centre information clerk,3432.6,visual merchandiser ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
410524,train,R03,2423.6,recruitment consultant,5230.1;2423.6,cashier ; recruitment consultant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
410730,train,R10,2359.1,academic advisor,2511.3,data analyst ; education PhD,prior standardized ESCO occupation titles plus education level; latest role excluded
41143,train,R07,4311.2,sales support assistant,3343.1,administrative assistant ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
412852,train,R06,2166.9,graphic designer,2166.9,graphic designer ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
413392,train,R06,2166.9,graphic designer,2166.9,graphic designer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
413999,val,R04,2431.10.3,marketing assistant,2166.7,digital media designer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
414170,train,R08,4222.1,customer contact centre information clerk,3422.4.1;5311.1.2;2413.2,boxing instructor ; babysitter ; middle office analyst ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
414215,train,R01,2512.4,software developer,4132.1,data entry clerk ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
414565,train,R01,2512.4,software developer,2512.4,software developer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
415442,test,R09,4120.1,secretary,5162.1,companion ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
415812,train,R06,2166.9,graphic designer,2641.4,writer ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
416657,train,R09,4120.1,secretary,4311.2,sales support assistant ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
416666,train,R08,4222.1,customer contact centre information clerk,2262.1.1,pharmaceutical quality specialist ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
416786,train,R08,4222.1,customer contact centre information clerk,3332.2,event manager ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
417328,train,R07,4311.1,billing clerk,3411.1;3343.1,case administrator ; administrative assistant ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
41785,test,R06,2166.9,graphic designer,2166.9,graphic designer ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
417986,train,R04,2431.6,client relations manager,2359.14;3334.3.2,tutor ; real estate investor ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
418808,train,R09,4120.1,secretary,4110.1,office clerk ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
419739,train,R05,2643.2,interpreter,3413.2,pastoral worker ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
420331,train,R04,2431.6,client relations manager,5223.6,shop assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
421249,val,R03,2423.6,recruitment consultant,2423.6,recruitment consultant ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
422245,train,R05,2643.4.1,lawyer linguist,4323.12;1211.1;2431.5;2643.4.1;1324.3.1.6.21;1221.3.2.1,rail logistics coordinator ; financial manager ; business developer ; lawyer linguist ; meat and meat products distribution manager ; sales manager ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
42292,train,R07,4311.1,billing clerk,3343.1,administrative assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
42366,train,R04,2431.10.3,marketing assistant,2412.11,venture capitalist ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
424288,train,R10,2359.9,further education teacher,2330.1,secondary school teacher ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
426998,train,R03,2423.6,recruitment consultant,3343.1.7,supply chain assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
427173,test,R02,2511.16,ICT system integration consultant,5249.2.2,rental service representative in personal and household goods ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
429714,train,R09,4120.1,secretary,3343.1.7;3412.4.9,supply chain assistant ; residential care home worker ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
429862,train,R04,2431.10,marketing consultant,4221.1;4416.1;3343.1.6;5223.5;5223.5;5223.5,ground steward/ground stewardess ; human resources assistant ; project support officer ; sales processor ; sales processor ; sales processor ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
431761,train,R09,4120.1,secretary,3343.1.2,education administrator ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
432928,train,R10,2359.1,academic advisor,3412.4,social care worker ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
433823,train,R09,4120.1,secretary,4415.1,file clerk ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
43491,train,R07,4311.2,sales support assistant,3343.1,administrative assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
435061,train,R06,2166.11,performance lighting designer,3435.25.5,stage technician ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
435497,val,R04,2431.1,advertising copywriter,2431.3,advertising specialist ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
438354,train,R07,4311.1,billing clerk,3343.1.7,supply chain assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
440012,train,R08,4222.1,customer contact centre information clerk,3431.1;3431.1,photographer ; photographer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
440060,train,R10,2359.1,academic advisor,3412.4.2,care at home worker ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
440224,train,R06,2166.9,graphic designer,2166.9,graphic designer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
441079,val,R04,2431.10,marketing consultant,1221.4,commercial director ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
441395,train,R06,2166.9,graphic designer,3412.4,social care worker ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
442023,train,R07,4311.1,billing clerk,3343.1,administrative assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
442382,train,R03,2423.6,recruitment consultant,5244.1,call centre agent ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
442674,train,R10,2359.7,e-learning developer,1341.3;5312.2,nursery school head teacher ; primary school teaching assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
443730,val,R04,2431.10.4,online marketer,9333.2,distribution centre dispatcher ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
444439,test,R06,2166.9,graphic designer,2166.9,graphic designer ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
44493,train,R04,2431.10.4,online marketer,2431.10.4,online marketer ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
44562,train,R03,2423.6,recruitment consultant,5223.2,motor vehicles parts advisor ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
45505,val,R09,4120.1,secretary,2341.1,primary school teacher ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
45659,train,R10,2359.9,further education teacher,0210.2;5131.2;2330.1,sergeant ; waiter/waitress ; secondary school teacher ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
46150,val,R04,2431.16,promotion assistant,2310.1.7;2431.1,business lecturer ; advertising copywriter ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
48920,train,R06,2166.14,stop-motion animator,2166.14,stop-motion animator ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
50086,train,R03,2423.3,human resources officer,4416.1,human resources assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
50205,train,R01,2512.5,user interface developer,2521.4,database integrator ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
50449,train,R04,2431.5,business developer,1120.6,social entrepreneur ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
50715,test,R05,2643.6.2,subtitler,2642.1.7;9334.1,critic ; shelf filler ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
5261,train,R04,2431.10,marketing consultant,1221.5,digital marketing manager ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
52644,val,R06,2166.9,graphic designer,2513.4,web content manager ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
53033,train,R03,2423.6,recruitment consultant,1111.6;5311.1.2,secretary of state ; babysitter ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
53656,val,R03,2423.6,recruitment consultant,1213.5,1213.5 ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
56414,train,R10,2359.11,learning mentor,1344.1.3,youth programme director ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
56649,train,R10,2359.2,academic support officer,5223.4;2359.11,sales assistant ; learning mentor ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
57081,train,R04,2431.10.4,online marketer,2431.1,advertising copywriter ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
59911,train,R04,2431.10,marketing consultant,3322.1,commercial sales representative ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
60521,train,R04,2431.10.3,marketing assistant,4311.2,sales support assistant ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
60546,train,R07,4311.2,sales support assistant,4311.2,sales support assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
61656,train,R05,2643.2,interpreter,2330.1.12,modern languages teacher secondary school ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
62903,test,R03,2423.2,employment and vocational integration consultant,2635.3.27,youth worker ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
63442,train,R05,2643.6,translator,2422.12.3,cultural policy officer ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
63454,val,R04,2431.6,client relations manager,5223.6;5223.6,shop assistant ; shop assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
64186,train,R02,2511.3,data analyst,2330.1.9,ICT teacher secondary school ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
67828,val,R10,2359.2,academic support officer,3422.3.1;2264.2,football coach ; physiotherapist ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
68989,train,R04,2431.10.4,online marketer,2431.10.3,marketing assistant ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
69419,train,R09,4120.1,secretary,2636.1;5311.1,chaplain ; child care worker ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
69506,train,R06,2166.4,desktop publisher,4131.1,typist ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
70391,val,R04,2431.10.3,marketing assistant,5131.1,restaurant host/restaurant hostess ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
70936,train,R04,2431.4,brand manager,2166.7,digital media designer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
7131,train,R04,2431.10.3,marketing assistant,2431.10.3;2431.10.3,marketing assistant ; marketing assistant ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
7206,val,R03,2423.6,recruitment consultant,5223.7.25,motor vehicles specialised seller ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
72634,test,R06,2166.7,digital media designer,4221.6,tour organiser ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
72817,train,R04,2431.16,promotion assistant,3343.1;3422.4,administrative assistant ; sports instructor ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
72860,train,R07,4311.2,sales support assistant,3355.2,police detective ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
74457,train,R03,2423.6,recruitment consultant,1324.8,supply chain manager ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
74502,train,R10,2359.11,learning mentor,2330.1;3412.4.13,secondary school teacher ; residential home young people care worker ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
75288,train,R05,2643.5,sign language interpreter,5230.1,cashier ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
76291,train,R04,2431.16,promotion assistant,1221.3.3,promotion manager ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
78629,val,R07,4311.1,billing clerk,3332.2.1;4321.1,venue director ; inventory coordinator ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
78630,train,R04,2431.6,client relations manager,8322.4,parking valet ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
7984,train,R07,4311.2,sales support assistant,9112.4,room attendant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
80841,train,R07,4311.1,billing clerk,3331.2.2,shipping agent ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
8161,val,R07,4311.2,sales support assistant,5223.4,sales assistant ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
8169,val,R07,4311.1,billing clerk,4214.2,insurance collector ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
82077,train,R09,4120.1,secretary,1212.1;4221.2;4120.1,employee volunteering programme coordinator ; host/hostess ; secretary ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
82081,train,R04,2431.10.4,online marketer,5242.1,promotions demonstrator ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
82345,train,R04,2431.16,promotion assistant,9333.8,warehouse worker ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
83369,train,R06,2166.9,graphic designer,2166.9,graphic designer ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
84411,train,R09,4120.1,secretary,2221.3,specialist nurse ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
84662,train,R06,2166.14,stop-motion animator,3422.3.1,football coach ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
85503,train,R04,2431.6,client relations manager,3343.1.5,procurement support officer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
85757,val,R09,4120.1,secretary,3313.1,accounting assistant ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
86788,train,R07,4311.1,billing clerk,3313.1,accounting assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
87433,train,R10,2359.14,tutor,2330.1.13;2330.1.12;2352.1.6,music teacher secondary school ; modern languages teacher secondary school ; special educational needs teacher secondary school ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
88331,val,R07,4311.1,billing clerk,2432.9.1,spokesperson ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
89414,test,R09,4120.1,secretary,4311.1,billing clerk ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
90290,train,R09,4120.1,secretary,4120.1,secretary ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
91675,train,R03,2423.6,recruitment consultant,5241.2,fashion model ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
94079,test,R04,2431.10.3,marketing assistant,1222.1,communication manager ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
94196,train,R07,4311.1,billing clerk,4312.6;4211.2;1439.1,property assistant ; post office counter clerk ; call centre manager ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
94270,train,R10,2359.5,assistive technologist,5223.4;5249.2.2,sales assistant ; rental service representative in personal and household goods ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
94550,train,R08,4222.1,customer contact centre information clerk,3343.1.7,supply chain assistant ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
94584,train,R06,2166.5,digital artist,3332.1,event assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
95399,train,R03,2423.6,recruitment consultant,2423.6,recruitment consultant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
97836,train,R10,2359.7,e-learning developer,5131.2,waiter/waitress ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
98491,train,R10,2359.11,learning mentor,3339.8;4224.2,tourism contract negotiator ; night auditor ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
99423,train,R05,2643.2,interpreter,3512.1;2330.1.9,ICT help desk agent ; ICT teacher secondary school ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
9982,train,R04,2431.6,client relations manager,4224.1.1;3423.2.2,camping ground operative ; personal trainer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
