company_name,symbol,bursa_code,target_sector,actual_sector,selection_basis,evidence_status,report_title_year,report_url,source_page,family_support_pillar,parental_leave_pillar,flexible_work_pillar,returnship_pillar,pillar_count,benefit_raw_text,qa_checked_by,selection_source_url,sector_rank,source_id,local_report_file,source_download_status,source_sha256,source_pdf_pages
KPJ Healthcare Berhad,KPJ,5878,Health Care,Health Care,Existing report-qualified evidence,Report evidence completed,KPJ Healthcare Berhad Sustainability Report 2025,https://kpj.listedcompany.com/newsroom/260428_KPJ_SR_2025_Part_2_20260428.pdf,139,Yes,Yes,Not disclosed,Not disclosed,2,designated lactation facilities | 98 days of paid maternity leave | seven days of paid parental leave | flexible working arrangements,Pending second-person QA,https://kpj.listedcompany.com/newsroom/260428_KPJ_SR_2025_Part_2_20260428.pdf,3,SRC-083,SOURCE_FILES/SRC_083_KPJ_Healthcare_Berhad.pdf,downloaded,65f378341e0227dab1ec85060961943b12d0e12e4e5d33b7053f05f5e2cb1230,76
TMC Life Sciences Berhad,TMCLIFE,101,Health Care,Health Care,Existing report-qualified evidence,Report evidence completed,TMC Life Sciences Annual Report 2025,https://www.tmclife.com/wp-content/uploads/2025/09/TMCLSB-Annual-Report-2025.pdf,70-71 (PDF pp.72-73),Yes,Yes,Not disclosed,Not disclosed,2,"childcare fee subsidy | parental leave | Infant Care Leave: up to three months unpaid, extendable case-by-case",Pending second-person QA,https://www.tmclife.com/wp-content/uploads/2025/09/TMCLSB-Annual-Report-2025.pdf,4,SRC-084,SOURCE_FILES/SRC_084_TMC_Life_Sciences_Berhad.pdf,downloaded,5026404ecbbad62709d5be4ad0333ab533e060041b7c435e9d99c62da0136ff2,221
Duopharma Biotech Berhad,DPHARMA,7148,Health Care,Health Care,Existing report-qualified evidence,Report evidence completed,Duopharma Biotech Sustainability Report 2025,https://duopharmabiotech.com/downloads/esg/sustainability-reports/Duopharma-Biotech-2025-Sustainability-Report.pdf,"131-132, 139-140",Not disclosed,Yes,Not disclosed,Not disclosed,1,maternity leave | paternal leave | employees taking parental leave,Pending second-person QA,https://duopharmabiotech.com/downloads/esg/sustainability-reports/Duopharma-Biotech-2025-Sustainability-Report.pdf,5,SRC-085,SOURCE_FILES/SRC_085_Duopharma_Biotech_Berhad.pdf,downloaded,aa1d6f8401fb6b2a4d733c92674e4dd5c75680ce4b5ef752b94541acd4b945aa,199
IHH Healthcare Berhad,IHH,5225,Health Care,Health Care,Existing report-qualified evidence,Report evidence completed,IHH Healthcare Sustainability Report 2025 - Part 2,https://links.sgx.com/FileOpen/2_IHH%20Healthcare%20Berhad_Sustainability%20Report%202025_Part%202.ashx?App=Announcement&FileID=885523,55,Not disclosed,Yes,Not disclosed,Not disclosed,1,parental leave,Pending second-person QA,https://links.sgx.com/FileOpen/2_IHH%20Healthcare%20Berhad_Sustainability%20Report%202025_Part%202.ashx?App=Announcement&FileID=885523,6,SRC-086,SOURCE_FILES/SRC_086_IHH_Healthcare_Berhad.pdf,downloaded,95160a62c685ec095d68c444c3a23de5112add5d90aeef86ba860e8dfd06607e,40
Kossan Rubber Industries Bhd,KOSSAN,7153,Health Care,Health Care,Existing report-qualified evidence,Report evidence completed,Kossan Sustainability Report 2025 (official current web source; accessed 2026-09-10),https://kossan.com.my/sustainability/,Web - employee performance indicators,Not disclosed,Yes,Not disclosed,Not disclosed,1,employees who took parental leave | return-to-work rate,Pending second-person QA,https://kossan.com.my/sustainability/,7,SRC-087,SOURCE_FILES/SRC_087_Kossan_Rubber_Industries_Bhd.pdf,downloaded,801661ea4dd5585b9fb9679150ff2f1b14d3ab93e03bfdf7d58f207247b92cdf,124
Pharmaniaga Berhad,PHARMA,7081,Health Care,Health Care,Existing report-qualified evidence,Report evidence completed,Pharmaniaga Integrated Report 2025,https://pharmaniaga.com/wp-content/uploads/2026/04/Pharmaniaga-IR2025.pdf,138-139 (PDF p.71),Not disclosed,Not disclosed,Yes,Not disclosed,1,work from home | flood recovery contingency plans,Pending second-person QA,https://pharmaniaga.com/wp-content/uploads/2026/04/Pharmaniaga-IR2025.pdf,8,SRC-088,SOURCE_FILES/SRC_088_Pharmaniaga_Berhad.pdf,downloaded,534f52b6e90f3d91547ec02e358a2e7a3dc7416c10ed9ea04bc1074a84dda39b,145
Supermax Corporation Berhad,SUPERMX,7106,Health Care,Health Care,New official-report finding,Report evidence completed,Supermax Annual Report 2025,https://www.supermax.com.my/media/ieqjk1as/annual-report-2025.pdf,53,Not disclosed,Not disclosed,Yes,Not disclosed,1,Supermax states that it offers flexible working arrangements and family-friendly policies.,Codex report review 2026-09-20,https://www.supermax.com.my/media/ieqjk1as/annual-report-2025.pdf,9,SRC-089,SOURCE_FILES/SRC_089_Supermax_Corporation_Berhad.pdf,downloaded,5ee541e67ba2425ee3d87b7743ddc84fa6acd46ac5c7c10f997ef4520f24e367,184
Apex Healthcare Berhad,AHEALTH,7090,Health Care,Health Care,New official-report finding,Report evidence completed,Apex Healthcare Annual Report 2024,https://apexhealthcare.com.my/wp-content/uploads/2025/04/AnnualReport2024_HIRESFinal.pdf,92,Not disclosed,Yes,Not disclosed,Not disclosed,1,Apex Healthcare's employment disclosures include parental leave under GRI 401-3.,Codex report review 2026-09-20,https://apexhealthcare.com.my/wp-content/uploads/2025/04/AnnualReport2024_HIRESFinal.pdf,10,SRC-090,SOURCE_FILES/SRC_090_Apex_Healthcare_Berhad.pdf,downloaded,a40d21007feb26e6c6b53f79678830271bbd36c9898f07b5440df4ace92a618e,216
Alpha IVF Group Berhad,ALPHA,0303,Health Care,Health Care,Verified report finding,Report evidence completed,Alpha IVF Annual Report 2025,https://ir.alphaivfgroup.com/wp-content/uploads/2025/09/Alpha-IVF_AR2025-Bursa_new.pdf,48,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report provides parental-leave data.,Codex report review 2026-09-20,https://ir.alphaivfgroup.com/wp-content/uploads/2025/09/Alpha-IVF_AR2025-Bursa_new.pdf,11,SRC-091,SOURCE_FILES/SRC_091_Alpha_IVF_Group_Berhad.pdf,downloaded,c96492eda73faf83df2f3490b756a8ce15fac129cc43c6dc40081af5bf37e630,167
Kotra Industries Berhad,KOTRA,0002,Health Care,Health Care,Verified report finding,Report evidence completed,Kotra Annual Report 2023,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20231027/MYX/MYX_3395671_229044.pdf,45,Not disclosed,Yes,Not disclosed,Not disclosed,1,Maternity and paternity leave are disclosed.,Codex report review 2026-09-20,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20231027/MYX/MYX_3395671_229044.pdf,12,SRC-092,SOURCE_FILES/SRC_092_Kotra_Industries_Berhad.pdf,downloaded,aabd4cf1e2959938c4457bfd71fa9b35bb6185b9fa7923f8f164322c062e7ff2,133
PMCK Berhad,PMCK,0308,Health Care,Health Care,Verified report finding,Report evidence completed,PMCK Annual Report 2025,https://investor.pmck.com.my/misc/PMCK_Berhad-Annual_Report_2025.pdf,49,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report discloses parental leave.,Codex report review 2026-09-20,https://investor.pmck.com.my/misc/PMCK_Berhad-Annual_Report_2025.pdf,13,SRC-093,SOURCE_FILES/SRC_093_PMCK_Berhad.pdf,downloaded,9f1ef754fa77c1546c4e42ac149dc12d91bb3fbac1d73cc9f1efbe6a9a45e057,154
Sunzen Group Berhad,SUNZEN,0148,Health Care,Health Care,Same-sector report-qualified replacement,Report evidence completed,Sunzen Annual Report 2024,https://www.insage.com.my/ir/cmn/downloading.aspx?sFileName=25303000064506&sReportType=AR,25,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report lists maternity and paternity leave.,Codex report review 2026-09-20,https://www.insage.com.my/ir/cmn/downloading.aspx?sFileName=25303000064506&sReportType=AR,14,SRC-094,SOURCE_FILES/SRC_094_Sunzen_Group_Berhad.pdf,downloaded,f4cb64e1774c52228b42d690198d63a702c2f7f547882137e759eec01d1715f0,158
Adventa Berhad,ADVENTA,7191,Health Care,Health Care,Same-sector report-qualified replacement,Report evidence completed,Adventa Annual Report 2025,https://newsfile.moomoo.com/public/NN-PersistNoticeAttachment/7781/20260430/MYX/MYX_3662308_252287.pdf,14,Not disclosed,Yes,Not disclosed,Not disclosed,1,Parental leave is included in employee benefits.,Codex report review 2026-09-20,https://newsfile.moomoo.com/public/NN-PersistNoticeAttachment/7781/20260430/MYX/MYX_3662308_252287.pdf,15,SRC-095,SOURCE_FILES/SRC_095_Adventa_Berhad.pdf,downloaded,c7f9d1ba6ef71890f6183e233fda5d1e9d6d501e67a218923b807eb5082ebc69,156
LKL International Berhad,LKL,0182,Health Care,Health Care,Same-sector report-qualified replacement,Report evidence completed,LKL Annual Report 2024,https://www.lklbeds.com/wp-content/uploads/2025/04/Annual-Report-2024.pdf,56,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report discloses maternity and paternity leave.,Codex report review 2026-09-20,https://www.lklbeds.com/wp-content/uploads/2025/04/Annual-Report-2024.pdf,16,SRC-096,SOURCE_FILES/SRC_096_LKL_International_Berhad.pdf,downloaded,ec6b8b1f7cadb38e5bd2c930df5594109afb9bc27325da51e2bb374e67da36f9,186
Umedic Group Berhad,UMC,0256,Health Care,Health Care,Same-sector report-qualified replacement,Report evidence completed,Umedic Annual Report 2025,https://www.umedic.com.my/wp-content/uploads/2025/11/Annual-Report-2025.pdf,66,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report discloses parental leave.,Codex report review 2026-09-20,https://www.umedic.com.my/wp-content/uploads/2025/11/Annual-Report-2025.pdf,17,SRC-097,SOURCE_FILES/SRC_097_Umedic_Group_Berhad.pdf,downloaded,92c4e88625d539953410c0a97d8774c5335a93b08afe15af01c4082476f33fdb,154
DC Healthcare Holdings Berhad,DCHCARE,0283,Health Care,Health Care,Same-sector report-qualified replacement,Report evidence completed,DC Healthcare Annual Report 2025,https://newsfile.moomoo.com/public/NN-PersistNoticeAttachment/7781/20260513/MYX/MYX_3665599_252759.pdf,56,Not disclosed,Not disclosed,Yes,Not disclosed,1,The Group reports benefits designed to enhance workplace flexibility.,Codex report review 2026-09-20,https://newsfile.moomoo.com/public/NN-PersistNoticeAttachment/7781/20260513/MYX/MYX_3665599_252759.pdf,18,SRC-098,SOURCE_FILES/SRC_098_DC_Healthcare_Holdings_Berhad.pdf,downloaded,583bff606610a1c1433094a86678118a0d75365645413f83c657d5d2b20333b9,188
Hextar Healthcare Berhad,HEXCARE,7803,Health Care,Health Care,Same-sector report-qualified replacement,Report evidence completed,Hextar Healthcare Annual Report 2024,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20250428/MYX/MYX_3548223_241695.pdf,75 / linked GRI 401-3 disclosure,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report's GRI index links to the company's parental-leave disclosure.,Codex report review 2026-09-20,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20250428/MYX/MYX_3548223_241695.pdf,19,SRC-099,SOURCE_FILES/SRC_099_Hextar_Healthcare_Berhad.pdf,downloaded,8ae1a9163b63bda4e815afcdcd8d130e114216d251e959c214b1df8108576c96,186
Careplus Group Berhad,CAREPLS,0163,Health Care,Health Care,Same-sector report-qualified replacement,Report evidence completed,Careplus Annual Report 2024,https://www.careplus.com/annual-reports/,Sustainability Statement – employee benefits,Not disclosed,Yes,Not disclosed,Not disclosed,1,The employee-benefits disclosure includes maternity and paternity leave.,Codex report review 2026-09-20,https://www.careplus.com/annual-reports/,20,SRC-100,SOURCE_FILES/SRC_100_Careplus_Group_Berhad.pdf,downloaded,b52cae1ef2f73a1493addb9ffc3528b9a879462157a5b5714c12fa60a2ddd757,173
Sunway Berhad,SUNWAY,5211,Industrial Products & Services,Industrial Products & Services,Existing report-qualified evidence,Report evidence completed,Sunway Berhad Sustainability Report 2025,https://www.sunway.com.my/wp-content/uploads/sustainability-reports/Sunway-Berhad-Sustainability-Report-2025.pdf,95,Yes,Yes,Yes,Yes,4,staggered hours | Mother's rooms | RM250 per month per child | maternity | paternity | Parental/Childcare leave | No pay leave | Childcare Centre | designated car parks | expectant mothers,Pending second-person QA,https://www.sunway.com.my/wp-content/uploads/sustainability-reports/Sunway-Berhad-Sustainability-Report-2025.pdf,1,SRC-101,SOURCE_FILES/SRC_101_Sunway_Berhad.pdf,downloaded,10107d2d056fc61025f1356197c3b308fd5eb1d4bbcc3f8c55c2551176deb832,223
Press Metal Aluminium Holdings Berhad,PMETAL,8869,Industrial Products & Services,Industrial Products & Services,New official-report finding,Report evidence completed,Press Metal Integrated Annual Report 2025,https://www.pressmetal.com/pdf/PMetal_IAR2025.pdf,260,Not disclosed,Yes,Not disclosed,Not disclosed,1,FYE2025 parental leave: 270 employees took leave; 99.1% of male and 100% of female employees returned to work.,Codex report review 2026-09-20,https://www.pressmetal.com/pdf/PMetal_IAR2025.pdf,2,SRC-102,SOURCE_FILES/SRC_102_Press_Metal_Aluminium_Holdings_Berhad.pdf,downloaded,e8498f67adce6f18e4be317573df3cb2e372f315af8adb5f7f8c0d7c6a8e87db,110
PETRONAS Chemicals Group Berhad,PCHEM,5183,Industrial Products & Services,Industrial Products & Services,New official-report finding,Report evidence completed,PETRONAS Chemicals Group Sustainability Report 2024,https://www.petronas.com/pcg/sites/default/files/uploads/content/pdf/%5BINTERACTIVE%20PDF%5D%20PCG%20SR2024.pdf,Talent Management & Well-being,Yes,Not disclosed,Yes,Not disclosed,2,"Flexible hours or a compressed week, a childcare centre, nursing rooms and special leave are disclosed.",Codex report review 2026-09-20,https://www.petronas.com/pcg/sites/default/files/uploads/content/pdf/%5BINTERACTIVE%20PDF%5D%20PCG%20SR2024.pdf,3,SRC-103,SOURCE_FILES/SRC_103_PETRONAS_Chemicals_Group_Berhad.pdf,downloaded,6ee643c64e74c52e64559d3fdac7a3ba32fae3a8a4bcd23a40011e39b056361d,50
EITA Resources Berhad,EITA,5208,Industrial Products & Services,Industrial Products & Services,Official-report replacement finding,Report evidence completed,EITA Resources Annual Report 2025,https://insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=EITA&sFileName=26023000065729&sReportType=AR,74,Not disclosed,Yes,Not disclosed,Not disclosed,1,EITA provided parental-leave benefits to 30 employees in FY2025; 27 were still employed 12 months after returning to work.,Codex report review 2026-09-20,https://insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=EITA&sFileName=26023000065729&sReportType=AR,4,SRC-104,SOURCE_FILES/SRC_104_EITA_Resources_Berhad.pdf,downloaded,f8f173afb394caa92ed8658ba0c537496630ff53773a430264ff56c2bdf676fa,229
Kelington Group Berhad,KGB,0151,Industrial Products & Services,Industrial Products & Services,New official-report finding,Report evidence completed,Kelington Sustainability Report 2025,https://kelington-group.com/wp-content/uploads/2026/04/Sustainability-Report-2025.pdf,106,Not disclosed,Not disclosed,Yes,Not disclosed,1,"Kelington offers flexible working arrangements, including flexible hours, to support employees' personal needs and well-being.",Codex report review 2026-09-20,https://kelington-group.com/wp-content/uploads/2026/04/Sustainability-Report-2025.pdf,5,SRC-105,SOURCE_FILES/SRC_105_Kelington_Group_Berhad.pdf,downloaded,96bc46899220bb7cac5445321c44e417fc581c88565661e7be6496ab28c0932b,70
UMS Integration Limited,UMSINT,0005,Industrial Products & Services,Industrial Products & Services,New official-report finding,Report evidence completed,UMS Integration Sustainability Report 2024,https://links.sgx.com/1.0.0/corporate-announcements/QTDX7OI4ZWIXQKNT/839837_UMS%20-%20Sustainability%20Report.pdf,18,Not disclosed,Yes,Not disclosed,Not disclosed,1,"Employees are entitled to annual leave, parental leave, group insurance coverage and company transportation benefits.",Codex report review 2026-09-20,https://links.sgx.com/1.0.0/corporate-announcements/QTDX7OI4ZWIXQKNT/839837_UMS%20-%20Sustainability%20Report.pdf,6,SRC-106,SOURCE_FILES/SRC_106_UMS_Integration_Limited.pdf,downloaded,fb69e4dc857c078b71ca54a7390bae40863b6aaf50c89860ea326fb4598f4184,26
Chin Hin Group Berhad,CHINHIN,5273,Industrial Products & Services,Industrial Products & Services,New official-report finding,Report evidence completed,Chin Hin Group Annual Report 2025,https://www.insage.com.my/Upload/Docs/CHINHIN/CHINHIN%20Annual%20Report%202025.pdf,113,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report lists maternity and paternity leave and reports 90 employees took parental leave with a 100% return-to-work rate.,Codex report review 2026-09-20,https://www.insage.com.my/Upload/Docs/CHINHIN/CHINHIN%20Annual%20Report%202025.pdf,7,SRC-107,SOURCE_FILES/SRC_107_Chin_Hin_Group_Berhad.pdf,downloaded,04f5712e650aeccd5dd6e7468588518232c3f9c6665715bbbc1869691d3dc48f,388
Scientex Berhad,SCIENTX,4731,Industrial Products & Services,Industrial Products & Services,New official-report finding,Report evidence completed,Scientex Sustainability Report 2025,https://scientex.com.my/wp-content/uploads/2025/11/SR2025.pdf,81,Not disclosed,Yes,Not disclosed,Not disclosed,1,"In FY2025, 39 female and 66 male employees took parental leave; the return-to-work rate was 100% for both groups.",Codex report review 2026-09-20,https://scientex.com.my/wp-content/uploads/2025/11/SR2025.pdf,8,SRC-108,SOURCE_FILES/SRC_108_Scientex_Berhad.pdf,downloaded,c5c364bbc6548ad71765be46c47563dd1abbb95db013fffcbbf030d4cfa51d73,95
NationGate Holdings Berhad,NATGATE,0270,Industrial Products & Services,Industrial Products & Services,New official-report finding,Report evidence completed,NationGate Annual Report 2025,https://nationgate.com.my/wp-content/uploads/2026/04/NationGate-Holdings-Berhad-Annual-Report-2025.pdf,63,Not disclosed,Yes,Yes,Not disclosed,2,The report lists maternity and paternity leave and flexible working time among employee benefits.,Codex report review 2026-09-20,https://nationgate.com.my/wp-content/uploads/2026/04/NationGate-Holdings-Berhad-Annual-Report-2025.pdf,9,SRC-109,SOURCE_FILES/SRC_109_NationGate_Holdings_Berhad.pdf,downloaded,80d62ead6f82beb168d0d2dbbda1c410cf014624f0732d94d1669438bfc8bf48,190
PMB Technology Berhad,PMBTECH,7172,Industrial Products & Services,Industrial Products & Services,New official-report finding,Report evidence completed,PMB Technology Annual Report 2023,https://pmbtechnology.com/assets/img/investorRelations/annual_Report/PMB_AR_2023_final.pdf,79,Not disclosed,Yes,Not disclosed,Not disclosed,1,PMB Technology's fair-employment reporting includes parental leave under GRI 401-3.,Codex report review 2026-09-20,https://pmbtechnology.com/assets/img/investorRelations/annual_Report/PMB_AR_2023_final.pdf,10,SRC-110,SOURCE_FILES/SRC_110_PMB_Technology_Berhad.pdf,downloaded,861500ab7784824b8e6740351575168802f02699f3333cc912b3a346e02742bb,186
Binastra Corporation Berhad,BNASTRA,7195,Industrial Products & Services,Industrial Products & Services,New official-report finding,Report evidence completed,Binastra Corporation Annual Report 2025,https://www.scribd.com/document/939590112/Bnastra-Ar-2025,78,Yes,Yes,Not disclosed,Not disclosed,2,Binastra reports maternity and paternity leave and a nursing room introduced to support working parents.,Codex report review 2026-09-20,https://www.scribd.com/document/939590112/Bnastra-Ar-2025,11,SRC-111,SOURCE_FILES/SRC_111_Binastra_Corporation_Berhad.pdf,downloaded,dc36783130519b35d6667b89ae177a8d56ab89c0c4d288d1260bd7a1507a183b,174
Hap Seng Consolidated Berhad,HAPSENG,3034,Industrial Products & Services,Industrial Products & Services,Verified report finding,Report evidence completed,Hap Seng Annual Report 2024,https://www.hapseng.com.my/en/download/annualreports/consolidated/ar2024.pdf,123,Not disclosed,Yes,Not disclosed,Not disclosed,1,Parental-leave data are disclosed.,Codex report review 2026-09-20,https://www.hapseng.com.my/en/download/annualreports/consolidated/ar2024.pdf,12,SRC-112,SOURCE_FILES/SRC_112_Hap_Seng_Consolidated_Berhad.pdf,downloaded,cd6945872539b1dd3d222df8b4701a4b17683898aa6c1bc22317e877bb6a192c,308
TMK Chemical Bhd,TMK,5251,Industrial Products & Services,Industrial Products & Services,Verified report finding,Report evidence completed,TMK Annual Report 2025,https://newsfile.moomoo.com/public/NN-PersistNoticeAttachment/7781/20260427/MYX/MYX_3659074_250959.pdf,45,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report discloses parental leave.,Codex report review 2026-09-20,https://newsfile.moomoo.com/public/NN-PersistNoticeAttachment/7781/20260427/MYX/MYX_3659074_250959.pdf,13,SRC-113,SOURCE_FILES/SRC_113_TMK_Chemical_Bhd.pdf,downloaded,8933312ba35c1c8af0b470f5bbcd3f809ba06d9bac1a7b77a3ce9322ecd960f4,164
Hextar Global Berhad,HEXTAR,5151,Industrial Products & Services,Industrial Products & Services,Verified report finding,Report evidence completed,Hextar Global Annual Report 2020,https://hextargroup.com/wp-content/uploads/2022/12/HGB-AR-2020.pdf,37,Not disclosed,Yes,Not disclosed,Not disclosed,1,Maternity and paternity leave are listed.,Codex report review 2026-09-20,https://hextargroup.com/wp-content/uploads/2022/12/HGB-AR-2020.pdf,14,SRC-114,SOURCE_FILES/SRC_114_Hextar_Global_Berhad.pdf,downloaded,b748ed0e7eeb511304279076bf1f2ba7ab46f0147dbd6cefa4e2e96900bbb867,179
SAM Engineering & Equipment (M) Berhad,SAM,9822,Industrial Products & Services,Industrial Products & Services,Verified report finding,Report evidence completed,SAM Annual Report 2020,https://cdn1.i3investor.com/my/files/st88k/9822_SAM/annual/2020-03-31/9822_SAM_AnnualReport_2020-03-31_SAMEE-Annual%20Report%202020_-720556236.pdf,41,Not disclosed,Yes,Yes,Not disclosed,2,Parental leave and flexible working hours are disclosed.,Codex report review 2026-09-20,https://cdn1.i3investor.com/my/files/st88k/9822_SAM/annual/2020-03-31/9822_SAM_AnnualReport_2020-03-31_SAMEE-Annual%20Report%202020_-720556236.pdf,15,SRC-115,SOURCE_FILES/SRC_115_SAM_Engineering_Equipment_M_Berhad.pdf,downloaded,287869e2f689dda9074794813d98d26a68cc1e978ca9ee6cc58f0de6169740ae,188
Keck Seng (Malaysia) Berhad,KSENG,3476,Industrial Products & Services,Industrial Products & Services,Verified report finding,Report evidence completed,RSPO Surveillance Audit Report for Keck Seng,https://intertek-cdn.s3.amazonaws.com/www-intertek-com/dms-legacy/RSPO%20Report%20Keck%20Seng%20ASA-02%202019%20Final%20signed.pdf,Employment conditions / maternity entitlement,Not disclosed,Yes,Not disclosed,Not disclosed,1,The independent audit report verifies maternity-leave entitlement.,Codex report review 2026-09-20,https://intertek-cdn.s3.amazonaws.com/www-intertek-com/dms-legacy/RSPO%20Report%20Keck%20Seng%20ASA-02%202019%20Final%20signed.pdf,16,SRC-116,SOURCE_FILES/SRC_116_Keck_Seng_Malaysia_Berhad.pdf,downloaded,e415fc1454bfb19080c2a206a1d4d246efca321edd5726bd6380dbc1efee4409,97
Xin Synergy Group Berhad,XIN,7043,Industrial Products & Services,Industrial Products & Services,Same-sector report-qualified replacement,Report evidence completed,Xin Synergy Annual Report 2024,https://cdn1.i3investor.com/my/files/st88k/7043_XIN/annual/2024-03-31/7043_XIN_AnnualReport_2024-03-31_XinSynergyAnnualReport2024_1928670748.pdf,19,Not disclosed,Yes,Yes,Not disclosed,2,The report includes parental leave and flexible working arrangements.,Codex report review 2026-09-20,https://cdn1.i3investor.com/my/files/st88k/7043_XIN/annual/2024-03-31/7043_XIN_AnnualReport_2024-03-31_XinSynergyAnnualReport2024_1928670748.pdf,17,SRC-117,SOURCE_FILES/SRC_117_Xin_Synergy_Group_Berhad.pdf,downloaded,593a51a19f1aea7a0c33ccc44698e3b7025f9e6bb641b05e78f693a82b291b25,174
Hong Leong Industries Berhad,HLIND,3301,Industrial Products & Services,Industrial Products & Services,Same-sector report-qualified replacement,Report evidence completed,Hong Leong Industries Annual Report 2025,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20251006/MYX/MYX_3596525_246230.pdf,61,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report discloses parental leave.,Codex report review 2026-09-20,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20251006/MYX/MYX_3596525_246230.pdf,18,SRC-034,SOURCE_FILES/SRC_034_Hong_Leong_Industries_Berhad.pdf,downloaded,9967204eb18493dc369bf0e6a37c85edd2642d1e1b8216cd97ae111b0c910e5f,194
Ann Joo Resources Berhad,ANNJOO,6556,Industrial Products & Services,Industrial Products & Services,Same-sector report-qualified replacement,Report evidence completed,Ann Joo Annual Report 2024,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20250506/MYX/MYX_3551532_243047.pdf,67,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report includes parental leave.,Codex report review 2026-09-20,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20250506/MYX/MYX_3551532_243047.pdf,19,SRC-118,SOURCE_FILES/SRC_118_Ann_Joo_Resources_Berhad.pdf,downloaded,f4a38c5abdc3d530e07d473c7312945ea918922728aa36d213cc1e69eecbbc19,95
Notion VTec Berhad,NOTION,0083,Industrial Products & Services,Industrial Products & Services,Same-sector report-qualified replacement,Report evidence completed,Notion VTec Annual Report 2022,https://notionvtec.com/wp-content/themes/hello-elementor/assets/docs/230131-212908-Notion-VTec-Berhad-Annual-Report-2022.pdf,35,Not disclosed,Yes,Not disclosed,Yes,2,The report discloses parental leave and 100% post-leave return and retention rates.,Codex report review 2026-09-20,https://notionvtec.com/wp-content/themes/hello-elementor/assets/docs/230131-212908-Notion-VTec-Berhad-Annual-Report-2022.pdf,20,SRC-119,SOURCE_FILES/SRC_119_Notion_VTec_Berhad.pdf,downloaded,e39a47b5bb6a85b1be9ac72383a2fd9c83823effacdad02e30f260925d2f2433,132
Cepatwawasan Group Berhad,CEPAT,8982,Plantation,Plantation,Existing report-qualified evidence,Report evidence completed,Cepatwawasan Annual Report 2024 (latest available official report),https://cepatgroup.com/wp-content/uploads/2025/04/ANNUAL-REPORT-2024.pdf,83,Not disclosed,Yes,Not disclosed,Not disclosed,1,paid absences include maternity leave and paternity leave,Pending second-person QA,https://cepatgroup.com/wp-content/uploads/2025/04/ANNUAL-REPORT-2024.pdf,1,SRC-120,SOURCE_FILES/SRC_120_Cepatwawasan_Group_Berhad.pdf,downloaded,c3c27b696810b1e01d14d847a86c2c966559c46f184853dc8ecade539df3998b,142
Innoprise Plantations Berhad,INNO,6262,Plantation,Plantation,Existing report-qualified evidence,Report evidence completed,Innoprise Plantations Annual Report 2025,https://innoprise.com.my/wp-content/uploads/2026/04/Annual-Report-2025.pdf,46,Yes,Not disclosed,Not disclosed,Not disclosed,1,estate facilities include childcare centers,Pending second-person QA,https://innoprise.com.my/wp-content/uploads/2026/04/Annual-Report-2025.pdf,2,SRC-121,SOURCE_FILES/SRC_121_Innoprise_Plantations_Berhad.pdf,downloaded,9cb364f7d5f6ac17a103d328c3f080f3951b47a7937ab94bda604faa248e1287,160
Johor Plantations Group Berhad,JPG,5323,Plantation,Plantation,Existing report-qualified evidence,Report evidence completed,Johor Plantations Group Integrated Report 2025,https://www.insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=JPG&sFileName=26106000066793&sReportType=AR,257,Not disclosed,Yes,Not disclosed,Not disclosed,1,employees entitled to parental leave | employees used parental leave,Pending second-person QA,https://www.insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=JPG&sFileName=26106000066793&sReportType=AR,3,SRC-122,SOURCE_FILES/SRC_122_Johor_Plantations_Group_Berhad.pdf,downloaded,8383558f218dc3e4b564f6c7fbab421d94fdf625130290654cdead9182e3105b,141
